doctype;docentry;itype;TransNo;remarks;transdate;Collector
13;48682;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;48736;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;49143;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;49959;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50084;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50092;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50118;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50132;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50196;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50211;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50213;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50334;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50359;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50360;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50361;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50368;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50492;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50502;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;50584;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;51081;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;51575;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;51577;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;51579;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;51841;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;592;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;594;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;596;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;598;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;599;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;601;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;602;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;624;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;629;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;631;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;637;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;798;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;830;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;832;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;834;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;836;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;998;Tukar Faktur;PY-IN-23004218;;2023-01-20;Bayu
13;1620;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;1626;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;22240;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;22241;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;22246;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;22252;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;22253;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;22496;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;22498;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;22832;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;46565;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;46859;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;47507;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;47520;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;47527;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;47528;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;47529;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;47576;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;47577;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;47711;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;47726;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;47731;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;50504;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;51139;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;772;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;774;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;807;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;810;Tukar Faktur;PY-IN-23004219;;2023-01-20;Bayu
13;1901;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;22221;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;22492;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;22854;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;454;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;457;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;470;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;47692;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;47722;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;50556;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;50618;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;51623;Tukar Faktur;PY-IN-23004220;;2023-01-20;Bayu
13;22491;Tukar Faktur;PY-IN-23004221;;2023-01-20;Bayu
13;459;Tukar Faktur;PY-IN-23004221;;2023-01-20;Bayu
13;50483;Tukar Faktur;PY-IN-23004221;;2023-01-20;Bayu
13;50654;Tukar Faktur;PY-IN-23004221;;2023-01-20;Bayu
13;51772;Tukar Faktur;PY-IN-23004221;;2023-01-20;Bayu
13;638;Tukar Faktur;PY-IN-23004221;;2023-01-20;Bayu
13;639;Tukar Faktur;PY-IN-23004221;;2023-01-20;Bayu
13;10614;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10615;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10616;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10617;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10618;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10619;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10620;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10621;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10622;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10623;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10624;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10625;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10626;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10902;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10903;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10911;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10912;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10913;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10914;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;10970;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11257;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11258;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11259;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11260;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11261;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11262;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11293;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11294;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11295;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11296;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11297;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11298;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11299;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11300;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11301;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11302;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11303;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11304;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11305;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11306;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11314;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11315;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11316;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11317;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11318;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11321;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11322;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11323;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11324;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11325;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11326;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11327;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11328;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11329;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11330;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11331;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11332;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11333;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11334;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11335;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11336;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11337;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11338;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11339;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11340;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11341;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11342;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11343;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;11344;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;15645;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;15977;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;15984;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;15985;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;15987;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;16287;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;20084;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;27036;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;5472;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;5473;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;5476;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;5477;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;5526;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;5528;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;5567;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;5574;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;5577;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;5597;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;7922;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;8175;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;8176;Tukar Faktur;PY-IN-23004222;;2023-01-20;Imam
13;22614;Tukar Faktur;PY-IN-23004223;;2023-01-20;Imam
13;48579;Tukar Faktur;PY-IN-23004223;;2023-01-20;Imam
13;49696;Tukar Faktur;PY-IN-23004223;;2023-01-20;Imam
13;50738;Tukar Faktur;PY-IN-23004223;;2023-01-20;Imam
13;922;Tukar Faktur;PY-IN-23004223;;2023-01-20;Imam
13;27264;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;27900;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;27901;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;27902;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;27903;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;27904;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;27986;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;27987;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;31181;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;31182;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;31183;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;31355;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;31361;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;31363;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;31366;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;31373;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;34605;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;34620;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;38885;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39504;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39505;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39506;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39507;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39508;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39509;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39510;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39511;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39512;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39513;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39514;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39516;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39544;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39545;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39546;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;39556;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;42263;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;42264;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;42269;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;42270;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;42274;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;42277;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;43178;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;43179;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;43180;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;43182;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;43185;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;43234;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;43248;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;43249;Tukar Faktur;PY-IN-23004224;;2023-01-20;Imam
13;1543;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;1545;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;1610;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;1924;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;22211;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;22530;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;22808;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;461;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;46868;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;46875;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;46962;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;46972;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;50592;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;50599;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;640;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;769;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;872;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;873;Tukar Faktur;PY-IN-23004225;;2023-01-20;NO COLLECTOR
13;42253;Tukar Faktur;PY-IN-23004226;;2023-01-20;NO COLLECTOR
13;5180;Tukar Faktur;PY-IN-23004227;;2023-01-20;NO COLLECTOR
13;9935;Tukar Faktur;PY-IN-23004227;;2023-01-20;NO COLLECTOR
13;55458;Tukar Faktur;PY-IN-23004345;;2023-01-23;Affen
13;55968;Tukar Faktur;PY-IN-23004345;;2023-01-23;Affen
13;49747;Tukar Faktur;PY-IN-23004362;;2023-01-23;Bayu
13;50981;Tukar Faktur;PY-IN-23004476;;2023-01-23;Tyo
13;54459;Tukar Faktur;PY-IN-23004476;;2023-01-23;Tyo
13;51876;Tukar Faktur;PY-IN-23004489;;2023-01-23;Bibit
13;52440;Tukar Faktur;PY-IN-23004490;;2023-01-23;Susilo
13;53736;Tukar Faktur;PY-IN-23004490;;2023-01-23;Susilo
13;22654;Tukar Faktur;PY-IN-23004495;;2023-01-23;Susilo
13;22576;Tukar Faktur;PY-IN-23004498;;2023-01-23;Jhon
13;22768;Tukar Faktur;PY-IN-23004498;;2023-01-23;Jhon
13;49678;Tukar Faktur;PY-IN-23004498;;2023-01-23;Jhon
13;49680;Tukar Faktur;PY-IN-23004498;;2023-01-23;Jhon
13;52068;Tukar Faktur;PY-IN-23004498;;2023-01-23;Jhon
13;53777;Tukar Faktur;PY-IN-23004498;;2023-01-23;Jhon
13;53779;Tukar Faktur;PY-IN-23004498;;2023-01-23;Jhon
13;55372;Tukar Faktur;PY-IN-23004498;;2023-01-23;Jhon
13;55373;Tukar Faktur;PY-IN-23004498;;2023-01-23;Jhon
13;55381;Tukar Faktur;PY-IN-23004498;;2023-01-23;Jhon
13;51873;Tukar Faktur;PY-IN-23004497;;2023-01-23;Bayu
13;51890;Tukar Faktur;PY-IN-23004497;;2023-01-23;Bayu
13;50571;Tukar Faktur;PY-IN-23004500;;2023-01-23;Jefri
13;50576;Tukar Faktur;PY-IN-23004500;;2023-01-23;Jefri
13;52681;Tukar Faktur;PY-IN-23004503;;2023-01-23;Amir
13;1977;Tukar Faktur;PY-IN-23004504;;2023-01-23;Jefri
13;50246;Tukar Faktur;PY-IN-23004504;;2023-01-23;Jefri
13;51847;Tukar Faktur;PY-IN-23004504;;2023-01-23;Jefri
13;1896;Tukar Faktur;PY-IN-23004505;;2023-01-23;AMIR
13;47046;Tukar Faktur;PY-IN-23004506;;2023-01-23;Ilyas
13;22082;Tukar Faktur;PY-IN-23004508;;2023-01-23;Bibit
13;22084;Tukar Faktur;PY-IN-23004508;;2023-01-23;Bibit
13;22085;Tukar Faktur;PY-IN-23004508;;2023-01-23;Bibit
13;52468;Tukar Faktur;PY-IN-23004508;;2023-01-23;Bibit
13;52471;Tukar Faktur;PY-IN-23004508;;2023-01-23;Bibit
13;53866;Tukar Faktur;PY-IN-23004508;;2023-01-23;Bibit
13;53871;Tukar Faktur;PY-IN-23004508;;2023-01-23;Bibit
13;54300;Tukar Faktur;PY-IN-23004508;;2023-01-23;Bibit
13;49689;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;49690;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;49701;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;49706;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;51950;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;51952;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;51953;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;51956;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;54526;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;54531;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;54535;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;55791;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;55795;Tukar Faktur;PY-IN-23004502;;2023-01-23;Imam
13;49538;Tukar Faktur;PY-IN-23004511;;2023-01-23;Budi
13;46779;Tukar Faktur;PY-IN-23004514;;2023-01-23;Irfan
13;1882;Tukar Faktur;PY-IN-23004515;;2023-01-23;Yanto
13;52402;Tukar Faktur;PY-IN-23004516;;2023-01-23;Imam
13;48628;Tukar Faktur;PY-IN-23004517;;2023-01-23;Fuad
13;48634;Tukar Faktur;PY-IN-23004517;;2023-01-23;Fuad
13;52758;Tukar Faktur;PY-IN-23004519;;2023-01-23;AMIR
13;53986;Tukar Faktur;PY-IN-23004519;;2023-01-23;AMIR
13;51993;Tukar Faktur;PY-IN-23004522;;2023-01-23;Yanto
13;47267;Tukar Faktur;PY-IN-23004521;;2023-01-23;Fuad
13;51895;Tukar Faktur;PY-IN-23004521;;2023-01-23;Fuad
13;51899;Tukar Faktur;PY-IN-23004521;;2023-01-23;Fuad
13;53863;Tukar Faktur;PY-IN-23004521;;2023-01-23;Fuad
13;53872;Tukar Faktur;PY-IN-23004521;;2023-01-23;Fuad
13;53874;Tukar Faktur;PY-IN-23004521;;2023-01-23;Fuad
13;47131;Tukar Faktur;PY-IN-23004523;;2023-01-23;Fuad
13;51908;Tukar Faktur;PY-IN-23004526;;2023-01-23;Irfan
13;22765;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;46407;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;46411;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;46416;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;49383;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;50068;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;50600;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;50606;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;52561;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;5381;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;9838;Tukar Faktur;PY-IN-23004525;;2023-01-23;Irfan
13;50673;Tukar Faktur;PY-IN-23004527;;2023-01-23;Bibit
13;51753;Tukar Faktur;PY-IN-23004528;;2023-01-23;Yanto
13;51931;Tukar Faktur;PY-IN-23004529;;2023-01-23;Bayu
13;52019;Tukar Faktur;PY-IN-23004529;;2023-01-23;Bayu
13;51809;Tukar Faktur;PY-IN-23004531;;2023-01-23;Irfan
13;52599;Tukar Faktur;PY-IN-23004531;;2023-01-23;Irfan
13;1837;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1841;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;19172;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1960;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;46505;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;46509;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;49808;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;49830;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;52619;Tukar Faktur;PY-IN-23004536;;2023-01-23;Amir
13;22656;Tukar Faktur;PY-IN-23004538;;2023-01-23;Amir
13;51949;Tukar Faktur;PY-IN-23004538;;2023-01-23;Amir
13;1145;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1149;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1152;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1156;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1159;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1163;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1166;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1170;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1512;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1517;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1519;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1521;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1523;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1531;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1534;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1539;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1548;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1552;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1555;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1558;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1560;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1562;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1568;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1570;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1575;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1578;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1581;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1586;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1590;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1592;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1596;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
13;1605;Tukar Faktur;PY-IN-23004509;;2023-01-23;Susilo
