doctype;docentry;itype;TransNo;remarks;transdate;Collector
13;22644;Tukar Faktur;PY-IN-23003123;;2023-01-18;Irfan
13;40970;Tukar Faktur;PY-IN-23003123;;2023-01-18;Irfan
13;2013;Tukar Faktur;PY-IN-23003124;;2023-01-18;Affen
13;2015;Tukar Faktur;PY-IN-23003124;;2023-01-18;Affen
13;20535;Tukar Faktur;PY-IN-23003125;;2023-01-18;Affen
13;17078;Tukar Faktur;PY-IN-23003127;;2023-01-18;Ferry
13;46363;Tukar Faktur;PY-IN-23003127;;2023-01-18;Ferry
13;46364;Tukar Faktur;PY-IN-23003127;;2023-01-18;Ferry
13;46365;Tukar Faktur;PY-IN-23003127;;2023-01-18;Ferry
13;46366;Tukar Faktur;PY-IN-23003127;;2023-01-18;Ferry
13;50581;Tukar Faktur;PY-IN-23003129;;2023-01-18;Ridwan
13;50583;Tukar Faktur;PY-IN-23003129;;2023-01-18;Ridwan
13;50588;Tukar Faktur;PY-IN-23003129;;2023-01-18;Ridwan
13;988;Tukar Faktur;PY-IN-23003129;;2023-01-18;Ridwan
13;991;Tukar Faktur;PY-IN-23003129;;2023-01-18;Ridwan
13;22598;Tukar Faktur;PY-IN-23003131;;2023-01-18;Susilo
13;1911;Tukar Faktur;PY-IN-23003132;;2023-01-18;Ferry
13;50394;Tukar Faktur;PY-IN-23003132;;2023-01-18;Ferry
13;1879;Tukar Faktur;PY-IN-23003134;;2023-01-18;Jhon
13;46812;Tukar Faktur;PY-IN-23003139;;2023-01-17;Irfan
13;46815;Tukar Faktur;PY-IN-23003139;;2023-01-17;Irfan
13;46817;Tukar Faktur;PY-IN-23003139;;2023-01-17;Irfan
13;46818;Tukar Faktur;PY-IN-23003139;;2023-01-17;Irfan
13;48316;Tukar Faktur;PY-IN-23003139;;2023-01-17;Irfan
13;48581;Tukar Faktur;PY-IN-23003139;;2023-01-17;Irfan
13;48584;Tukar Faktur;PY-IN-23003139;;2023-01-17;Irfan
13;1641;Tukar Faktur;PY-IN-23003140;;2023-01-18;Yanto
13;19019;Tukar Faktur;PY-IN-23003140;;2023-01-18;Yanto
13;19020;Tukar Faktur;PY-IN-23003140;;2023-01-18;Yanto
13;21464;Tukar Faktur;PY-IN-23003140;;2023-01-18;Yanto
13;27906;Tukar Faktur;PY-IN-23003141;;2023-01-18;Fuad
13;27907;Tukar Faktur;PY-IN-23003141;;2023-01-18;Fuad
13;27944;Tukar Faktur;PY-IN-23003142;;2023-01-18;Ridwan
13;27945;Tukar Faktur;PY-IN-23003142;;2023-01-18;Ridwan
13;46842;Tukar Faktur;PY-IN-23003142;;2023-01-18;Ridwan
13;46801;Tukar Faktur;PY-IN-23002806;;2023-01-18;Ilyas
13;46812;Tukar Faktur;PY-IN-23003149;;2023-01-18;Irfan
13;46815;Tukar Faktur;PY-IN-23003149;;2023-01-18;Irfan
13;46817;Tukar Faktur;PY-IN-23003149;;2023-01-18;Irfan
13;46818;Tukar Faktur;PY-IN-23003149;;2023-01-18;Irfan
13;48316;Tukar Faktur;PY-IN-23003149;;2023-01-18;Irfan
13;48581;Tukar Faktur;PY-IN-23003149;;2023-01-18;Irfan
13;48584;Tukar Faktur;PY-IN-23003149;;2023-01-18;Irfan
13;22309;Tukar Faktur;PY-IN-23003150;;2023-01-18;Yohanes
13;22364;Tukar Faktur;PY-IN-23003151;;2023-01-18;Yohanes
13;47675;Tukar Faktur;PY-IN-23003152;;2023-01-18;Jefri
13;46546;Tukar Faktur;PY-IN-23002806;;2023-01-18;Ilyas
13;46578;Tukar Faktur;PY-IN-23002806;;2023-01-18;Ilyas
13;46587;Tukar Faktur;PY-IN-23002806;;2023-01-18;Ilyas
13;46610;Tukar Faktur;PY-IN-23002806;;2023-01-18;Ilyas
13;22702;Tukar Faktur;PY-IN-23003161;;2023-01-18;Bayu
13;47176;Tukar Faktur;PY-IN-23003162;;2023-01-18;Jefri
13;51164;Tukar Faktur;PY-IN-23003162;;2023-01-18;Jefri
13;22364;Tukar Faktur;PY-IN-23003165;;2023-01-18;Yohanes
13;46709;Tukar Faktur;PY-IN-23003167;;2023-01-18;Jefri
13;897;Tukar Faktur;PY-IN-23003167;;2023-01-18;Jefri
13;46669;Tukar Faktur;PY-IN-23003168;;2023-01-19;Susilo
13;51175;Tukar Faktur;PY-IN-23003169;;2023-01-18;Susilo
13;22411;Tukar Faktur;PY-IN-23002974;;2023-01-18;Affen
13;48233;Tukar Faktur;PY-IN-23002974;;2023-01-18;Affen
13;1131;Tukar Faktur;PY-IN-23003180;;2023-01-18;Jefri
13;9130;Tukar Faktur;PY-IN-23003180;;2023-01-18;Jefri
13;18320;Tukar Faktur;PY-IN-23001616;;2023-01-18;Imam
13;6295;Tukar Faktur;PY-IN-23001616;;2023-01-18;Imam
13;6431;Tukar Faktur;PY-IN-23001616;;2023-01-18;Imam
13;50024;Tukar Faktur;PY-IN-23003196;;2023-01-18;Fuad
13;51175;Tukar Faktur;PY-IN-23003202;;2023-01-18;Yohanes
13;18970;Tukar Faktur;PY-IN-23003203;;2023-01-18;NO COLLECTOR
13;18990;Tukar Faktur;PY-IN-23003203;;2023-01-18;NO COLLECTOR
13;50803;Tukar Faktur;PY-IN-23003209;;2023-01-18;Susilo
13;52324;Tukar Faktur;PY-IN-23003212;;2023-01-18;NO COLLECTOR
13;52328;Tukar Faktur;PY-IN-23003212;;2023-01-18;NO COLLECTOR
13;22190;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47752;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47755;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47756;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47757;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47759;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47761;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47764;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47765;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47776;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47777;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47778;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47779;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47781;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47782;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47784;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47786;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47799;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47800;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47801;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47802;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47804;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47805;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47806;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47808;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47809;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47810;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47811;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47813;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47814;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47817;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47819;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47820;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47821;Tukar Faktur;PY-IN-23003213;;2023-01-18;NO COLLECTOR
13;47645;Tukar Faktur;PY-IN-23003214;;2023-01-18;Yohanes
13;47684;Tukar Faktur;PY-IN-23003214;;2023-01-18;Yohanes
13;1093;Tukar Faktur;PY-IN-23003403;;2023-01-19;Affen
13;1095;Tukar Faktur;PY-IN-23003403;;2023-01-19;Affen
13;47540;Tukar Faktur;PY-IN-23003403;;2023-01-19;Affen
13;47541;Tukar Faktur;PY-IN-23003403;;2023-01-19;Affen
13;47542;Tukar Faktur;PY-IN-23003403;;2023-01-19;Affen
13;49588;Tukar Faktur;PY-IN-23003405;;2023-01-19;Tyo
13;18400;Giro;PY-IN-23003406;;2023-01-19;Tyo
13;27410;Giro;PY-IN-23003406;;2023-01-19;Tyo
13;27595;Giro;PY-IN-23003406;;2023-01-19;Tyo
13;27596;Giro;PY-IN-23003406;;2023-01-19;Tyo
13;27598;Giro;PY-IN-23003406;;2023-01-19;Tyo
13;29189;Giro;PY-IN-23003406;;2023-01-19;Tyo
13;22440;Tukar Faktur;PY-IN-23003407;;2023-01-19;Jhon
13;1981;Tukar Faktur;PY-IN-23003409;;2023-01-19;Jhon
13;1887;Tukar Faktur;PY-IN-23003410;;2023-01-19;Affen
13;1888;Tukar Faktur;PY-IN-23003410;;2023-01-19;Affen
13;47114;Tukar Faktur;PY-IN-23003410;;2023-01-19;Affen
13;47588;Tukar Faktur;PY-IN-23003410;;2023-01-19;Affen
13;50215;Tukar Faktur;PY-IN-23003413;;2023-01-19;Affen
13;22218;Tukar Faktur;PY-IN-23003414;;2023-01-19;Affen
13;22220;Tukar Faktur;PY-IN-23003414;;2023-01-19;Affen
13;1054;Tukar Faktur;PY-IN-23003415;;2023-01-19;Susilo
13;49078;Tukar Faktur;PY-IN-23003416;;2023-01-19;Bayu
13;50496;Tukar Faktur;PY-IN-23003418;;2023-01-19;Bibit
13;50293;Tukar Faktur;PY-IN-23003419;;2023-01-19;Amir
13;47327;Tukar Faktur;PY-IN-23003420;;2023-01-19;Amir
13;8053;Tukar Faktur;PY-IN-23003421;;2023-01-19;Susilo
13;8054;Tukar Faktur;PY-IN-23003421;;2023-01-19;Susilo
13;46768;Tukar Faktur;PY-IN-23003460;;2023-01-19;Fuad
13;47050;Tukar Faktur;PY-IN-23003463;;2023-01-19;Bibit
13;47081;Tukar Faktur;PY-IN-23003463;;2023-01-19;Bibit
13;47084;Tukar Faktur;PY-IN-23003463;;2023-01-19;Bibit
13;53160;Tukar Faktur;PY-IN-23003463;;2023-01-19;Bibit
13;53162;Tukar Faktur;PY-IN-23003463;;2023-01-19;Bibit
13;53164;Tukar Faktur;PY-IN-23003463;;2023-01-19;Bibit
13;53166;Tukar Faktur;PY-IN-23003463;;2023-01-19;Bibit
13;53741;Tukar Faktur;PY-IN-23003463;;2023-01-19;Bibit
13;53781;Tukar Faktur;PY-IN-23003463;;2023-01-19;Bibit
13;46268;Tukar Faktur;PY-IN-23003465;;2023-01-19;Ferry
13;46270;Tukar Faktur;PY-IN-23003465;;2023-01-19;Ferry
13;50109;Tukar Faktur;PY-IN-23003465;;2023-01-19;Ferry
13;50160;Tukar Faktur;PY-IN-23003465;;2023-01-19;Ferry
13;50167;Tukar Faktur;PY-IN-23003465;;2023-01-19;Ferry
13;52132;Tukar Faktur;PY-IN-23003465;;2023-01-19;Ferry
13;52136;Tukar Faktur;PY-IN-23003465;;2023-01-19;Ferry
13;52345;Tukar Faktur;PY-IN-23003465;;2023-01-19;Ferry
13;1925;Tukar Faktur;PY-IN-23003468;;2023-01-19;Jhon
13;50490;Tukar Faktur;PY-IN-23003468;;2023-01-19;Jhon
13;822;Tukar Faktur;PY-IN-23003468;;2023-01-19;Jhon
13;1756;Tukar Faktur;PY-IN-23003471;;2023-01-19;Jhon
13;22482;Tukar Faktur;PY-IN-23003477;;2023-01-19;Susilo
13;22474;Tukar Faktur;PY-IN-23003469;;2023-01-19;Susilo
13;22675;Tukar Faktur;PY-IN-23003469;;2023-01-19;Susilo
13;49266;Tukar Faktur;PY-IN-23003469;;2023-01-19;Susilo
13;1075;Tukar Faktur;PY-IN-23003480;;2023-01-19;Susilo
13;1078;Tukar Faktur;PY-IN-23003480;;2023-01-19;Susilo
13;1900;Tukar Faktur;PY-IN-23003480;;2023-01-19;Susilo
13;22213;Tukar Faktur;PY-IN-23003480;;2023-01-19;Susilo
13;22624;Tukar Faktur;PY-IN-23003480;;2023-01-19;Susilo
13;1678;Tukar Faktur;PY-IN-23003484;;2023-01-19;Budi
13;22383;Tukar Faktur;PY-IN-23003484;;2023-01-19;Budi
13;51080;Tukar Faktur;PY-IN-23003484;;2023-01-19;Budi
13;677;Tukar Faktur;PY-IN-23003484;;2023-01-19;Budi
13;678;Tukar Faktur;PY-IN-23003484;;2023-01-19;Budi
13;681;Tukar Faktur;PY-IN-23003484;;2023-01-19;Budi
13;2034;Tukar Faktur;PY-IN-23003483;;2023-01-19;Ilyas
13;2039;Tukar Faktur;PY-IN-23003483;;2023-01-19;Ilyas
13;1690;Tukar Faktur;PY-IN-23003486;;2023-01-19;Susilo
13;1968;Tukar Faktur;PY-IN-23003486;;2023-01-19;Susilo
13;935;Tukar Faktur;PY-IN-23003486;;2023-01-19;Susilo
13;937;Tukar Faktur;PY-IN-23003486;;2023-01-19;Susilo
13;940;Tukar Faktur;PY-IN-23003486;;2023-01-19;Susilo
13;941;Tukar Faktur;PY-IN-23003486;;2023-01-19;Susilo
13;187;Tukar Faktur;PY-IN-23003487;;2023-01-19;Ilyas
13;1725;Tukar Faktur;PY-IN-23003493;;2023-01-19;Amir
13;10025;Tukar Faktur;PY-IN-23003497;;2023-01-19;Affen
13;10566;Tukar Faktur;PY-IN-23003497;;2023-01-19;Affen
13;10568;Tukar Faktur;PY-IN-23003497;;2023-01-19;Affen
13;10605;Tukar Faktur;PY-IN-23003497;;2023-01-19;Affen
13;49052;Tukar Faktur;PY-IN-23003497;;2023-01-19;Affen
13;49055;Tukar Faktur;PY-IN-23003497;;2023-01-19;Affen
13;49138;Tukar Faktur;PY-IN-23003497;;2023-01-19;Affen
13;9677;Tukar Faktur;PY-IN-23003497;;2023-01-19;Affen
13;9729;Tukar Faktur;PY-IN-23003497;;2023-01-19;Affen
13;22828;Tukar Faktur;PY-IN-23003499;;2023-01-19;Amir
13;50593;Tukar Faktur;PY-IN-23003502;;2023-01-19;Affen
13;50743;Tukar Faktur;PY-IN-23003502;;2023-01-19;Affen
13;1065;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;1085;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;22381;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;47061;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;47064;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;47066;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;47071;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;1063;Tukar Faktur;PY-IN-23003504;;2023-01-19;Tyo
13;47055;Tukar Faktur;PY-IN-23003504;;2023-01-19;Tyo
13;22417;Tukar Faktur;PY-IN-23003506;;2023-01-19;Tyo
13;18557;Giro;PY-IN-23003508;;2023-01-19;Imam
13;22069;Tukar Faktur;PY-IN-23003509;;2023-01-19;Tyo
13;22224;Tukar Faktur;PY-IN-23003507;;2023-01-19;Amir
13;47537;Tukar Faktur;PY-IN-23003507;;2023-01-19;Amir
13;49076;Tukar Faktur;PY-IN-23003507;;2023-01-19;Amir
13;22387;Tukar Faktur;PY-IN-23003513;;2023-01-19;Tyo
13;945;Tukar Faktur;PY-IN-23003513;;2023-01-19;Tyo
13;22157;Tukar Faktur;PY-IN-23003511;;2023-01-19;Susilo
13;22789;Tukar Faktur;PY-IN-23003511;;2023-01-19;Susilo
13;1080;Tukar Faktur;PY-IN-23003514;;2023-01-19;Tyo
13;22189;Tukar Faktur;PY-IN-23003515;;2023-01-19;Amir
13;50259;Tukar Faktur;PY-IN-23003515;;2023-01-19;Amir
13;1073;Tukar Faktur;PY-IN-23003517;;2023-01-19;Tyo
13;1728;Tukar Faktur;PY-IN-23003517;;2023-01-19;Tyo
13;46975;Tukar Faktur;PY-IN-23003517;;2023-01-19;Tyo
13;22225;Tukar Faktur;PY-IN-23003518;;2023-01-19;Amir
13;22622;Tukar Faktur;PY-IN-23003518;;2023-01-19;Amir
13;1718;Tukar Faktur;PY-IN-23003519;;2023-01-19;Amir
13;22812;Tukar Faktur;PY-IN-23003519;;2023-01-19;Amir
13;22813;Tukar Faktur;PY-IN-23003519;;2023-01-19;Amir
13;22814;Tukar Faktur;PY-IN-23003519;;2023-01-19;Amir
13;49073;Tukar Faktur;PY-IN-23003519;;2023-01-19;Amir
13;49091;Tukar Faktur;PY-IN-23003519;;2023-01-19;Amir
13;49150;Tukar Faktur;PY-IN-23003519;;2023-01-19;Amir
13;49949;Tukar Faktur;PY-IN-23003519;;2023-01-19;Amir
13;49985;Tukar Faktur;PY-IN-23003519;;2023-01-19;Amir
13;50683;Tukar Faktur;PY-IN-23003519;;2023-01-19;Amir
13;1726;Tukar Faktur;PY-IN-23003521;;2023-01-19;Amir
13;50747;Tukar Faktur;PY-IN-23003524;;2023-01-19;AMIR
13;22855;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;22856;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;22857;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;375;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;380;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;384;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;386;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;388;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;391;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;394;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;46370;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;46374;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;47043;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;48857;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;49965;Tukar Faktur;PY-IN-23003525;;2023-01-19;Ilyas
13;1856;Tukar Faktur;PY-IN-23003527;;2023-01-19;NO COLLECTOR
13;22114;Tukar Faktur;PY-IN-23003527;;2023-01-19;NO COLLECTOR
13;22119;Tukar Faktur;PY-IN-23003527;;2023-01-19;NO COLLECTOR
13;22121;Tukar Faktur;PY-IN-23003527;;2023-01-19;NO COLLECTOR
13;22126;Tukar Faktur;PY-IN-23003527;;2023-01-19;NO COLLECTOR
13;22707;Tukar Faktur;PY-IN-23003528;;2023-01-19;Fuad
13;22710;Tukar Faktur;PY-IN-23003528;;2023-01-19;Fuad
13;22051;Tukar Faktur;PY-IN-23003529;;2023-01-19;Affen
13;22052;Tukar Faktur;PY-IN-23003529;;2023-01-19;Affen
13;22053;Tukar Faktur;PY-IN-23003529;;2023-01-19;Affen
13;50679;Tukar Faktur;PY-IN-23003529;;2023-01-19;Affen
13;50682;Tukar Faktur;PY-IN-23003529;;2023-01-19;Affen
13;50686;Tukar Faktur;PY-IN-23003529;;2023-01-19;Affen
13;1729;Tukar Faktur;PY-IN-23003531;;2023-01-19;Irfan
13;1616;Tukar Faktur;PY-IN-23003533;;2023-01-19;Tyo
13;47038;Tukar Faktur;PY-IN-23003533;;2023-01-19;Tyo
13;49633;Tukar Faktur;PY-IN-23003533;;2023-01-19;Tyo
13;787;Tukar Faktur;PY-IN-23003533;;2023-01-19;Tyo
13;788;Tukar Faktur;PY-IN-23003533;;2023-01-19;Tyo
13;947;Tukar Faktur;PY-IN-23003533;;2023-01-19;Tyo
13;1955;Tukar Faktur;PY-IN-23003535;;2023-01-19;Bibit
13;22566;Tukar Faktur;PY-IN-23003535;;2023-01-19;Bibit
13;22569;Tukar Faktur;PY-IN-23003535;;2023-01-19;Bibit
13;22572;Tukar Faktur;PY-IN-23003535;;2023-01-19;Bibit
13;50385;Tukar Faktur;PY-IN-23003535;;2023-01-19;Bibit
13;48975;Tukar Faktur;PY-IN-23003536;;2023-01-19;Bayu
13;49461;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;50313;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;50317;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;744;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;746;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;748;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;749;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;751;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;753;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;755;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;758;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;919;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;920;Tukar Faktur;PY-IN-23003537;;2023-01-19;Susilo
13;22833;Tukar Faktur;PY-IN-23003538;;2023-01-19;Bayu
13;48482;Tukar Faktur;PY-IN-23003539;;2023-01-19;Irfan
13;50277;Tukar Faktur;PY-IN-23003539;;2023-01-19;Irfan
13;50311;Tukar Faktur;PY-IN-23003539;;2023-01-19;Irfan
13;48502;Tukar Faktur;PY-IN-23003540;;2023-01-19;Bayu
13;50786;Tukar Faktur;PY-IN-23003543;;2023-01-19;Jhon
13;22608;Tukar Faktur;PY-IN-23003546;;2023-01-19;Bayu
13;22166;Tukar Faktur;PY-IN-23003548;;2023-01-19;Amir
13;22176;Tukar Faktur;PY-IN-23003548;;2023-01-19;Amir
13;22177;Tukar Faktur;PY-IN-23003548;;2023-01-19;Amir
13;47366;Tukar Faktur;PY-IN-23003548;;2023-01-19;Amir
13;48609;Tukar Faktur;PY-IN-23003548;;2023-01-19;Amir
13;48621;Tukar Faktur;PY-IN-23003548;;2023-01-19;Amir
13;48841;Tukar Faktur;PY-IN-23003549;;2023-01-19;Susilo
13;49229;Tukar Faktur;PY-IN-23003549;;2023-01-19;Susilo
13;1914;Tukar Faktur;PY-IN-23003552;;2023-01-19;Yanto
13;1840;Tukar Faktur;PY-IN-23003550;;2023-01-19;Susilo
13;22072;Tukar Faktur;PY-IN-23003550;;2023-01-19;Susilo
13;22073;Tukar Faktur;PY-IN-23003550;;2023-01-19;Susilo
13;22075;Tukar Faktur;PY-IN-23003550;;2023-01-19;Susilo
13;22078;Tukar Faktur;PY-IN-23003550;;2023-01-19;Susilo
13;22080;Tukar Faktur;PY-IN-23003550;;2023-01-19;Susilo
13;48414;Tukar Faktur;PY-IN-23003554;;2023-01-19;Ferry
13;48426;Tukar Faktur;PY-IN-23003554;;2023-01-19;Ferry
13;52118;Tukar Faktur;PY-IN-23003554;;2023-01-19;Ferry
13;52381;Tukar Faktur;PY-IN-23003554;;2023-01-19;Ferry
13;52387;Tukar Faktur;PY-IN-23003554;;2023-01-19;Ferry
13;52391;Tukar Faktur;PY-IN-23003554;;2023-01-19;Ferry
13;52396;Tukar Faktur;PY-IN-23003554;;2023-01-19;Ferry
13;54015;Tukar Faktur;PY-IN-23003554;;2023-01-19;Ferry
13;1262;Tukar Faktur;PY-IN-23003555;;2023-01-19;Tyo
13;1264;Tukar Faktur;PY-IN-23003555;;2023-01-19;Tyo
13;1265;Tukar Faktur;PY-IN-23003555;;2023-01-19;Tyo
13;1812;Tukar Faktur;PY-IN-23003557;;2023-01-19;Ferry
13;1835;Tukar Faktur;PY-IN-23003556;;2023-01-19;Budi
13;2008;Tukar Faktur;PY-IN-23003556;;2023-01-19;Budi
13;22652;Tukar Faktur;PY-IN-23003556;;2023-01-19;Budi
13;22684;Tukar Faktur;PY-IN-23003556;;2023-01-19;Budi
13;22773;Tukar Faktur;PY-IN-23003556;;2023-01-19;Budi
13;22775;Tukar Faktur;PY-IN-23003556;;2023-01-19;Budi
13;48667;Tukar Faktur;PY-IN-23003556;;2023-01-19;Budi
13;49850;Tukar Faktur;PY-IN-23003556;;2023-01-19;Budi
13;1068;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;1083;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;1935;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;46977;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;918;Tukar Faktur;PY-IN-23003501;;2023-01-19;Tyo
13;1991;Tukar Faktur;PY-IN-23003559;;2023-01-19;Bayu
13;1993;Tukar Faktur;PY-IN-23003559;;2023-01-19;Bayu
13;1994;Tukar Faktur;PY-IN-23003559;;2023-01-19;Bayu
13;50664;Tukar Faktur;PY-IN-23003561;;2023-01-19;Bibit
13;50665;Tukar Faktur;PY-IN-23003561;;2023-01-19;Bibit
13;50507;Tukar Faktur;PY-IN-23003563;;2023-01-19;Tyo
13;22378;Tukar Faktur;PY-IN-23003568;;2023-01-19;Irfan
13;30853;Tukar Faktur;PY-IN-23003568;;2023-01-19;Irfan
13;30854;Tukar Faktur;PY-IN-23003568;;2023-01-19;Irfan
13;22357;Tukar Faktur;PY-IN-23003569;;2023-01-19;Irfan
13;22361;Tukar Faktur;PY-IN-23003569;;2023-01-19;Irfan
13;22366;Tukar Faktur;PY-IN-23003569;;2023-01-19;Irfan
13;22369;Tukar Faktur;PY-IN-23003569;;2023-01-19;Irfan
13;22370;Tukar Faktur;PY-IN-23003569;;2023-01-19;Irfan
13;22373;Tukar Faktur;PY-IN-23003569;;2023-01-19;Irfan
13;22386;Tukar Faktur;PY-IN-23003569;;2023-01-19;Irfan
13;927;Tukar Faktur;PY-IN-23003575;;2023-01-19;Irfan
13;22358;Tukar Faktur;PY-IN-23003577;;2023-01-19;Irfan
13;49813;Tukar Faktur;PY-IN-23003578;;2023-01-19;Tyo
13;49978;Tukar Faktur;PY-IN-23003578;;2023-01-19;Tyo
13;49995;Tukar Faktur;PY-IN-23003578;;2023-01-19;Tyo
13;22376;Tukar Faktur;PY-IN-23003579;;2023-01-19;Irfan
13;22377;Tukar Faktur;PY-IN-23003579;;2023-01-19;Irfan
13;22505;Tukar Faktur;PY-IN-23003580;;2023-01-19;Irfan
13;48970;Tukar Faktur;PY-IN-23003580;;2023-01-19;Irfan
13;1119;Tukar Faktur;PY-IN-23003581;;2023-01-19;Susilo
13;47205;Tukar Faktur;PY-IN-23003581;;2023-01-19;Susilo
13;875;Tukar Faktur;PY-IN-23003581;;2023-01-19;Susilo
13;986;Tukar Faktur;PY-IN-23003581;;2023-01-19;Susilo
13;168;Tukar Faktur;PY-IN-23003583;;2023-01-19;Susilo
13;46773;Tukar Faktur;PY-IN-23003583;;2023-01-19;Susilo
13;47639;Tukar Faktur;PY-IN-23003583;;2023-01-19;Susilo
13;712;Tukar Faktur;PY-IN-23003583;;2023-01-19;Susilo
13;46332;Tukar Faktur;PY-IN-23003584;;2023-01-19;Susilo
13;8091;Tukar Faktur;PY-IN-23003585;;2023-01-19;Jhon
13;1070;Tukar Faktur;PY-IN-23003586;;2023-01-19;Irfan
13;49909;Tukar Faktur;PY-IN-23003586;;2023-01-19;Irfan
13;1868;Tukar Faktur;PY-IN-23003590;;2023-01-19;Budi
13;20779;Tukar Faktur;PY-IN-23003590;;2023-01-19;Budi
13;21169;Tukar Faktur;PY-IN-23003590;;2023-01-19;Budi
