docentry;revisi;U_IDU_FPajak;docnum;docdate;cardcode;cardname;NumAtCard
98200;081.007-23.17044066;080.007-23.17044066;302205455;2023-02-25 00:00:00.000;HT0027;PT. GESIT SARANA PERKASA;SO202302127099
98206;081.007-23.17044071;080.007-23.17044071;302205457;2023-02-25 00:00:00.000;HT0268;PT DUTA ANGGADA REALTY TBK;SO202302127234
98211;081.007-23.17044075;080.007-23.17044075;302205459;2023-02-25 00:00:00.000;HT0339;PT BUANA SABAS FATTAH;SO202302127294
98214;081.007-23.17044078;080.007-23.17044078;302205460;2023-02-25 00:00:00.000;HT0368;PT NURTIRTA NUSA LESTARI;SO202302127320
98216;081.007-23.17044080;080.007-23.17044080;302205461;2023-02-25 00:00:00.000;HT0037;PT. GRAND INDONESIA;SO202302127431
99545;081.007-23.17042003;080.007-23.17042003;302700275;2023-02-28 00:00:00.000;DS0229;DANIEL SUGIARTO;SO202302128006
103570;081.007-23.17042731;080.007-23.17042731;302700311;2023-02-24 00:00:00.000;SM0050;PT. SUPRA BOGA LESTARI Tbk;SO202302125987
107648;081.007-23.17041941;080.007-23.17041941;302700347;2023-02-13 00:00:00.000;RS2757;PT ANEKA BINTANG GUDANG;SO202302113581
120966;081.007-23.17041970;080.007-23.17041970;302700378;2023-02-16 00:00:00.000;FC0026;FOC RZ;SO202302115536
98668;081.007-23.17044525;080.007-23.17044525;302104245;2023-02-24 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302125207
98669;081.007-23.17044526;080.007-23.17044526;302205575;2023-02-23 00:00:00.000;RS0953;PT ABADI TUNGGAL LESTARI;SO202302123442
98670;081.007-23.17044527;080.007-23.17044527;302205576;2023-02-23 00:00:00.000;RS2232;PT WYLS KULINA SATU;SO202302123452
98671;081.007-23.17044528;080.007-23.17044528;302205577;2023-02-23 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302123493
98672;081.007-23.17044529;080.007-23.17044529;302205578;2023-02-23 00:00:00.000;RS0992;PT. KLABO INVESTAMA;SO202302123501
98673;081.007-23.17044530;080.007-23.17044530;302205579;2023-02-22 00:00:00.000;RS2574;PT MASAKAN ANAK BANGSA;SO202302123517
98679;081.007-23.17044536;080.007-23.17044536;302205580;2023-02-23 00:00:00.000;RS2787;PT MEGAGUNA USAHA MAKMUR;SO202302123538
98682;081.007-23.17044539;080.007-23.17044539;302205581;2023-02-22 00:00:00.000;RS0879;PT. BERKAH WONG CILIK;SO202302123642
98687;081.007-23.17044544;080.007-23.17044544;302205584;2023-02-22 00:00:00.000;RS1135;PT. SPARKLINDO BOGA JAYA;SO202302123700
98689;081.007-23.17044546;080.007-23.17044546;302205586;2023-02-22 00:00:00.000;RS1135;PT. SPARKLINDO BOGA JAYA;SO202302123725
98690;081.007-23.17044547;080.007-23.17044547;302205587;2023-02-22 00:00:00.000;RS2995;PT ANTARA KATA JAKARTA;SO202302123728
98691;081.007-23.17044548;080.007-23.17044548;302104246;2023-02-24 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302125199
98692;081.007-23.17044549;080.007-23.17044549;302104247;2023-02-22 00:00:00.000;SM0050;PT. SUPRA BOGA LESTARI Tbk;SO202302123518
98693;081.007-23.17044550;080.007-23.17044550;302205588;2023-02-23 00:00:00.000;RS2675;PT BELLA ITALIA INDONESIA;SO202302123729
98694;081.007-23.17044551;080.007-23.17044551;302104248;2023-02-24 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302125205
98696;081.007-23.17044553;080.007-23.17044553;302104249;2023-02-24 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302125208
98697;081.007-23.17044554;080.007-23.17044554;302104250;2023-02-24 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302125202
98698;081.007-23.17044555;080.007-23.17044555;302205590;2023-02-22 00:00:00.000;RS1954;PT KONSEP HASIL INDONESIA;SO202302123732
98699;081.007-23.17044556;080.007-23.17044556;302104251;2023-02-24 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302125206
98707;081.007-23.17044559;080.007-23.17044559;302104252;2023-02-24 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302125200
98709;081.007-23.17044653;080.007-23.17044653;302502630;2023-02-22 00:00:00.000;CT0132;TEDDY HARSONO;SO202302120683
98710;081.007-23.17044654;080.007-23.17044654;302502631;2023-02-22 00:00:00.000;RS1669;PT.APC INTERNATIONAL INDONESIA;SO202302120792
98711;081.007-23.17044655;080.007-23.17044655;302502632;2023-02-22 00:00:00.000;RS1704;PT ANOMALI COFFEE;SO202302121009
98712;081.007-23.17044656;080.007-23.17044656;302502633;2023-02-22 00:00:00.000;RS1704;PT ANOMALI COFFEE;SO202302121011
98713;081.007-23.17044657;080.007-23.17044657;302502634;2023-02-22 00:00:00.000;RS1704;PT ANOMALI COFFEE;SO202302121013
98714;081.007-23.17044658;080.007-23.17044658;302502635;2023-02-22 00:00:00.000;RS1920;PT KOPI ASLI INDONESIA;SO202302121014
98715;081.007-23.17044659;080.007-23.17044659;302502636;2023-02-22 00:00:00.000;RS1704;PT ANOMALI COFFEE;SO202302121016
98716;081.007-23.17044660;080.007-23.17044660;302502637;2023-02-22 00:00:00.000;RS1139;SILOKANANTA CV;SO202302121117
98719;081.007-23.17044663;080.007-23.17044663;302502640;2023-02-22 00:00:00.000;RS2154;PT MITRA KULINER SEJATI;SO202302121124
109116;081.007-23.17044511;080.007-23.17044511;302700356;2023-02-22 00:00:00.000;RS2551;PT. BERKAH ARUNA KULINER;SO202302123223
109118;081.007-23.17044512;080.007-23.17044512;302700357;2023-02-22 00:00:00.000;RS2551;PT. BERKAH ARUNA KULINER;SO202302123224
109122;081.007-23.17044438;080.007-23.17044438;302700358;2023-02-22 00:00:00.000;RS2551;PT. BERKAH ARUNA KULINER;SO202302121753
98965;081.007-23.17044817;080.007-23.17044817;302205624;2023-02-23 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302124001
98966;081.007-23.17044818;080.007-23.17044818;302305016;2023-02-24 00:00:00.000;GR0001;PT. BANDUNG KULINA UTAMA;SO202302126234
98967;081.007-23.17044819;080.007-23.17044819;302804900;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126567
98968;081.007-23.17044820;080.007-23.17044820;302305017;2023-02-24 00:00:00.000;GR0001;PT. BANDUNG KULINA UTAMA;SO202302126366
98970;081.007-23.17044822;080.007-23.17044822;302305018;2023-02-24 00:00:00.000;GR0001;PT. BANDUNG KULINA UTAMA;SO202302126367
98975;081.007-23.17044827;080.007-23.17044827;302804902;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126571
98977;081.007-23.17044829;080.007-23.17044829;302804903;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126578
98978;081.007-23.17044830;080.007-23.17044830;302804904;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126574
98980;081.007-23.17044832;080.007-23.17044832;302804906;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126588
98981;081.007-23.17044833;080.007-23.17044833;302502666;2023-02-22 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302121656
98984;081.007-23.17044836;080.007-23.17044836;302502667;2023-02-22 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302121672
116031;081.007-23.17042834;080.007-23.17042834;302700370;2023-02-21 00:00:00.000;SM0140;PT MAHADANA DASHA UTAMA;SO202302120959
