docentry;docnum;pib;nopen;kodebilling;pph22;pib_nilaipabean;pib_ndpbm;pib_cif2;pib_ntpn;apinvoice
21661 ;2070000131 ;00002001360520220728000141;903882;620220700273990;15196000;40518.47;15001;607817568.47;CA20B0HK2PH8BBA6;28912
21650 ;2060000246 ;00002001360520220726000140;903836;620220700244461;20500000;80935.44;10131.07;819962608.121;328B81E1IK3KNEFD;28913
21676 ;2060000252 ;00002001360520220729000142;903906;620220700283576;15684000;41818.8;15001;627323818.8;6D2365S51OVIPKLO;28914
21674 ;2070000138 ;00002001360520220729000143;903907;620220700284575;8987000;23961.97;15001;359453511.97;BEE3A4VNHUD6CLKV;28915
21229 ;2040000253 ;04030S01360520220723000906;391167;620220700220137;55187000;140259.95;14989;2102356391;0D77D6OIHJHV4MN9;28916
21228 ;2040000252 ;04030S01360520220721000901;391166;620220700220113;54587000;138733.27;14989;2079472984;8CBCA36SI98DGMMH;28917
20976 ;220200387 ;00000000012920220718200222;387939;620220700220140;28684000;72899.93;14989;1092697050.77;60A670HK2PH89MNC;28918
21442 ;2050000217 ;00000000012920220720100119;394126;620220700243181;17815000;22254.85;10673.19;237530242.47;E1A271E1IK3KND7D;28919
21559 ;2060000229 ;04030S01360520220722000904;401190;620220700237320;10212000;27250;14989;408450250;22C0D0HK2PH8A7G8;28920
21622 ;2060000241 ;04030S01360520220722000905;401192;620220700250655;8027000;21420;14989;321064380;ACD244VNHUD6BKGV;28921
21561 ;2060000230 ;04030S01360520220722000903;401189;620220700237319;8454000;22560;14989;338151840;BD39C8HDH8MNV7G7;28922
21568 ;2060000232 ;00000000012920220720100118;393896;620220700242912;49179000;43746;14989;655708794;404022AF2EM14CV0;28923
21641 ;2070000117 ;00002001360520220726000139;903835;620220700245461;10496000;41440.33;10131.07;419834884.053;40AED1E1IK3KNFEL;28932
21703 ;2070000160 ;00002001360520220802000145;903990;620220800026242;11369000;30314.07;15001;454741364.07;F47F72AF2EP09HK2;28962
21710 ;2070000166 ;00002001360520220803000147;904015;620220800044467;17050000;45461.16;15001;681962861.16;8BB5A6OIHJKUB3DJ;28968
21025 ;2030000386 ;04030S01360520220527000806;281052;620220500237060;81888000;212472.44;14682;3119520364;;28976
21705 ;2070000161 ;00002001360520220802000146;903991;620220800026626;20059000;77609.04;10338.41;802354075.226;09F365S51P2HTI02;28977
20928 ;2030000369 ;00000000012920220718200221;393892;620220700235758;37220000;94595.22;14989;1417887752.58;B00327L01E4BI5VE;28978
21725 ;2070000170 ;00002001360520220805000148;904063;620220800065861;14313000;38260.42;14963;572490664.46;EE1F21E1IK6JTOA5;28984
21410 ;2050000215 ;04030S01360520220720000893;406812;620220700269604;60241000;152982.81;15001;2294895133;3459F43A23QPV714;28991
20970 ;220200383 ;04030S01360520220720000888;406788;620220700273749;34009000;86364.29;15001;1295550714;987868HDH8MO0B2L;28992
21161 ;220200394 ;04030S01360520220720000884;406806;620220700261306;60828000;154471.28;15001;2317223671;606FB5S51OVIOUTQ;28993
21330 ;2040000257 ;04030S01360520220721000896;406811;620220700269192;30834000;78300.93;15001;1174592251;D2A052AF2EM156K8;28994
21527 ;2040000262 ;04030S01360520220720000894;406810;620220700268678;28707000;72899.93;15001;1093571850;0A0BB7L01E4BJ646;28995
21333 ;2050000208 ;04030S01360520220720000886;408479;620220700261644;60621000;153947.63;15001;2309368398;ECACC43A23QPUV8C;28996
21054 ;2030000390 ;04030S01360520220720000882;408484;620220700281555;30834000;78300.93;15001;1174592251;E0E0E4VNHUD6CIMJ;28997
21162 ;220200395 ;04030S01360520220720000892;406813;620220700270058;60677000;154089.26;15001;2311492989;D59A27L01E4BJ7FA;28998
21667 ;2030000403 ;04030S01360520220720000883;406737;620220700281146;60667000;154063.5;15001;2311106564;D3C9D5S51OVIPI9Q;28999
21331 ;2040000258 ;04030S01360520220721000898;4068807;620220700262917;60007000;152386.54;15001;2285950487;352276OIHJHV60G5;29000
21284 ;2050000197 ;00000000012920220727100122;406880;620220800016186;14378000;36511.42;15001;547707811.42;6A9795S51P2HT7PQ;29001
21612 ;2060000240 ;04030S01360520220727000910;408168;620220700282768;23572000;62458.02;15001;936932758;A0DB57L01E4BJJSG;29002
21488 ;2060000204 ;04030S01360520220720000887;406829;620220700254824;16114000;198680.64;10338.41;21141798580;BE05343A23QPUOJ8;29004
20955 ;2030000375 ;00000000012920220713100113;406882;620220800016225;7254000;18062.5;15298.51;276329336.88;1C1014VNHUG5G7R1;29005
21675 ;2070000139 ;00002001360520220801000144;903951;620220800014432;10835000;41919.07;10338.41;433376532.479;C251E2AF2EP09630;29013
21581 ;2060000236 ;04030S01360520220723000907;412611;620220800020906;47633000;127020.34;15001;1905432120;01AC55S51P2HTCDA;29020
20956 ;2030000376 ;00000000012920220704100107;376640;620220700159773;15456000;38354.5;15350.57;588763437.07;1507336SI98DEROT;29031
21683 ;2060000253 ;04030S01360520220802000916;414862;620220800036577;77502000;207181.8;14963;3100061273;ECBC26OIHJKUARN1;29032
21685 ;2060000254 ;04030S01360520220729000914;411205;620220700286925;31868000;84975.11;15001;1274711625;B93E74VNHUD6CNUD;29033
21528 ;2040000263 ;04030S01360520220720000890;408573;620220700259414;28707000;72899.93;15001;1093571850;5091843A23QPUT2M;29036
21022 ;2040000223 ;04030S01360520220720000889;408480;620220700262167;30834000;78300.93;15001;1174592251;4F3AE6OIHJHV5VON;29037
21158 ;220200391 ;04030S01360520220720000885;406786;620220700272961;60642000;153998.78;15001;2310135699;6985E1E1IK3KOAA1;29038
21526 ;2030000402 ;04030S01360520220721000897;403728;620220700262748;60631000;153971.76;15001;2309730372;D30E17L01E4BJ0AS;29039
21770 ;2050000237 ;00000000012920220802100126;416430;620220800057460;9640000;25769.8;14963;385593517.4;8CE6A0HK2PK7GG3K;29040
21541 ;2060000222 ;00000000071520220803221242;247113;620220800064359;1555000;3810.76;14963;57305447.03;223188HDH8PN5MR7;29041
21510 ;2060000217 ;04030S01360520220728000912;402506;620220700271919;34385000;12015820;109.01;1313148566;61E618HDH8MO099F;29042
21611 ;2060000239 ;04030S01360520220727000911;408093;620220700284167;22344000;59217.38;15001;888319917;E0DBE6OIHJHV6L87;29043
21515 ;2060000218 ;00000000012920220729100125;406881;620220800016217;19962000;50692.5;15001;760438192.5;EA13D6OIHJKUA7QP;29044
21762 ;2070000184 ;00002001360520220809000149;904148;620220800099305;29594000;79110.87;14963;1183735947.81;919BF4VNHUG5IOV9;29060
21579 ;2060000234 ;04030S01360520220802000915;419244;620220800050073;35800000;93368.3;14963;1397069873;1C49436SI9BCN8SP;29065
21759 ;2080000018 ;00002001360520220809000150;904149;620220800098867;20370000;78103.81;10432.06;814783632.149;E1BC56OIHJKUCOHJ;29066
21606 ;2060000238 ;04030S01360520220804000920;421736;620220800061697;58492000;223072.57;10432.06;2327106435;39C3C6OIHJKUBK81;29067
21668 ;2060000249 ;04030S01360520220803000917;424261;620220800069909;8791000;23500;14963;351630500;A62208HDH8PN5S8L;29068
21669 ;2060000250 ;04030S01360520220805000924;424260;620220800069907;10288000;27500;14963;411482500;5627E6OIHJKUBS8J;29069
21565 ;2070000058 ;04030S01360520220726000909;413626;620220800019937;51304000;202695.68;10338.41;2095551045;1A7346OIHJKUABF1;29125
21640 ;2060000244 ;04030S01360520220805000927;429328;620220800107385;55785000;149726.52;14903;2231374328;7595D4VNHUG5J0RP;29129
21671 ;2060000251 ;04030S01360520220805000928;429002;620220800096976;20678000;53928.05;14963;806925412;BEAAB5S51P2HVMMG;29130
21649 ;2060000245 ;04030S01360520220804000921;429001;620220800096621;16738000;44057.9;14963;659238358;4BA121E1IK6JUMBD;29131
21644 ;2050000234 ;04030S01360520220805000929;433051;620220800119343;24622000;66085.48;14903;984871908;A62C436SI9BCPCHF;29132
21820 ;2080000057 ;00002001360520220815000151;904274;620220800145343;16864000;43105.92;14903;642407525.76;26BEE36SI9BCQ5TV;29133
21815 ;2080000055 ;00002001360520220816000153;904310;620220800163503;5619000;21684.57;10364.02;224739317.171;E1B5C36SI9BCQNLF;29134
21811 ;2080000052 ;00002001360520220816000152;904309;620220800163571;5580000;21532.75;10364.02;223165851.655;901641E1IK6K0NNJ;29135
21334 ;2040000259 ;04030S01360520220803000919;429757;620220800101418;33353000;84914.63;14963;1270577609;A09127L01E7APR1A;29136
21625 ;2050000231 ;04030S01360520220803000918;422264;620220800069915;11065000;25783.2;15604.78;402341164;8AC164VNHUG5HS8R;29137
21849 ;2070000202 ;00002001360520220819000155;904380;620220800191397;7020000;26843.4;10459.53;280769347.602;DE78F6OIHJKUFIT5;29150
21832 ;2070000198 ;00002001360520220818000154;904344;620220800179334;11563000;31032.78;14903;462481520.34;7781E43A23TP8746;29151
21607 ;2050000229 ;04030S01360520220721000899;444243;620220800156447;67060000;179989.42;14903;2682382326;A8F696OIHJKUEGOV;29152
21695 ;2060000258 ;04030S01360520220815000941;442703;620220800163795;55735000;149593.92;14903;2229398190;BCF324VNHUG5KNUJ;29153
21519 ;2050000227 ;00000000012920220727100123;445778;620220800195002;71863000;53848.7;14828;798468523.6;F133B2AF2EP0EMDQ;29154
20205 ;220100208 ;04030S01360520220812000936;442706;620220800168860;25302000;67219.74;14903;1001775785;BB4E50HK2PK7JSSS;29155
21574 ;2060000233 ;04030S01360520220804000923;435241;620220800111659;176665000;217994.84;10364.02;2355531356;0003E8HDH8PN751B;29156
21580 ;2060000235 ;04030S01360520220804000922;435242;620220800112105;186094000;230007.32;10364.02;2481242359;43C934VNHU5J5F9;29159
21035 ;2040000227 ;00000000012920220628100101;406879;620220800016138;16496000;41889.86;15001;628389789.86;4AA2F7L01E7AN7OA;29221
21036 ;2040000228 ;00000000012920220729100124;406883;620220800016245;17085000;0;0;0;;29222
21036 ;2040000228 ;00000000012920220729100124;406883;620220800016245;17085000;43387.18;15001;650851087.18;91D4E4VNHUG5G7RL;29222
21037 ;220200389 ;04030S01360520220720000891;406836;620220700280236;97241000;246944.01;15001;3704407094;16D995S51OVIPHDC;29223
21756 ;2060000271 ;00002001360520220823000157;904470;620220800226188;1104000;2977.8;14828;44154818.4;1CA6D7L01E7ATKSC;29226
21631 ;2060000243 ;00000000012920220818100133;448943;620220800205822;12261000;31500;14828;467082000;C105F2AF2EP0F0VU;29229
21665 ;2060000248 ;00000000012920220818100134;448944;620220800205915;11388000;25257.2;14828;433825761.6;6E1094VNHUG5M12R;29230
21704 ;2060000259 ;04030S01360520220812000935;445159;620220800184363;19732000;52411.12;14828;777152087;E350036SI9BCRC1B;29231
21769 ;2070000185 ;04030S01360520220818000944;446885;620220800178722;49575000;133732.88;14828;1982991145;DA8752AF2EP0E6H2;29232
21748 ;2060000268 ;00000000012920220816100130;448940;620220800205776;10569000;27151.2;14828;402597993.6;6E9765S51P2130UG;29242
21750 ;2060000270 ;00000000012920220816100132;448941;620220800205777;10569000;27151.2;14828;402597993.6;A302B6OIHJKUG0UH;29243
21749 ;2060000269 ;00000000012920220815100129;448939;620220800205769;10569000;27151.2;14828;402597993.6;0A9248HDH8PNA0U9;29244
21835 ;2040000267 ;04030S01360520220823000952;460969;620220800250770;118854000;306054.42;14794;4527769089;8A5880HK2PK7MCSI;29246
21867 ;2080000088 ;00002001360520220823000158;904471;620220800224355;16138000;41458.42;14828;614745451.76;E6FD24VNHUG5MJ33;29249
21854 ;2080000081 ;00002001360520220823000156;904469;620220800224747;5717000;21862.35;10459.53;228669905.696;2840D6OIHJKUGJFB;29250
21852 ;2070000204 ;00002001360520220825000159;904540;620220800259991;20009000;51522.96;14794;762230670.24;D4BDF1E1IK6K3LSN;29253
21642 ;2050000232 ;04030S01360520220815000940;443212;620220800166420;60454000;154531.59;14903;2302984286;EFFBA0HK2PK7JQGK;29254
21886 ;2070000213 ;00002001360520220826000160;904548;620220800265093;11112000;30042.13;14794;444443271.22;47F6436SI9BCTQS5;29255
21608 ;2050000230 ;04030S01360520220805000926;448561;620220800189577;107810000;283733.43;14828;4207199300;B1C916OIHJKUFH49;29256
21716 ;2060000261 ;00000000012920220816100131;448942;620220800205804;12292000;31579.2;14828;468259377.6;E05C943A23TP90VC;29257
21503 ;2050000225 ;00000000012920220824100141;461111;620220800269381;14332000;36905.34;14794;545977599.96;2D30D1E1IK6K3V25;29258
21688 ;2060000256 ;04030S01360520220818000946;446102;620220800191018;53049000;143103.56;14828;2121939588;B07087L01E7ASIHA;29259
21745 ;2070000180 ;04030S01360520220818000945;446101;620220800190912;31504000;84982.86;14828;1260125848;5B9772AF2EP0EIE0;29260
21772 ;2070000186 ;04030S01360520220810000930;447774;620220800194468;8267000;22300;14828;330664400;492217L01E7ASLT4;29261
21504 ;2050000226 ;00000000012920220824100143;461110;620220800269336;15935000;41033.35;14794;607047379.9;1FAE15S51P2I4V0O;29262
21446 ;2050000218 ;00000000012920220824100142;461109;620220800269212;21253000;54726.79;14794;809628131.26;C47962AF2EP0GUSS;29263
21684 ;2070000146 ;04030S01360520220813000939;448386;620220800178475;178294000;227279.86;10459.53;2377240514;8F8E84VNHUG5L69B;29264
21857 ;2060000277 ;04030S01360520220816000942;449288;620220800195713;15301000;35943.39;15658.65;562824964;3E28A36SI9BCRN41;29265
21904 ;2070000219 ;00000000071520220826221354;271649;620220800267874;13679000;36081.11;14794;533783941.34;0416243A23TPAT12;29335
21271 ;2030000401 ;00000000012920220822100135;455536;620220800238750;5086000;12500.1;14794;184926479.4;139E00HK2PK7M14U;29417
21930 ;2070000227 ;04030S01360520220824000954;468718;620220800282240;152384000;412013.69;14794;6095330530;2D08E0HK2PK7NBK0;29418
21930 ;2070000227 ;04030S01360520220824000954;468718;620220800282240;152384000;412013.69;14794;6095330530;2D08E0HK2PK7NBK0;29418
21920 ;2070000226 ;00002001360520220830000164;904630;620220800299570;13028000;35222.48;14794;521081369.12;608EF0HK2PK7NSHI;29419
21885 ;2070000212 ;00002001360520220829000161;904590;620220800285443;13901000;54047.08;10287.7;556020144.916;C2CE936SI9BCUEO3;29420
21722 ;2060000266 ;00000000012920220830100149;468301;620220800300202;15027000;38694.16;14794;572441403.04;632422AF2EP0HT5A;29421
21624 ;2060000242 ;04030S01360520220811000934;473829;620220900015678;28128000;109477.65;10277.07;1125109472;D50647L01EAA2VHU;29422
21813 ;2070000194 ;04030S01360520220820000947;466987;620220800207035;72806000;196398.84;14828;2912202000;1CB984VNHUG5M25R;29423
21810 ;2070000193 ;04030S01360520220820000949;467164;620220800214452;70400000;189910.89;14828;2815998677;BB6E02AF2EP0F9DK;29424
21809 ;2070000192 ;04030S01360520220820000948;466988;620220800214495;84760000;228646.54;14828;3390370895;F7FB34VNHUG5M9EV;29425
21713 ;2070000168 ;00002001360520220830000166;900519;620220900015424;11039000;42962;10277.07;441523481.34;159A943A240OEVA0;29426
21687 ;2060000255 ;00000000012920220810100128;466794;620220800290775;26963000;24300;14794;359494200;37CD34VNHU5OJUN;29428
21682 ;2070000145 ;04030S01360520220811000931;441413;620220800156417;71301000;279458.7;10364.02;2896315556;9A0656OIHJKUEO1;29429
21806 ;2040000265 ;00000000012920220824100140;466797;620220800296017;148528000;110367.32;14981.38;1653454760.5;246296OIHJKUIP2H;29430
21718 ;2060000263 ;00000000012920220830100144;468309;620220800300199;23648000;60893.99;14794;900865688.06;883B28HDH8PNCT57;29431
21724 ;2060000267 ;00000000012920220830100148;468311;620220800300201;21078000;54275.8;14794;802956185.2;0B1D51E1IK6K4T59;29432
21717 ;2060000262 ;00000000012920220830100146;468308;620220800300155;20477000;52728.78;14794;780069571.32;7901B4VNHUG5OT3R;29433
21720 ;2060000264 ;00000000012920220830100145;468303;620220800300154;15962000;41100.97;14794;608047750.18;AB55843A23TPBT3Q;29434
21715 ;2060000260 ;00000000012920220830100147;468310;620220800300200;26619000;68544.29;14794;1014044226.26;1F4D90HK2PK7NT58;29435
21666 ;2050000235 ;00000000012920220824100139;463938;620220800281157;7903000;20094.58;14981.38;301044538.92;4B17F6OIHJKUIAI5;29436
21922 ;2080000127 ;00002001360520220902000169;904721;620220900020530;14905000;40135.8;14854;596177173.2;D2B2F0HK2PN6R49I;29438
21012 ;2030000384 ;00000000012920220824100137;463939;620220800281183;7341000;18666.25;14981.38;279646184.43;00E7B36SI9BCUAIV;29440
21911 ;2080000119 ;00002001360520220831000167;904654;620220800311803;66926000;260213.68;10287.7;2677000275.736;5833436SI9BCV8FR;29442
21780 ;2070000187 ;04030S01360520220827000957;468902;620220800291921;19967000;77157.27;10287.7;793770847;3D6A71E1IK6K4L2H;29450
21840 ;2070000200 ;04030S01360520220831000959;473833;620220900017818;20271000;78482.97;10277.07;806574976;969BF7L01EAA31KQ;29451
21906 ;2080000117 ;00002001360520220830000162;904628;620220800299386;5629000;21885.91;10287.7;225155676.307;8E7F15S51P2I5SBQ;29452
21929 ;2080000134 ;00002001360520220830000163;904629;620220800299233;16074000;41389.2;14794;612311824.8;C03B436SI9BCUS71;29453
21836 ;2070000199 ;04030S01360520220901000962;473831;620220900016260;20277000;53830.62;14854;799600029;D61250HK2PN6R044;29455
21853 ;2070000205 ;04030S01360520220826000956;472651;620220800276117;108684000;293857.74;14794;4347331406;597146OIHJKUI5KL;29456
21817 ;2050000238 ;04030S01360520220823000951;469224;620220800226296;59380000;152553.67;14828;2262065819;7CDEF5S51P213KVO;29457
21808 ;2060000276 ;00000000012920220824100138;466795;620220800291762;17673000;22034.85;10693.43;235628126.04;B65F82AF2EP0HKTI;29458
22017 ;2080000195 ;00002001360520220906000172;904807;620220900054460;6169000;24008.01;10277.07;24673999.331;3B9D80HK2PN6S5DS;29512
21787 ;2070000191 ;00002001360520220907000174;901141;620220900090763;12402000;31749.66;14880;472434940.8;76AED36SI9EC48SB;29515
21783 ;2070000189 ;04030S01360520220903000968;479901;620220900046546;19817000;76504.89;10277.07;786246110;B1F135S51P5H9TMI;29577
21781 ;2070000188 ;04030S01360520220903000967;479902;620220900047110;20575000;79921.46;10277.07;821358439;ABB920HK2PN6RU86;29578
22000 ;2080000188 ;00002001360520220906000173;904808;620220900054068;53797000;21003.74;10277.07;215856906.242;6407C7L01EAA451K;29579
21784 ;2070000190 ;00002001360520220908000175;901452;620220900124094;12811000;32760;14897;488025720;E3F3A43A240OI9DU;29583
21855 ;2070000206 ;04030S01360520220831000960;492586;620220900087276;174386000;228459.66;10177.49;2325145905;C077A5S51P5HB5FC;29584
21905 ;2070000220 ;04030S01360520220906000976;495009;620220900101522;21932000;58955.71;14880;877260965;9A9852AF2ERVNJCI;29585
21791 ;2060000275 ;04030S01360520220822000950;479682;620220900033109;18128000;48642.73;14854;722539111;E8E478HDH8SMGGIL;29586
21910 ;2070000223 ;04030S01360520220906000975;489264;620220900079527;49749000;133732;14880;1989945254;9F0586OIHJNTNTT7;29587
21919 ;2070000225 ;04030S01360520220906000972;492545;620220900053010;78430000;211201.02;14854;3137179951;63DE80HK2PN6S401;29588
21909 ;2070000222 ;04030S01360520220906000973;492546;620220900054967;29252000;77795.39;14854;1155572723;463B06OIHJNTN5TN;29589
21896 ;2070000216 ;04030S01360520220906000974;491012;620220900060228;70243000;188824.5;14880;2809708560;5FF6B7L01EAA4B24;29590
21851 ;2070000203 ;04030S01360520220831000961;492585;620220900086359;173509000;227309.86;10177.49;2313443827;A03D48HDH8SMI4IN;29591
21487 ;2060000203 ;00002001360520220906000170;901121;620220900086747;18604000;50010;14880;744148800;528626OIHJNTO4UR;29592
21771 ;2060000273 ;00002001360520220901000168;900930;620220900061789;10606000;27151.2;14880;404009856;C7A4E8HDH8SMHCIT;29593
22020 ;2070000242 ;00002001360520220914000181;902042;620220900189163;27143000;24300;14893;361899900;2588C36SI9EC78VB;29658
22095 ;2070000248 ;04030S01360520220913000986;498014;620220900135817;19002000;51020.4;14897;760050899;68CDD6OIHJNTPKS9;29691
21897 ;2070000217 ;04030S01360520220902000964;481994;620220900024135;8820000;23750;14854;352782500;DAB7B4VNHUJ4S7Q7;29692
21898 ;2070000218 ;04030S01360520220902000963;481993;620220900024134;10213000;27500;14854;408485000;46DA843A240OF7Q6;29693
21845 ;2070000201 ;04030S01360520220909000981;495635;620220900129145;19380000;76287.27;10097.81;770334358;DBEEB4VNHUJ4VEBP;29694
21782 ;2060000274 ;04030S01360520220909000980;492147;620220900104117;18215000;70233.79;10177.49;714803695;56CA56OIHJNTOLTL;29695
21895 ;2070000215 ;04030S01360520220913000988;495634;620220900126159;206299000;553934.07;14897;8251955841;5470E8HDH8SMJBEF;29696
21721 ;2060000265 ;04030S01360520220912000985;494438;620220900113257;59674000;152772.95;14880;2273261496;485976OIHJNTOUR9;29697
21999 ;2070000238 ;00002001360520220906000171;904806;620220900054212;1064000;27219.21;14854;404314145.34;19762AF2ERVM564;29698
22054 ;2090000032 ;00002001360520220913000178;905010;620220900116167;5704000;22415.34;10177.49;228131898.597;628026OIHJNTP1M7;29699
21866 ;2070000210 ;04030S01360520220831000958;483759;620220800304328;50643000;136374;14854;2025699396;A58E17L01E7B0168;29700
21831 ;2070000197 ;04030S01360520220816000943;442710;620220800177760;59812000;227559.07;10459.53;2380160919;DAC3E0HK2PK7K5J0;29701
21958 ;2070000234 ;04030S01360520220920000996;508910;620220900189799;205017000;550638.81;14893;8200663797;FAA8C8HDH8SML9J7;29702
21719 ;2040000264 ;04030S01360520220811000933;504958;620220900162369;60232000;154026.42;14897;2294531579;E90838HDH8SMKEQ1;29703
22030 ;2040000268 ;04030S01360520220913000989;498074;620220900148119;30620000;78300.93;14897;1166448954;215B58HDH8SMK0SN;29704
22094 ;2080000214 ;00002001360520220923000187;905261;620220900211758;13705000;36809.05;14893;548197181.65;FC5877L0IEAA8V1E;29705
22127 ;2090000077 ;00002001360520220920000183;905181;620220900181177;17413000;68975.87;10097.81;696505229.845;69AFF6OIHJNTR15P;29706
22148 ;2090000094 ;00000000071520220921221481;302633;620220900196295;27519000;73876.07;14893;1100236310;2A06D4VNHUJ51FU7;29707
21907 ;2070000221 ;00002001360520220909000176;901666;620220900149880;10618000;27151.2;14897;404471426.4;98B1C0HK2PN6V2JO;29709
22092 ;2080000213 ;00002001360520220922000184;905232;620220900205442;10064000;27027.47;14893;402520110.71;3AC8B2AF2ERVQOS2;29710
21816 ;2070000195 ;00002001360520220912000177;902198;620220900209608;11438000;29257.2;14893;435727479.6;FE7C87L01EAA8SU8;29711
21757 ;2070000182 ;04030S01360520220914000990;495636;620220900132362;38582000;98662.8;14897;1469779732;28BDC2AF2ERVOHGA;29712
21928 ;2080000133 ;04030S01360520220908000979;500821;620220900147932;17021000;45701.5;14897;680815246;2DAC52AF2ERVP0MS;29713
22068 ;2080000203 ;04030S01360520220919000991;521278;620220900179247;18901000;49844.96;14897;742540369;9FB8F6OIHJNTQV9F;29724
21692 ;2060000257 ;04030S01360520220905000971;485341;620220900067893;61325000;157000.62;14880;2336169226;3A37936SI9EC3IHL;29745
22022 ;2070000243 ;04030S01360520220920000995;507003;620220900183629;58905000;158165.53;14897;2356191900;85D568HDH8SML3ID;29746
21894 ;2080000111 ;04030S01360520220908000977;508905;620220900168159;172166000;227329.96;10097.81;2295534743;322C18HDH8SMKKEV;29747
21893 ;2080000110 ;04030S01360520220908000978;;620220900168224;172128000;227279.7;10097.81;2295027227;4521443A240OJKH0;29748
21892 ;2070000214 ;04030S01360520220909000983;512057;620220900198884;43719000;117420.67;14893;1748746038;D811243A240OKIF4;29749
22089 ;2080000211 ;04030S01360520220926001005;517381;620220900236596;18336000;48839.56;14893;727367567;93CF75S51P5HFN9K;29753
22090 ;2080000212 ;04030S01360520220926001004;517404;620220900236578;20606000;53991.85;14893;804100622;67A557L01EAA9N92;29754
22007 ;2070000240 ;00002001360520220922000186;902823;620220900279850;10696000;27151.2;15007;407458058.4;4350A0HK2PN731HA;29755
22008 ;2070000241 ;00002001360520220922000185;902822;620220900279957;10696000;27151.2;15007;407458058.4;2CAFF6OIHJNTU1KL;29756
22006 ;2070000239 ;00002001360520220913000179;902410;620220900224645;12346000;31579.2;14893;470309025.6;404D64VNHUJ52BKS;29757
21959 ;2070000235 ;00002001360520220914000180;902411;620220900223311;12346000;31579.2;14893;470309025.6;81D6D1E1IK9JEAAF;29758
22121 ;2080000219 ;04030S01360520220920000998;517379;620220900228316;77675000;203531.5;14893;3031194630;207805S51P5HFF6S;29759
22205 ;2070000254 ;04030S01360520220913000987;520200;620220900228091;51400000;134682.86;14893;2005831834;7BCEC1EIK9JEEVR;29760
21807 ;2040000266 ;00000000012920220824100140;466797;620220800296017;148528000;110367.32;14981.38;0;246296OIHJKUIP2H;29761
22036 ;2070000245 ;04030S01360520220920000997;521187;620220900253299;20083000;80200.03;9970.22;799611943;B131D8HDH8SMN7JJ;29762
22143 ;2080000222 ;04030S01360520220927001008;524360;620220900249719;7708000;20700;14893;308285100;E59DD8HDH8SMN43N;29763
22220 ;2090000144 ;00002001360520221003000196;905473;620221000012875;11664000;31087.35;15007;466527861.45;D282E4VNHUM47L2B;29766
22029 ;2050000239 ;04030S01360520220903000969;525817;620220900229357;59857000;153109.72;14893;2280263060;61A376OIHJNTSG7D;29767
22031 ;2040000269 ;04030S01360520220903000970;525818;620220900239506;55160000;141094.24;14893;2101316516;A2D9D5S51P5HFQ4I;29768
22230 ;2090000154 ;00002001360520221004000197;905523;620221000031940;5341000;21426.83;9970.22;213630209.003;DD0AB0HK2PQ677M4;29832
22287 ;2090000168 ;00002001360520221014000208;905775;620221000136113;12308000;32299.14;15242;492303491.88;FDA2D36SI9HBHDDH;29900
22291 ;2090000172 ;00002001360520221014000209;905776;620221000136373;30728000;80639.05;15242;1229100400.1;C7ED936SI9HBHDLL;29902
22067 ;2070000246 ;04030S01360520220928001010;552500;620221000130189;28717000;75360.7;15242;1148647789;556A98HDH8VLV7KD;29907
21935 ;2070000229 ;04030S01360520221003001015;537786;620221000054867;95817000;240141.52;15200;3650151104;8539C6OIHJQT2U2J;29908
22033 ;2080000200 ;04030S01360520220926001006;536435;620221000026179;170404000;227883.3;9970.22;2272046635;A750B8HDH8VLS223;29909
22125 ;2080000220 ;04030S01360520220928001009;536389;620221000025736;169953000;227279.7;9970.22;2266028611;6DEF05S51P8GL1K8;29910
22237 ;2090000161 ;00002001360520221004000199;905525;620221000032246;12147000;32374.32;15007;485841420.24;169B75S51P8GL7VM;29911
22226 ;2090000150 ;00002001360520221004000198;905524;620221000032032;25210000;67193.59;15007;1008374205.13;8BFCA2AF2EUV17P0;29912
22032 ;2070000244 ;04030S01360520220923001001;530808;620220900264379;34288000;91392;15007;1371519744;FA6DE8HDH8SMNIDR;29915
21876 ;2070000211 ;00002001360520220915000182;902530;620220900240105;12751000;34246.8;14893;510037592.4;167AD4VNHUJ52QN9;29916
22146 ;2080000223 ;04030S01360520221003001014;543596;620221000082305;42359000;111470.31;15200;1694348712;2D3934VNHUM49OS1;29917
22080 ;2080000208 ;04030S01360520220919000992;530804;620220900210877;70235000;188638.89;14893;2809398989;522486OIHJNTRU5T;29918
22072 ;2080000207 ;04030S01360520221003001013;541705;620221000009266;41315000;110119.53;15007;1652563787;7BBAF5S51P8GKHHI;29919
22168 ;2080000235 ;00002001360520221011000206;904164;620221000131120;10864000;27151.2;15242;413838590.4;36B410HK2PQ6A8HG;29920
22166 ;2080000233 ;00002001360520221011000204;904162;620221000131738;10864000;27151.2;15242;413838590.4;794BF7L01ED9I94Q;29921
22167 ;2080000234 ;00002001360520221011000205;904163;620221000131428;10864000;27151.2;15242;413838590.4;268E57L01ED9I8R4;29922
21939 ;2070000232 ;00002001360520220927000193;903705;620221000080700;15439000;38694.16;15200;588151232;BC22A0HK2PQ68N9S;29923
21938 ;2070000231 ;00002001360520220927000192;903704;620221000080500;15439000;38694.16;15200;588151232;40DEA0HK2PQ68N3K;29924
