docentry;docnum;pib;nopen;kodebilling;pph22;pib_nilaipabean;pib_ndpbm;pib_cif2;pib_ntpn;apinvoice
21914 ;2070000224 ;00002001360520221006000201;903849;620221000092772;29536000;76230;14759.94;1125150226.2;72F452AF2EUV3334;29925
22026 ;2080000198 ;00002001360520220927000194;903706;620221000082521;18699000;46864.08;15200;712334016;495111E1IKCILP2P;29926
22195 ;2080000237 ;04030S01360520221007001024;547559;620221000096954;60331000;158763.19;15200;2413200488;23C5843A243NT75Q;29927
22292 ;2090000173 ;00002001360520221011000203;905716;620221000093584;5203000;21184.79;9822.63;208090353.798;67DB843A243NT3SG;29928
22149 ;2080000224 ;04030S01360520221004001020;536436;620221000028028;72593000;288229.66;9970.22;2873713121;E312B7L01ED9F3RS;29929
22175 ;2070000253 ;00002001360520221005000200;903707;620221000085517;18206000;22934.55;10584.25;242745010.838;D4ED36OIHJQT3S0D;29930
22344 ;2100000062 ;00002001360520221019000216;905903;620221000171883;13386000;35127.48;15242;535413050.16;F1F5036SI9HBIGBB;29931
22060 ;2080000201 ;00002001360520220926000188;903414;620221000050383;16494000;42569.25;14759.94;628319575.845;27A0836SI9HBEPMF;29932
22081 ;2050000240 ;04030S01360520220921001000;532966;620220900228472;58001000;148362.22;14893;2209558542;C6AD42AF2ERVRFBO;29933
22273 ;2070000257 ;04030S01360520220930001012;555596;620221000044952;13463000;31719.42;15433.79;489550867;CB36A2AF2EUV1KCO;29950
22246 ;2080000245 ;04030S01360520221012001026;562741;620221000166699;41804;109707.08;15242;1672155313;0552E8HDH8VM0B9B;30004
22343 ;2100000061 ;00002001360520221020000218;905934;620221000182540;9645000;25121.33;15357;385788264.81;59DC60HK2PQ6BQOC;30005
22243 ;2080000243 ;00002001360520221017000210;904843;620221000182198;10946000;27151.2;15357;416960978.4;49F357L01ED9JQDM;30006
22150 ;2080000225 ;04030S01360520221012001025;558025;620221000132671;17622000;46244.08;15242;704852267;206D31E1IKCINA1V;30007
22308 ;2090000176 ;04030S01360520221017001033;563297;620221000157878;77111000;202363.6;15242;3084425991;57D0B7L01ED9J2LM;30008
22278 ;2080000248 ;04030S01360520221012001028;562058;620221000156979;31251000;81632.81;15242;1244247290;EC2908HDH8VM01PJ;30009
22279 ;2090000166 ;04030S01360520221012001027;562059;620221000157400;20454000;53497;15242;815401274;B2DCF0HK2PQ6B26O;30010
22212 ;2080000242 ;00000000012920220720100120;402553;620220700286771;23326000;90151.41;10338.41;932022238.66;F6F051E11K3KONPJ;30086
22212 ;2080000242 ;04030S01360520221006001022;565196;620221000172730;57786000;143344.71;15357;2201344711;E41A10HK2PQ6BH5Q;30086
22144 ;2070000251 ;04030S01360520221003001018;566265;620221000171909;62187000;154262.04;15357;2369002148;D98088HDH8VM0GC5;30087
22041 ;2060000282 ;04030S01360520220910000984;566267;620221000182128;60038000;148932.08;15357;2287149953;BCEB17L01ED9JQBG;30088
22039 ;2060000280 ;04030S01360520220902000966;566257;620221000192573;60045000;148948.43;15357;2287401040;123D736SI9HBJ4HT;30089
21989 ;2060000279 ;04030S01360520220909000982;532108;620220900188364;57877000;148043.03;14893;2204804846;D14E143A240OK86C;30090
22239 ;2060000285 ;00002001360520221018000215;905235;620221000228675;9714000;25301.4;15357;388553599.8;F48AA4VNHUM4E7Q3;30091
21818 ;2070000196 ;00002001360520221018000214;904889;620221000192379;24944000;21656.8;15357;332583477.6;21F768HDH8VM14BR;30092
22301 ;2090000174 ;04030S01360520221020001042;568036;620221000198640;32034000;83436.1;15357;1281328188;57F980HK2PQ6CAFG;30093
22280 ;2090000167 ;04030S01360520221013001029;570411;620221000166854;52020000;136516.8;15242;2080789066;FCB6E43A243NVBE6;30094
22244 ;2080000244 ;00002001360520221017000211;904846;620221000182300;10946000;27151.2;15357;416960978.4;E56A10HK2PQ6BQGS;30095
22113 ;2080000217 ;00002001360520221017000213;904894;620221000192299;17757000;44046.56;15357;676423021.92;BEB108HDH8VM149B;30096
22112 ;2080000216 ;00002001360520221017000212;904893;620221000192242;15905000;39454.63;15357;605904752.91;CB8D12AF2EUV647I;30097
22318 ;2090000182 ;04030S01360520221020001041;569489;620221000202775;32570000;84093.27;15357;1291420347;41D154VNHUM4DEGN;30098
22315 ;2090000180 ;04030S01360520221024001044;572242;620221000222467;20938000;53493.82;15357;821504594;8C3CE6OIHJQT81O3;30099
22071 ;2080000206 ;00002001360520221019000217;905284;620221000235854;24947000;101920;9790.57;997854894.4;5B66E43A243O1EQE;30100
21863 ;2070000209 ;00002001360520221011000207;905112;620221000207026;17080000;43580;14929.6;650631968;8FFE25S51P8GQILI;30102
22288 ;2090000169 ;04030S01360520221018001035;567913;620221000182906;122441000;169556.4;9628.34;1632546668;FD99F5S51P8GPR3Q;30103
22221 ;2090000145 ;04030S01360520221004001021;571462;620221000206815;16151000;42065.86;15357;646005412;C71814VNHUM4DIEV;30104
21860 ;2070000207 ;00002001360520221011000207;905112;620221000207026;17080000;43580;14929.6;650631968;8FFE25S51P8GQILI;30105
22231 ;2090000155 ;04030S01360520221013001030;572239;620221000210569;143703000;198998.9;9628.34;1916029069;185DF8HDH8VM1M49;30106
22289 ;2090000170 ;04030S01360520221018001036;567914;620221000183774;123069000;170425.92;9628.34;1640918703;F023643A243NVRUU;30107
21758 ;2060000272 ;04030S01360520220902000965;566266;620221000172248;63441000;157373.18;15357;2416779925;CAA8F7L01ED9JGMO;30108
22448 ;2090000223 ;04030S01360520221027001055;577766;620221000257853;83282000;214559.11;15526;3331244742;CBDF636SI9HBL49T;30165
22370 ;2090000199 ;04030S01360520221026001051;585361;620221100005211;26074000;67173.12;15526;1042929861;06AD71E1IKFHV5QR;30168
22372 ;2090000201 ;04030S01360520221026001052;586668;620221100014093;26074000;67173.12;15526;1042929861;79B5136SI9KAPEGD;30169
22314 ;2090000179 ;04030S01360520221019001038;582174;620221000210466;25790000;67173.12;15357;1031577604;C8BBE5S51P8GQM12;30170
22312 ;2090000178 ;04030S01360520221019001037;582173;620221000207807;68658000;178830.45;15357;2746299221;B6F6160IHJQT7JDV;30171
22321 ;2090000183 ;04030S01360520221025001048;579999;620221000247780;24846000;64010.06;15526;993820192;3D7660HK2PQ6DQF4;30172
22304 ;2090000175 ;00002001360520221024000219;906299;620221100034227;35265000;47048.4;9993.95;470199357.18;5800E6OIHJTSE25J;30173
22248 ;2080000246 ;04030S01360520221025001047;579587;620221000261287;17896000;46105.45;15526;715833217;BB6C76OIHJQT97L7;30174
22097 ;2060000284 ;04030S01360520221003001016;579613;620221000249872;83332000;204465.7;15526;3174534458;17EA32AF2EUV7SGG;30175
22126 ;2080000221 ;04030S01360520221017001032;560487;620221000154804;30866000;11166240;105.3;1175825171;7C0E143A243NUVLK;30207
22063 ;2080000202 ;04030S01360520221020001039;574612;620221000238383;50074000;122863.11;15526;1907572646;E213A36SI9HBKH9F;30215
22272 ;2080000247 ;04030S01360520221024001045;586660;620221100010552;106742000;250000;15526;3881500000;950D22AF2F1UCB1O;30216
22209 ;2080000241 ;00002001360520221031000223;905980;620221100012017;15384000;37744.71;15526;586024367.46;EBC466OIHJTSDCFH;30217
22387 ;2080000258 ;04030S01360520221031001060;585007;620221000283040;15353000;36208.83;15536.99;562576230;7BF920HK2PQ6EST0;30218
22091 ;2070000247 ;04030S01360520220923001002;579552;620221000261307;54149000;132862;15526;2062815412;86E6A6OIHJQT97LR;30219
22398 ;2090000209 ;04030S01360520221027001053;579329;620221000254377;8582000;22110;15526;343279860;AE6CB6OIHJQT90T9;30220
22452 ;2100000130 ;00002001360520221101000225;906293;620221100006140;4785000;11738.4;15526;182250398.4;E148F0HK2PT5I6NS;30221
22096 ;2060000283 ;04030S01360520220919000994;579696;620221000249395;77251000;189544.17;15526;2942862783;8CE944VNHUM4ES1J;30222
22208 ;2080000240 ;00002001360520221031000222;905979;620221100011949;15434000;37868.32;15526;587943536.32;282D08HDH92L7CDD;30223
22207 ;2080000239 ;00002001360520221024000221;905978;620221100011914;16081000;39454.63;15526;612572585.38;BCA3A43A246N6CCA;30224
22027 ;2080000199 ;00002001360520220927000190;903702;620221000085202;21516000;53923.75;15200;819641000;755682AF2EUV2RMI;30225
22120 ;2070000249 ;04030S01360520220923001003;579695;620221000248946;58109000;142577.13;15526;2213652520;B9B515S51P8GRRJI;30226
22324 ;2090000185 ;04030S01360520221025001046;586659;620221100004475;146124000;198998.9;9790.57;1948312660;2282B4VNHUP3J53R;30269
22474 ;2100000147 ;00002001360520221101000224;906292;620221100005612;15284000;37499.01;15526;582209629.26;88FFA2AF2F1UC67C;30283
21997 ;2070000237 ;00002001360520221107000231;907401;620221100118260;17612000;43460;15437.8;670926788;6CEE60HK2PT5LK7K;30284
21993 ;2070000236 ;00002001360520221107000231;907401;620221100118260;17612000;43460;15437.8;670926788;6CEE60HK2PT5LK7K;30285
22367 ;2090000198 ;04030S01360520221102001065;593803;620221100055480;44662000;176716.46;9993.95;1766095465;DB1150HK2PT5JMTO;30286
22323 ;2090000184 ;04030S01360520221101001061;586667;620221100010904;51473000;208139.04;9790.57;2037799841;F283243A246N6BCO;30287
22526 ;2100000165 ;00002001360520221109000236;906506;620221100092104;12172000;31242.29;15584;486879847.36;F2A6E43A246N8QM8;30289
22513 ;2100000159 ;00002001360520221108000233;906470;620221100082667;8342000;21410.6;15584;333662790.4;CB9306OIHJTSFHFB;30290
22327 ;2090000187 ;04030S01360520221027001056;604657;620221000262075;24677000;63574.56;15526;987058619;2DF844VNHUM4F8DR;30291
22394 ;2080000259 ;00002001360520221024000220;906658;620221100059495;171249000;122468.85;15536.65;1902755658.352;304AF4VNHUP3KQR7;30292
22395 ;2080000260 ;00002001360520221024000220;906658;620221100059495;171249000;122468.85;15536.65;1902755658.352;304AF4VNHUP3KQR7;30293
22374 ;2090000202 ;04030S01360520221102001067;605405;620221100116846;22617000;56617.12;15663;886793951;560D85S51PBG31RE;30336
22446 ;2090000221 ;04030S01360520221104001071;603274;620221100101988;38853000;96801.74;15663;1516205654;C082D7L01EG8T4B4;30337
22424 ;2090000219 ;04030S01360520221104001069;604659;620221100102826;8040000;32175.85;9993.86;321560940;7243B5S51PBG355A;30338
22340 ;2090000190 ;04030S01360520221027001054;607734;620221000262461;43308000;111574.61;15526;1732307395;A2F431E1IKCIR8PT;30339
22326 ;2090000186 ;04030S01360520221029001059;606401;620221000267167;64776000;162812.49;15526;2527826720;C3EE86OIHJQT9DCV;30340
22511 ;2100000157 ;00002001360520221107000227;906440;620221100070908;13059000;31920.83;15584;497454214.72;AA7167L01EG8S5VS;30341
22519 ;2100000164 ;00002001360520221108000232;906471;620221100082410;6821000;16672.34;15584;259821746.56;F405C0HK2PT5KH7A;30342
22466 ;2090000228 ;04030S01360520221107001073;605472;620221100071182;10325000;26500;15584;412976000;7B31E2AF2F1UE68E;30343
22342 ;2080000254 ;04030S01360520221006001023;606247;620221100103339;158229000;384840.43;15663;6027755655;B0A0E8HDH92LA5LB;30344
22355 ;2090000196 ;00002001360520221111000240;907688;620221100131646;21577000;52477.57;15663;821956178.91;FCB955S51PBG419U;30345
22165 ;2080000232 ;00002001360520220927000189;905331;620220900243310;11146000;28459.35;14919;424585327.244;20FE40HK2PN71TRE;30346
22338 ;2090000189 ;00002001360520221108000234;907402;620221100118309;40754000;28910.06;15663;452818269.78;88D2F8HDH92LAK95;30347
22371 ;2090000200 ;04030S01360520221026001050;591400;620221100045599;17545000;70219.85;9993.95;701773670;4C3428HDH92L8D8V;30348
22527 ;2090000236 ;00002001360520221110000237;907889;620221100149198;30132000;25650;15663;401755950;99B4B7L01EG8UIEE;30351
22389 ;2090000207 ;04030S01360520221108001080;604380;620221100101614;26322000;67220.13;15663;1052868896;307F043A246N93VE;30362
22356 ;2090000197 ;00002001360520221111000241;907689;620221100131818;21577000;52477.56;15663;821956022.28;F172A7L01EG8U1FA;30363
22563 ;2110000049 ;00002001360520221115000242;906696;620221100155203;9900000;24077.22;15663;377121496.86;200E236SI9KATOA3;30364
22400 ;2090000210 ;04030S01360520221101001062;615176;620221100032670;22376000;57132.9;15584;890359114;EC8510HK2PT5J0KU;30365
22401 ;2090000211 ;04030S01360520221101001063;615175;620221100032197;22724000;57828.61;15584;901201058;BC75E6OIHJTSE065;30366
22576 ;2110000057 ;00002001360520221121000250;906862;620221100206464;14687000;35760.88;15645;559478967.6;5768043A246NCAC0;30391
22349 ;2090000191 ;04030S01360520221104001068;619336;620221100188534;28344000;72465.75;15645;1133726659;0DDEF43A246NBORM;30392
22587 ;2100000178 ;00000000071520221116221745;372071;620221100171715;8130000;20277.77;15645;317245711.65;6D2814VNHUP3O8E3;30393
22460 ;2090000226 ;04030S01360520221107001074;618977;620221100076546;24063000;61402.37;15584;956894534;204CF5S51PBG2BG2;30394
21937 ;2070000230 ;00002001360520220927000191;903703;620221000080350;15743000;39454.63;15200;599710376;B71630HK2PQ68MUU;30396
22461 ;2090000227 ;04030S01360520221104001070;610349;620221100131499;79566000;198238.47;15663;3105009156;64ABC8HDH92LB15B;30397
22623 ;2100000190 ;00000000071520221125221820;383812;620221100259649;1001000;2465;15611;38481115;17EE68HDH92LEUA1;30444
22623 ;2100000190 ;00000000071520230109230028;;620230100071024;1014000;0;0;0;;30444
22518 ;2090000233 ;04030S01360520221114001087;626744;620221100205514;26579000;67954.23;15645;1063143928;AE3F743A246NC9EA;30462
22533 ;2090000238 ;00002001360520221122000251;909109;620221100243791;14446000;35251.2;15611;550306483.2;C6E6A1E1IKFI6EQF;30463
22532 ;2090000237 ;00002001360520221117000248;909108;620221100243822;14446000;35251.2;15611;550306483.2;74D1E2AF2F1UJERE;30464
22420 ;2090000218 ;04030S01360520221115001090;626728;620221100176680;24241000;61975.2;15645;969602004;656660HK2PT5ND98;30465
22464 ;2100000139 ;04030S01360520221107001075;626672;620221100112681;73890000;188698.62;15663;2955586485;FCF181E1IKFI2EP9;30466
22311 ;2090000177 ;00002001360520221122000252;909110;620221100243887;27546000;105168.94;10476.76;1101829743.834;114C16OIHJTSKETF;30467
22311 ;2090000177 ;00002001360520221122000252;909110;620221100243887;27546000;105168.94;10476.76;1101829743.834;114C16OIHJTSKETF;30467
22447 ;2090000222 ;04030S01360520221114001086;626691;620221100220737;21854000;54820.57;15645;857667818;89A9F6OIHJTSJOA1;30468
22403 ;2090000212 ;00002001360520221117000246;908834;620221100222329;14460000;35208;15645;550829160;2353A8HDH92LDPRP;30469
22404 ;2090000213 ;00002001360520221117000247;908835;620221100222359;16464000;40088;15645;627176760;AB83A8HDH92LDPSN;30470
22156 ;2080000228 ;00002001360520221104000226;908829;620221100220715;12016000;29257.2;15645;457728894;C84344VNHUP3PO9B;30471
22157 ;2080000229 ;00002001360520221107000228;908830;620221100221626;12016000;29257.2;15645;457728894;E100A5S51PBG6P5Q;30472
22159 ;2080000231 ;00002001360520221107000230;908832;620221100221757;12005000;29231.4;15645;457325253;5357C6OIHJTSJP9T;30473
22153 ;2080000226 ;00002001360520221116000245;908963;620221100231749;31973000;45075.1;16159.26;728360260.426;39BDF8HDH92LE325;30474
22375 ;2100000080 ;00002001360520221116000244;908833;620221100222095;21896000;18660;15645;291935700;D91574VNHUP3PPKF;30475
22375;2100000080;900118/KPU.01/SPTNP/2022;;620221200086433;875000;0;0;0;;30475
22154 ;2080000227 ;00002001360520221116000245;908963;620221100231749;31973000;45075.1;16159.26;728360260.426;39BDF8HDH92LE325;30476
22558 ;2100000170 ;00002001360520221124000256;909446;620221100272961;18407000;21580.57;11372.37;245422226.851;D9A981E1IKFI7BA1;30530
22507 ;2100000156 ;04030S01360520221118001092;626742;620221100204921;48046000;187150.26;10243.9;1917148548;2AA9B1E1IKFI58RP;30531
22557 ;2100000169 ;04030S01360520221115001089;637264;620221100231794;23293000;59357.5;15611;926629933;97BCD43A246ND33I;30532
22572 ;2100000175 ;04030S01360520221118001091;632389;620221100259203;39032000;59357.5;15611;1523169641;44FA736SI9KB0TS3;30533
22520 ;2090000234 ;04030S01360520221102001064;597200;620221100055147;13141000;30653.02;15680.94;480668167;1E8736OIHJTSEMJB;30535
22655 ;2110000104 ;00002001360520221124000255;907004;620221100246264;31833000;81564.8;15611;1273308092.8;A442943A246NDH7O;30537
22512 ;2100000158 ;04030S01360520221110001085;626759;620221100203707;37516000;95917.56;15645;1500630226;ECDAA6OIHJTSJ7LR;30538
22350 ;2090000192 ;00002001360520221110000238;907687;620221100131454;30974000;76431.75;15437.8;1179938070.15;D710B43A246NA13U;30539
22690 ;2110000128 ;00002001360520221129000260;907174;620221100291533;14871000;36287.26;15611;566480415.86;D7E4E36SI9KB1TED;30540
22368 ;2080000255 ;04030S01360520221115001088;624103;620221100212132;19882000;50830.56;15645;795244111;BB5CE2AF2F1UIFT4;30541
22286 ;2080000251 ;04030S01360520221013001031;610613;620221100124315;24443000;59448.65;15663;931144205;C0A264VNHUP3MQ4R;30542
22390 ;2090000208 ;00002001360520221122000253;909613;620221100281036;11881000;30441.6;15611;475223817.6;FDD625S51PBG8J6C;30558
22590 ;2100000180 ;04030S01360520221123001096;643706;620221100245856;15776000;40211.49;15611;627741570;22A4D5S51PBG7GR0;30559
22516 ;2100000162 ;04030S01360520221128001101;642088;620221100295442;19069000;48364.71;15611;755021488;6966B2AF2F1UL18I;30560
22322 ;2080000252 ;00002001360520221010000202;905567;620221000263883;22323000;54771.47;15526;850381842.22;6E5FD36SI9HBLA6B;30586
22158 ;2080000230 ;00002001360520221107000229;908831;620221100221412;12016000;29257.2;15645;457728894;2B1AA2AF2F1UIOV4;30587
21010 ;2030000382 ;00000000012920220803100127;435129;620220800150121;7895000;19775;15207.3;300724357.5;9551B1E1IK6K0AJ9;30601
22385 ;2090000205 ;04030S01360520221028001057;646004;620221100287639;29841000;72818.68;15611;1136772413;4613B8HDH92LFPKN;30602
22417 ;2090000215 ;00002001360520221129000263;910303;620221200023490;15733000;38203.39;15688;599334782.32;FF7D10HK2Q04UFU2;30603
22418 ;2090000216 ;00002001360520221129000261;910307;620221200022968;16004000;38861.6;15688;609660780.8;9FB507L01EJ86FDO;30604
22419 ;2090000217 ;00002001360520221129000262;910302;620221200023150;16004000;38861.6;15688;609660780.8;96D860HK2Q04UFJE;30605
22162 ;2070000252 ;04030S01360520221003001017;579612;620221000249392;62878000;154277.74;15526;2395316191;E5A592AF2EUV7S1G;30624
22554 ;2090000241 ;00002001360520221201000265;910538;620221200039345;0;39449;15688;618875912;E3E1D4VNHUS2VVDH;30625
22352 ;2090000193 ;00002001360520221128000257;910628;620221200048767;0;29257.2;15688;458986953.6;6F2866OIHK0RQ8JV;30626
22352;2090000193;00002001360520221128000257;;620221200048767;0;0;0;0;;30626
22354 ;2090000195 ;00002001360520221128000259;910536;620221200039325;0;29257.2;15688;458986953.6;EB0714VNHUS2VVCT;30627
22354;2090000195;00002001360520221128000259;;620221200039325;0;0;0;0;;30627
22353 ;2090000194 ;00002001360520221128000258;910535;620221200039320;0;29257.2;15688;458986953.6;DA9670HK2Q04UVCO;30628
22353;2090000194;00002001360520221128000258;;620221200039320;0;0;0;0;;30628
22569 ;2100000174 ;04030S01360520221129001104;652773;620221200006084;65928000;160092.07;15688;2511524394;29F0B43A249MHUU4;30631
22449 ;2090000224 ;00002001360520221109000235;907686;620221100131898;27837000;67704;15663;1060447752;49D527L01EG8U1HQ;30672
22794 ;2110000180 ;00000000071520221209221882;401772;620221200093662;0;42740.52;15651;668931878.52;6CA012AF2F4TQKEU;30674
22794;2110000180;00000000071520221209221882;;620221200093662;0;0;0;0;;30674
22794;2110000180;00000000071520221209221882;;620221200093662;0;0;0;0;;30674
22749 ;2110000169 ;00002001360520221206000273;911264;620221200095761;0;22061.42;11475.2;253159206.784;3D1BB1E1IKIHDMGH;30675
22749;2110000169;00002001360520221206000273;;620221200095761;0;0;0;0;;30675
22597 ;2100000182 ;04030S01360520221129001103;659708;620221100302286;25797000;65773.68;15688;1031857492;3DA085S51PBG97UE;30676
22588 ;2100000179 ;04030S01360520221123001098;658297;620221100245240;28104000;71640.87;15611;1118385622;BEE3C0HK2PT5PG7O;30677
22284 ;2080000249 ;00002001360520221201000266;910764;620221200051915;0;76230;16236.04;1237673329.2;3ED184VNHUS30BMB;30680
22203 ;2080000238 ;04030S01360520220926001007;541244;620221000039999;65224000;163467.28;15200;2484702656;999718HDH8VLSFHV;30681
21011 ;2030000383 ;00000000012920220823100136;463940;620220800281836;35664000;27600;14981.38;413486088;182745S51P2I5B7C;30682
22384 ;2080000256 ;04030S01360520221024001043;662153;620221200065094;0;138977.01;15651;2175129184;27CE943A249MJO16;30689
22427 ;2090000220 ;04030S01360520221107001077;661057;620221200076727;0;72818.98;15651;0;431806OIHK0RR3TN;30690
22427;2090000220;04030S01360520221107001077;;620221200076727;0;0;0;0;;30690
22565 ;2100000172 ;00002001360520221129000264;911518;620221200108058;0;67704;15651;1059635304;3905B7L01EJ892GQ;30692
22565;2100000172;00002001360520221129000264;;620221200108058;0;0;0;0;;30692
22475 ;2100000148 ;00002001360520221115000243;911517;620221200110291;0;38070.12;15651;595835448.12;DF9421E1IKIHE4MJ;30693
22475;2100000148;00002001360520221115000243;;620221200110291;0;0;0;0;;30693
22592 ;2100000181 ;04030S01360520221201001107;663454;620221200095514;0;50727.31;15651;793933129;5A54D43A249MKM8Q;30695
22592;2100000181;04030S01360520221201001107;;620221200095514;0;0;0;0;;30695
22638;2100000197;00002001360520221206000268;;620221200123135;0;0;0;0;;30697
22641;2100000200;00002001360520221206000270;;620221200123355;0;0;0;0;;30698
22642;2100000201;00002001360520221206000271;;620221200123352;0;0;0;0;;30699
22639;2100000198;00002001360520221206000269;;620221200123141;0;0;0;0;;30700
22640;2100000199;04030S01360520221212001124;;620221200111703;0;0;0;0;;30701
22619;2100000188;04030S01360520221201001108;;620221200106805;0;0;0;0;;30702
22267 ;2070000256 ;00002001360520221208000275;911520;620221200107008;0;43460;16317.84;709173326.4;5D02F7L01EJ891G0;30703
22267;2070000256;00002001360520221208000275;;620221200107008;0;0;0;0;;30703
22266 ;2070000255 ;00002001360520221208000275;911520;620221200107008;0;43460;16317.84;709173326.4;5D02F7L01EJ891G0;30704
22731;2100000231;04030S01360520221206001118;;620221200108853;0;0;0;0;;30729
22649;2100000204;04030S01360520221205001114;;620221200079155;0;0;0;0;;30731
22515 ;2100000161 ;04030S01360520221129001105;664398;;0;66582.66;15651;1042085212;;30732
22817 ;2110000185 ;00002001360520221215000280;907747;;0;37359.1;15563;581419673.3;;30733
22643;2100000202;00002001360520221206000272;;620221200123353;0;0;0;0;;30734
22823 ;2110000186 ;00002001360520221214000279;907679;;0;128312.9;10557.09;1354610833.461;;30735
22337 ;2090000188 ;00002001360520221208000274;911519;620221200106482;0;25350;16317.84;413657244;306D72AF2F4TR0VI;30736
22337;2090000188;00002001360520221208000274;;620221200106482;0;0;0;0;;30736
22585 ;2100000177 ;04030S01360520221122001093;659587;;0;174436.71;15651;2730108948;;30737
22530 ;2100000166 ;04030S01360520221107001076;653710;620221100220735;29939000;72899.93;15645;1140519405;5ACBA4VNHUP3PO9V;30738
22792 ;2110000179 ;00000000071520221208221884;400386;620221200086011;0;51021.69;15651;798540470.19;F93D81E1IKIHDCVR;30767
22792 ;2110000179 ;00000000071520221208221884;;620221200086011;0;0;0;0;;30767
22698 ;2110000130 ;04030S01360520221209001122;672847;620221200150761;229443000;198998.9;10481.68;2085842790;305461E1IKIHFC79;30771
22698 ;2110000130 ;04030S01360520221209001122;;620221200150761;0;0;0;0;;30771
22524 ;2090000235 ;00002001360520221212000276;912097;620221200152044;0;39855.55;15563;620271924.65;2284043A249MMDFC;30808
22524 ;2090000235 ;00002001360520221212000276;;620221200152044;0;0;0;0;;30808
22548 ;2090000239 ;00002001360520221212000277;912098;620221200152100;0;53214.17;15563;828172127.71;897CA0HK2Q052DH4;30809
22548 ;2090000239 ;00002001360520221212000277;;620221200152100;0;0;0;0;;30809
22194 ;2080000236 ;00002001360520220929000195;905381;620220900264045;11931000;31799.25;15007;477211344.76;D81C04VNHUJ53I3D;30810
22508 ;2080000263 ;04030S01360520221109001082;669299;620221200109807;0;167955.84;15651;2628676852;FF4E06OIHK0RS47F;30812
22508;2080000263;04030S01360520221109001082;;620221200109807;0;0;0;0;;30812
22678 ;2100000208 ;00002001360520221212000278;;620221200194537;0;0;0;0;;30814
22775 ;2110000177 ;04030S01360520221213001129;679433;620221200141380;0;38373.1;15563;597200555;851280HK2Q052324;30823
22775 ;2110000177 ;04030S01360520221213001129;;620221200141380;0;0;0;0;;30823
22566 ;2100000173 ;00002001360520221202000267;912939;620221200208700;0;55992.5;16592.46;929053316.55;4F3C30HK2Q0544PS;30828
22566 ;2100000173 ;00002001360520221202000267;;620221200208700;0;0;0;0;;30828
22684 ;2090000244 ;04030S01360520221216001131;686438;;0;21250;15634;332222500;;30833
22631 ;2100000194 ;04030S01360520221221001136;;620221200211850;0;0;0;0;;30852
22223 ;2090000147 ;00002001360520221118000249;909211;620221100254795;23951000;56463.95;16159.26;912415648.677;35F7A4VNHUP3QPIB;30854
22909 ;2110000191 ;00000000071520221226221964;423189;620221200267014;0;25232;15634;394477088;63C7I43A249MPTO6;30861
22909 ;2110000191 ;00000000071520221226221964;;620221200267014;0;0;0;0;;30861
22765 ;2110000175 ;04030S01360520221215001130;686780;;0;65773.68;15563;1023635782;;30862
22760 ;2100000234 ;04030S01360520221212001125;;620221200140446;0;0;0;0;;30863
22854 ;2120000076 ;00000000071520221220221940;;620221200205405;0;0;0;0;;30864
22517 ;2100000163 ;00002001360520221219000284;912487;620221200185944;0;38070.12;15563;592485277.56;4953243A249MNEIO;30867
22517 ;2100000163 ;00002001360520221219000284;;620221200185944;0;0;0;0;;30867
22699 ;2110000131 ;04030S01360520221209001121;672848;620221200151657;0;198998.9;10481.68;2085842790;1757D6OIHK0RTD39;30868
22699 ;2110000131 ;04030S01360520221209001121;;620221200151657;0;0;0;0;;30868
22875 ;2110000189 ;00002001360520221226000289;913854;620221200283369;0;45462;15606;709479972;73AE28HDH95KRDN9;30884
22875 ;2110000189 ;00002001360520221226000289;;620221200283369;0;0;0;0;;30884
22688 ;2100000215 ;00002001360520221219000281;;620221200251042;0;0;0;0;;30885
22686 ;2100000213 ;00002001360520221219000283;;620221200254153;0;0;0;0;;30886
22814 ;2110000184 ;04030S01360520221216001133;691479;620221200255030;0;61403.17;15634;959977160;9B8450HK2Q055I1M;30887
22814 ;2110000184 ;04030S01360520221216001133;;620221200255030;0;0;0;0;;30887
22142 ;2070000250 ;04030S01360520221004001019;684641;620221200224518;0;177059.47;15634;2768147754;8B6FC701EJ8CK86;30895
22142 ;2070000250 ;04030S01360520221004001019;;620221200224518;0;0;0;0;;30895
22744 ;2110000166 ;04030S01360520221213001128;686979;620221200179906;0;198604.94;10481.68;2081713427;005605S51PEFH8M2;30918
22744 ;2110000166 ;04030S01360520221213001128;;620221200179906;0;0;0;0;;30918
22774 ;2110000176 ;04030S01360520221212001126;681195;;0;183815.45;15563;2860719848;;30969
22608 ;2090000243 ;04030S01360520221109001081;671582;620221200134220;0;173252.28;15563;2696325234;E70580HK2Q051S2C;30971
22608 ;2090000243 ;04030S01360520221109001081;;620221200134220;0;0;0;0;;30971
22478 ;2090000229 ;04030S01360520221128001102;645627;620221100306728;91135000;221301.64;15688;3471780128;82A597L01EG93C98;30972
22379 ;2090000204 ;04030S01360520221020001040;587948;620221100022442;44929000;115320;15584;1797146880;AD0D22AF2F1UCMLA;30973
22040 ;2060000281 ;04030S01360520220919000993;660092;620221200064783;0;166930.36;15651;2612627064;9621E36SI9NA6O8F;30974
22654 ;2100000206 ;00002001360520221228000290;;620221200292841;0;0;0;0;;30976
22652 ;2100000205 ;00002001360520221228000291;;620221200293094;0;0;0;0;;30977
