code;decription;kode
AAU1KIL009;221004/221000 AUS CHL S GF FLANK STEAK - CLASSIC;0201.30.00 Prime Cut B/Less Segar
AAU1KIL010;00210K/209361 AUS CHL EQG GF D-RUMP - CLASSIC;0201.30.00 Secondary B/Less Segar
AAU1KIL011;AUS CHL S GF 2070 KNUCKLE;0201.30.00 Secondary B/Less Segar
AAU1KIL012;AUS CHL WAG CHUCK EYE ROLL MB 6-7;0201.30.00 Secondary B/Less Segar
AAU1KIL013;AUS CHL EQG GF RIBEYE LIP ON MB 2+ BLACK DIAMOND;0201.30.00 Prime Cut B/Less Segar
AAU1KIL014;AUS CHL EQG GF TENDERLOIN SS/OFF MB 2+ BLACK DIAMOND;0201.30.00 Prime Cut B/Less Segar
AAU1KOB001;AUS CHL WAG TENDERLOIN AA7;0201.30.00 Prime Cut B/Less Segar
AAU1KOB002;AUS CHL WAG STRIPLOIN AA9;0201.30.00 Prime Cut B/Less Segar
AAU1KOB003;AUS CHL WAG TOPSIDE AA9;0201.30.00 Secondary B/Less Segar
AAU1KOB004;AUS CHL WAG ER TRIMMING 95CL AA9;0202.30.00 Manufaturing B/Less Beku
AAU1KOB005;AUS CHL WAG TENDERLOIN AA9;0201.30.00 Prime Cut B/Less Segar
AAU1KOB006;AUS CHL WAG RIBEYE AA6 5 RIBS;0201.30.00 Prime Cut B/Less Segar
AAU1KOB007;AUS CHL WAG RIBEYE AA7 5 RIBS;0201.30.00 Prime Cut B/Less Segar
AAU1KOB008;AUS CHL WAG RIBEYE AA8 5 RIBS;0201.30.00 Prime Cut B/Less Segar
AAU1KOB009;AUS CHL WAG STRIPLOIN AA6 3 RIBS;0201.30.00 Prime Cut B/Less Segar
AAU1KOB010;AUS CHL WAG STRIPLOIN AA7 3 RIBS;0201.30.00 Prime Cut B/Less Segar
AAU1KOB011;AUS CHL WAG BRISKET PE AA9;0201.30.00 Secondary B/Less Segar
AAU1KOB012;AUS CHL WAG OP RIB MB 4;0201.20.00 Prime Cut B/In Segar
AAU1MER001;AUS CHL A 2000 TOPSIDE;0201.30.00 Secondary B/Less Segar
AAU1MID001;AUS CHL YG GF RIBEYE;0201.30.00 Prime Cut B/Less Segar
AAU1MID002;AUS CHL S RIBEYE 3KG UP IW VAC;0201.30.00 Prime Cut B/Less Segar
AAU1MID003;AUS CHL PR 2160 TENDERLOIN SS/OFF;0201.30.00 Prime Cut B/Less Segar
AAU1MID004;AUS CHL A 2160 TENDERLOIN SS/OFF AGED;0201.30.00 Prime Cut B/Less Segar
AAU1MID005;AUS CHL B TENDERLOIN 1.8 - 3KG;0201.30.00 Prime Cut B/Less Segar
AAU1MID006;AUS CHL B 2160 TENDERLOIN SS/OFF 1.4 -1.8 KG;0201.30.00 Prime Cut B/Less Segar
AAU1MID007;AUS CHL YG 2160 TENDERLOIN SS/OFF;0201.30.00 Prime Cut B/Less Segar
AAU1MID008;AUS CHL A RIBEYE 2.2-3.1KG IW/VAC;0201.30.00 Prime Cut B/Less Segar
AAU1MID009;AUS CHL YGE RIBEYE 3.1-4.5KG IW/VAC;0201.30.00 Prime Cut B/Less Segar
AAU1MID010;AUS CHL PR TENDERLOIN SS/OFF;0201.30.00 Prime Cut B/Less Segar
AAU1MID011;AUS CHL YG TENDERLOIN SS/OFF;0201.30.00 Prime Cut B/Less Segar
AAU1MID012;AUS CHL YG 2142 STRIPLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1MID013;AUS CHL PR 2243 RIBEYE;0201.30.00 Prime Cut B/Less Segar
AAU1MID014;AUS CHL YP 2142 STRIPLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1MID015;AUS CHL A 2243 RIBEYE;0201.30.00 Prime Cut B/Less Segar
AAU1MUL001;AUS CHILLED PRS BA ROUND RUMP B/IN;0201.30.00 Secondary B/Less Segar
AAU1MUL002;AUS CHL PRS BA D-RUMP IW VAC;0201.30.00 Secondary B/Less Segar
AAU1MUL003;AUS CHL MUL PRS TENDERLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1MUL004;AUS CHL MUL S GF TENDERLOIN SS/OFF 120 DAYS;0201.30.00 Prime Cut B/Less Segar
AAU1MUL005;AUS CHL MUL S GF 2160 TENDERLOIN SS/OFF 1.8KG UP;0201.30.00 Prime Cut B/Less Segar
AAU1MUL006;AUS CHL MUL PR STRIPLOIN 1 RIB;0201.30.00 Prime Cut B/Less Segar
AAU1MUL007;AUS CHL MUL GF BA TENDERLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1MUL008;AUS CHL MUL PRS BA 2160 TENDERLOIN SS/OFF 2KG UP;0201.30.00 Prime Cut B/Less Segar
AAU1MUL009;AUS CHL MUL S GF SHORT RIBS B/IN 3 RIBS;0201.20.00 Prime Cut B/In Segar
AAU1MUL010;AUS CHL PRS STRIPLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1MUL011;AUS CHL STRIPLOIN 3 RIB 4.5 KG UP IW VAC;0201.30.00 Prime Cut B/Less Segar
AAU1MUL012;AUS CHL MUL PRS BA 2142 STRIPLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1MUL013;AUS CHL MUL S BA 2160 TENDERLOIN SS/OFF 2KG UP;0201.30.00 Prime Cut B/Less Segar
AAU1MUL014;AUS CHL MUL GF BA RIBEYE MB 1-2 IW VAC;0201.30.00 Prime Cut B/Less Segar
AAU1MUL015;AUS CHL MUL S BA 2243 RIBEYE 3 KG UP;0201.30.00 Prime Cut B/Less Segar
AAU1MUL016;AUS CHL MUL PRS GF 2160 TENDERLOIN SS/OFF;0201.30.00 Prime Cut B/Less Segar
AAU1MUL017;AUS CHL MUL PRS BA 2243 RIBEYE 3KG UP;0201.30.00 Prime Cut B/Less Segar
AAU1MUL018;AUS CHL S GF 1631 CHUCK SHORT RIBS B/IN 3 RIBS MW VAC;0201.30.00 Secondary B/Less Segar
AAU1MUL019;AUS CHL PRS BA 2303 OYSTER BLADE;0201.30.00 Secondary B/Less Segar
AAU1MUL021;AUS CHL WAG FLANK STEAK MB 6-7;0201.30.00 Prime Cut B/Less Segar
AAU1MUL022;AUS Chilled PRS Ribeye BA;0201.30.00 Prime Cut B/Less Segar
AAU1MUL023;AUS CHL MUL S GF 1688 SHORT RIBS B/IN 3 RIBS;0201.20.00 Prime Cut B/In Segar
AAU1MUL024;AUS CHL MUL PRS GF 2243 RIBEYE;0201.30.00 Prime Cut B/Less Segar
AAU1MUL025;AUS CHL MUL S STRIPLOIN 120 DAYS GF;0201.30.00 Prime Cut B/Less Segar
AAU1MUL026;AUS CHL MUL GF BA STRIPLOIN MB 1-2 IW VAC;0201.30.00 Prime Cut B/Less Segar
AAU1MUL027;AUS CHL WAG FLANK STEAK MB 9+;0201.30.00 Prime Cut B/Less Segar
AAU1MUL028;AUS Chilled OP Rib;0201.20.00 Prime Cut B/In Segar
AAU1MUL029;AUS Chilled GF S 3 Rib Chuck Short Rib B/In MB 2+ MW VAC;0201.30.00 Secondary B/Less Segar
AAU1MUL030;AUS CHL WAG INTERCOSTAL MB 9+;0201.30.00 Secondary B/Less Segar
AAU1MUL031;AUS Chilled Veal Bone in OP Ribs Cap on2.0-3.0kg, IW VAC;0201.20.00 Prime Cut B/In Segar
AAU1MUL032;AUS CHL MUL S BA 2142 STRIPLOIN IW/VAC;0201.30.00 Prime Cut B/Less Segar
AAU1MUL033;AUS Chilled PRS Black Angus Chuck Roll IW VAC;0201.30.00 Secondary B/Less Segar
AAU1MUL035;AUS Chilled Mul PR Tenderloin 2 Kg up;0201.30.00 Prime Cut B/Less Segar
AAU1MUL036;AUS TENDERLOIN S GF;0201.30.00 Prime Cut B/Less Segar
AAU1MUL037;AUS CHL T FOREQUARTER;0201.30.00 Manufaturing B/Less Segar
AAU1MUL038;AUS CHL SS TRIMMING 90CL;0202.30.00 Manufaturing B/Less Beku
AAU1MUL039;AUS CHL K FOREQUARTER;0201.30.00 Manufaturing B/Less Segar
AAU1MUL040;AUS CHL B FOREQUARTER;0201.30.00 Manufaturing B/Less Segar
AAU1MUL041;AUS CHL LAMB TENDERLOIN MW VAC;0201.30.00 Prime Cut B/Less Segar
AAU1MUL042;AUS CHL MUL GF BA 2142 STRIPLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1MUL043;AUS CHL BA GF RIBEYE;0201.30.00 Prime Cut B/Less Segar
AAU1MUL044;AUS CHL MUL BA GF 2160 TENDERLOIN SS/OFF 1.8KG UP;0201.30.00 Prime Cut B/Less Segar
AAU1MUL045;AUS CHILLED SS FQ;0201.30.00 Manufaturing B/Less Segar
AAU1MUL046;AUS CHL A 2160 TENDERLOIN SS/OFF;0201.30.00 Prime Cut B/Less Segar
AAU1MUL047;AUS CHL WAG GF S TOMAHAWK MB6 IW VAC;0201.20.00 Prime Cut B/In Segar
AAU1MUL048;AUS CHL WAG GF 2206 CHUCK TAIL FLAP MB 8-9;0201.30.00 Secondary B/Less Segar
AAU1MUL049;AUS CHL MUL S BA 1601 TOMAHAWK IW VAC;0201.20.00 Prime Cut B/In Segar
AAU1MUL050;AUS CHL MUL PRS BA 2206 FLAP MEAT;0202.30.00 Secondary B/Less Beku
AAU1MUL051;AUS CHL MUL S BA 2210 FLANK STEAK;0201.30.00 Prime Cut B/Less Segar
AAU1MUL052;AUS CHL MUL PRS BA 2205 INSIDE SKIRT;0201.30.00 Secondary B/Less Segar
AAU1MUL053;AUS CHL MUL PRS BA 1688 SHORT RIB B/IN;0201.20.00 Prime Cut B/In Segar
AAU1MUL054;AUS CHL MUL PRS BA 2640 CHUCK RIB MEAT;0201.30.00 Secondary B/Less Segar
AAU1MUL055;AUS CHL MUL PRS BA 2206 CHUCK TAIL FLAP;0201.30.00 Secondary B/Less Segar
AAU1MUL056;AUS CHL MUL PRS BA 2131 TRI-TIP;0201.30.00 Prime Cut B/Less Segar
AAU1MUL057;AUS CHL WAG TOMAHAWK 3-4 RIBS SPLIT/FRENCHED MB 4-5;0201.20.00 Prime Cut B/In Segar
AAU1MUL058;AUS CHL GF YP TENDERLOIN SS OFF;0201.30.00 Prime Cut B/Less Segar
AAU1MUL059;AUS CHILLED GF YP RIBEYE;0201.30.00 Prime Cut B/Less Segar
AAU1MUL060;AUS CHILLED GF YP STRIPLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1MYS001;AUS CHL WAG MAYURA STRIPLOIN PLATINUM MB 8-9;0201.30.00 Prime Cut B/Less Segar
AAU1MYS002;AUS Chilled Mayura Wagyu Knuckle MS 5-6;0201.30.00 Secondary B/Less Segar
AAU1MYS003;AUS Chilled Mayura Platinum Wagyu Tenderloin MS 8-9;0201.30.00 Prime Cut B/Less Segar
AAU1MYS004;AUS CHL WAG MAYURA BOLAR BLADE IW;0201.30.00 Secondary B/Less Segar
AAU1MYS005;AUS Chilled Mayura Wagyu Intercostal;0201.30.00 Secondary B/Less Segar
AAU1MYS006;AUS Chilled Mayura Wagyu Knuckle MS 8-9;0201.30.00 Secondary B/Less Segar
AAU1MYS007;AUS Chilled Mayura Wagyu PE Brisket;0201.30.00 Secondary B/Less Segar
AAU1MYS008;AUS Chilled Mayura Signature Wagyu Tenderloin MS 9+;0201.30.00 Prime Cut B/Less Segar
AAU1MYS009;AUS Chilled Mayura Gold Wagyu Ribeye;0201.30.00 Prime Cut B/Less Segar
AAU1MYS010;AUS CHL WAG MAYURA BOLAR BLADE MB 8-9;0201.30.00 Secondary B/Less Segar
AAU1MYS011;AUS Chilled Mayura Wagyu Eye of Round;0201.30.00 Secondary B/Less Segar
AAU1MYS012;AUS Chilled Mayura Wagyu Chuck Roll IW;0201.30.00 Secondary B/Less Segar
AAU1MYS013;AUS Chilled Mayura Wagyu Outside Flat IV;0201.30.00 Secondary B/Less Segar
AAU1MYS014;AUS Chilled Mayura Platinum Wagyu 5 Rib Ribeye;0201.30.00 Prime Cut B/Less Segar
AAU1MYS015;AUS Chilled Mayura Wagyu Shin Shank MV;0201.30.00 Secondary B/Less Segar
AAU1MYS016;AUS Chilled Mayura Gold Wagyu Tenderloin;0201.30.00 Prime Cut B/Less Segar
AAU1MYS017;AUS CHL WAG MAYURA TOMAHAWK PLATINUM MB 8-9;0201.20.00 Prime Cut B/In Segar
AAU1NHF001;AUS CHL WAG RIBEYE 7 RIBS MB 3-4;0201.30.00 Prime Cut B/Less Segar
AAU1NHF002;AUS CHL WAG TENDERLOIN SS/OFF MB 3-4;0201.30.00 Prime Cut B/Less Segar
AAU1NHF003;AUS CHL WAG STRIPLOIN 1 RIBS MB 3-4;0201.30.00 Prime Cut B/Less Segar
AAU1NHF004;AUS CHL WAG TENDERLOIN SS/OFF MB 5-6;0201.30.00 Prime Cut B/Less Segar
AAU1NHF005;AUS CHL WAG TENDERLOIN SS/OFF MB 7+;0201.30.00 Prime Cut B/Less Segar
AAU1NHF006;AUS CHL WAG STRIPLOIN 1 RIBS MB 5-6;0201.30.00 Prime Cut B/Less Segar
AAU1NHF007;AUS CHL PRS GF 2142 STRIPLOIN MB 2;0201.30.00 Prime Cut B/Less Segar
AAU1NHF008;AUS CHL PRS GF 1552 SHORTLOIN MB 2;0201.20.00 Prime Cut B/In Segar
AAU1NHF009;AUS CHL WAG GF S D-RUMP MB 4-5;0201.30.00 Secondary B/Less Segar
AAU1NHF010;AUS CHL PRS GF ANGUS 2160 TENDERLOIN SS/OFF MB 2UP;0201.30.00 Prime Cut B/Less Segar
AAU1NHF011;AUS CHL PRS RUMP CAP GF ANGUS (PICANHA);0201.30.00 Prime Cut B/Less Segar
AAU1NHF012;AUS CHL PRS GF ANGUS 1552 SHORTLOIN MB 4+;0201.20.00 Prime Cut B/In Segar
AAU1NHF013;AUS CHL PRS GF ANGUS 2160 TENDERLOIN MB 4+;0201.30.00 Prime Cut B/Less Segar
AAU1NHF014;AUS CHL WAG TOMAHAWK MB 4+;0201.20.00 Prime Cut B/In Segar
AAU1NHF015;AUS CHL WAG RIBEYE MB 6+;0201.30.00 Prime Cut B/Less Segar
AAU1NHF016;AUS CHL WAG STRIPLOIN MB 4-5;0201.30.00 Prime Cut B/Less Segar
AAU1NHF017;AUS CHL WAG RIBEYE MB 4-5;0201.30.00 Prime Cut B/Less Segar
AAU1NHF018;AUS CHL PRS GF ANGUS TENDERLOIN BUTT MB 4+;0201.30.00 Prime Cut B/Less Segar
AAU1NHF019;AUS CHL EQG 2243 RIBEYE ORGANIC;0201.30.00 Prime Cut B/Less Segar
AAU1NHF020;AUS CHL EQG 2142 STRIPLOIN ORGANIC;0201.30.00 Prime Cut B/Less Segar
AAU1NHF021;AUS CHL EQG 2160 TENDERLOIN SS/OFF ORGANIC;0201.30.00 Prime Cut B/Less Segar
AAU1NOL001;AUS CHL TRIMMING 90 CL;0202.30.00 Manufaturing B/Less Beku
AAU1NOL002;AUS CHL K FOREQUARTER 90 CL;0201.30.00 Manufaturing B/Less Segar
AAU1OAK001;AUS CHL GF BA JC 2100 D-RUMP MB 3+;0201.30.00 Prime Cut B/Less Segar
AAU1OAK002;AUS CHL GF BA TENDERLOIN MB 3+ IW VAC;0201.30.00 Prime Cut B/Less Segar
AAU1OAK003;AUS CHL MUL GF BA STRIPLOIN MB 3+ IW VAC;0201.30.00 Prime Cut B/Less Segar
AAU1OAK004;AUS CHL MUL GF BA RIBEYE MB 3+;0201.30.00 Prime Cut B/Less Segar
AAU1OAK005;AUS WAG RIBEYE MB 7;0201.30.00 Prime Cut B/Less Segar
AAU1OAK006;AUS WAG STRIPLOIN MB 7;0201.30.00 Prime Cut B/Less Segar
AAU1OAK007;AUS CHL PRS GF ANGUS 2243 RIBEYE MB4+;0201.30.00 Prime Cut B/Less Segar
AAU1OAK008;AUS CHL PRS GF ANGUS 2142 STRIPLOIN MB4+;0201.30.00 Prime Cut B/Less Segar
AAU1OAK009;AUS CHL PR GF ANGUS 1601 OP RIB MB 4+;0201.20.00 Prime Cut B/In Segar
AAU1OAK010;AUS CHL WAG TENDERLOIN MB 6+;0201.30.00 Prime Cut B/Less Segar
AAU1OAK011;AUS CHL WAG TENDERLOIN MB 8+;0201.30.00 Prime Cut B/Less Segar
AAU1OAK012;AUS CHL WAG RIBEYE MB 8+;0201.30.00 Prime Cut B/Less Segar
AAU1OAK013;AUS CHL WAG OP RIB / TOMAHAWK MB 6+;0201.20.00 Prime Cut B/In Segar
AAU1OAK014;AUS CHL WAG SHORTLOIN MB 6+;0201.20.00 Prime Cut B/In Segar
AAU1OAK015;AUS CHILLED GF OUTSIDE SKIRT;0201.30.00 Secondary B/Less Segar
AAU1OAK016;AUS CHILLED GF HANGING TENDER;0201.30.00 Secondary B/Less Segar
AAU1OAK017;AUS CHL WAG STRIPLOIN MB 6+;0201.30.00 Prime Cut B/Less Segar
AAU1OAK018;AUS CHL 2035 INSIDE;0201.30.00 Secondary B/Less Segar
AAU1OAK019;AUS CHL A 2142 STRIPLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1OAK020;AUS CHL A 2243 RIBEYE;0201.30.00 Prime Cut B/Less Segar
AAU1OAK021;AUS CHL 2160 A TENDERLOIN SS/OFF;0201.30.00 Prime Cut B/Less Segar
AAU1OBE001;22488 AUS CHL S CUBE ROLL OBE - CLASSIC;0201.30.00 Secondary B/Less Segar
AAU1OBE002;26150 AUS CHL A CUBE ROLL OBE - CLASSIC;0201.30.00 Secondary B/Less Segar
AAU1OBE003;24601 AUS CHL S SHORT RIB B/IN OBE - CLASSIC;0201.20.00 Prime Cut B/In Segar
AAU1OBE004;26155 AUS CHL A SHORT RIB B/LESS OBE - CLASSIC;0201.30.00 Prime Cut B/Less Segar
AAU1OBE005;34697 AUS CHL S SHORT RIB B/LESS OBE - CLASSIC;0201.30.00 Prime Cut B/Less Segar
AAU1OBE006;21498 AUS CHL S STRIPLOIN OBE - CLASSIC;0201.30.00 Prime Cut B/Less Segar
AAU1OBE007;26151 AUS CHL A STRIPLOIN OBE - CLASSIC;0201.30.00 Prime Cut B/Less Segar
AAU1OBE008;21550 AUS CHL S TENDERLOIN SS/OFF OBE - CLASSIC;0201.30.00 Prime Cut B/Less Segar
AAU1OBE009;26153 AUS CHL A TENDERLOIN SS/OFF OBE - CLASSIC;0201.30.00 Prime Cut B/Less Segar
AAU1OBE010;26152 AUS CHL A D-RUMP OBE - CLASSIC;0201.30.00 Prime Cut B/Less Segar
AAU1OBE011;36092 AUS CHL S RIBS PREPARED PC OBE - CLASSIC;0201.20.00 Prime Cut B/In Segar
AAU1OBE012;81814 AUS CHL THICK SKIRT OBE - CLASSIC;0201.30.00 Secondary B/Less Segar
AAU1OBE013;23096 AUS CHL S SHOULDER PETITE TENDER OBE - CLASSIC;0201.30.00 Secondary B/Less Segar
AAU1OBE014;22197 AUS CHL A FLANK STEAK OBE - CLASSIC;0201.30.00 Prime Cut B/Less Segar
AAU1OBE015;20962 AUS CHL S D-RUMP OBE - CLASSIC;0201.30.00 Prime Cut B/Less Segar
AAU1OCO001;AUS CHL OCO PRS STRIPLOIN 5 KG UP;0201.30.00 Prime Cut B/Less Segar
AAU1OCO002;AUS Chilled B/Less S Short Rib Meat MW VAC;Prime Cut  B/L Segar
AAU1OCO003;AUS CHL RIBEYE ROLL 5 RIBS;0201.30.00 Prime Cut B/Less Segar
AAU1OCO004;AUS CHL TENDERLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1OCO005;AUS CHL 3 RIB STRIPLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1OCO006;AUS CHL WAG FLANK STEAK MB 4-5;0201.30.00 Prime Cut B/Less Segar
AAU1PAS001;AUS Chilled CVG Tenderloin GF;0201.30.00 Prime Cut B/Less Segar
AAU1PAS002;AUS Chilled CAAB B/Less Chuck Roll GF IW VAC;0201.30.00 Secondary B/Less Segar
AAU1PAS003;AUS CHL CVG GF STRIPLOIN;0201.30.00 Prime Cut B/Less Segar
AAU1PAS004;AUS Chilled CAAB Oyster Blade GF IW VAC;0201.30.00 Secondary B/Less Segar
AAU1PAS005;AUS Chilled CAAB B/Less D-Rump GF IW VAC;0201.30.00 Prime Cut B/Less Segar
AAU1PAS006;AUS CHL GF RIBEYE CVG;0201.30.00 Prime Cut B/Less Segar
AAU1PAS007;AUS CHL S STRIPLOIN ORGANIC;0201.30.00 Prime Cut B/Less Segar
AAU1PAS008;AUS CHL S TENDERLOIN ORGANIC;0201.30.00 Prime Cut B/Less Segar
AAU1PAS009;AUS CHL S RIBEYE ORGANIC;0201.30.00 Prime Cut B/Less Segar
AAU1PAS010;AUS CHL TENDERLOIN S ORGANIC;0201.30.00 Prime Cut B/Less Segar
AAU1RLP001;AUS CHL PRS RIBEYE B/A IW VAC;0201.30.00 Prime Cut B/Less Segar
AAU1RLP002;AUS CHL PRS STRIPLOIN IW VAC;0201.30.00 Prime Cut B/Less Segar
AAU1SEC001;AUS CHL WAG RIB PLATE CAP MB 9+;0201.20.00 Secondaryt B/In Segar
AAU1SEC002;AUS CHL WAG TENDERLOIN MB 9+;0201.30.00 Prime Cut B/Less Segar
AAU1SEC003;AUS CHL WAG TENDERLOIN MB 7-8;0201.30.00 Prime Cut B/Less Segar
AAU1SEC004;AUS Chilled Wagyu Ribeye MS 4-5;0201.30.00 Prime Cut B/Less Segar
AAU1SEC005;AUS CHL WAG CHUCK ROLL;0201.30.00 Secondary B/Less Segar
AAU1SEC006;AUS CHL WAG CHUCK TENDER MB 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC007;AUS CHL WAG BRISKET NE MB 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC008;AUS Chilled Wagyu Butt Tenderloin MS 6;0201.30.00 Prime Cut B/Less Segar
AAU1SEC009;AUS CHL WAG SHOR RIBS B/LESS MB 9+;0201.30.00 Prime Cut B/Less Segar
AAU1SEC010;AUS CHL WAG OUTSIDE FLAT MB 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC011;AUS CHL WAG EYE OF ROUND MB 4-5;0201.30.00 Secondary B/Less Segar
AAU1SEC012;AUS CHL WAG KNUCKLE MB 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC013;AUS CHL WAG RIBEYE MB 4-6;0201.30.00 Prime Cut B/Less Segar
AAU1SEC014;AUS CHL WAG BOLAR BLADE MB 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC015;AUS CHL WAG BRISKET B/LESS PEDO;0201.30.00 Secondary B/Less Segar
AAU1SEC016;AUS Chilled Wagyu Beef Cheeks;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat, Feet
AAU1SEC017;AUS CHL WAG CHUCK RIB MEAT B/LESS MB 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC018;AUS CHL WAG RIBEYE MB 6-7;0201.30.00 Prime Cut B/Less Segar
AAU1SEC019;AUS Chilled Wagyu Chuck Eye Log 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC020;AUS CHL WAG TOPSIDE MB 4-5;0201.30.00 Secondary B/Less Segar
AAU1SEC021;AUS CHL WAG RUMP MB 9;0201.30.00 Prime Cut B/Less Segar
AAU1SEC022;AUS Chilled Wagyu Tri Tips 4-5;0201.30.00 Prime Cut B/Less Segar
AAU1SEC023;AUS Chilled Wagyu Striploin MS;0201.30.00 Prime Cut B/Less Segar
AAU1SEC024;AUS CHL WAG TENDERLOIN MB 4-6;0201.30.00 Prime Cut B/Less Segar
AAU1SEC025;AUS CHL WAG INSIDE SKIRT MB 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC026;AUS Chilled Wagyu B/Less Flap Meat 4-5;0202.30.00 Secondary B/Less Beku
AAU1SEC027;AUS CHL WAG BEEF NECK;0201.20.00 Secondaryt B/In Segar
AAU1SEC028;AUS CHL WAG BOLAR BLADE MB 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC029;AUS CHL WAG STRIPLOIN MB 6-7;0201.30.00 Prime Cut B/Less Segar
AAU1SEC030;AUS CHL WAG CHUCK EYE ROLL MB 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC031;AUS Chilled Wagyu Rump 4-5;0201.30.00 Prime Cut B/Less Segar
AAU1SEC032;AUS CHL WAG TRI-TIP MB 6-7;0201.30.00 Prime Cut B/Less Segar
AAU1SEC033;AUS CHL WAG CHUCK FLAP MEAT MB 9;0201.30.00 Secondary B/Less Segar
AAU1SEC034;AUS CHL WAG CHUCK TENDER MB 4-5;0201.30.00 Secondary B/Less Segar
AAU1SEC035;AUS CHL WAG RIBEYE CAP MB 9+;0201.30.00 Prime Cut B/Less Segar
AAU1SEC036;AUS Chilled Wagyu Shortloin MS 6;0201.20.00 Prime Cut B/In Segar
AAU1SEC037;AUS CHL WAG EYE OF ROUND MB 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC038;AUS Chilled Wagyu Chuck Flap Meat 9++;0201.30.00 Secondary B/Less Segar
AAU1SEC039;AUS Chilled Wagyu B/In OP Rib IW VAC;0201.20.00 Prime Cut B/In Segar
AAU1SEC040;AUS CHL WAG RIBEYE MB 7-8;0201.30.00 Prime Cut B/Less Segar
AAU1SEC041;AUS CHL WAG CHUCK EYE ROLL 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC042;AUS CHL WAG CHUCK RIB MEAT MW VAC;0201.30.00 Secondary B/Less Segar
AAU1SEC043;AUS CHL WAG TOPSIDE MB 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC044;AUS CHL WAG TOPSIDE MB 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC045;AUS CHL WAG EYE OF ROUND MB 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC046;AUS CHL WAG TENDERLOIN MB 9;0201.30.00 Prime Cut B/Less Segar
AAU1SEC048;AUS CHL WAG INSIDE SKIRT MB 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC049;AUS CHL WAG FLAP MEAT MB 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC050;AUS Chilled Wag Ribeye;0201.30.00 Prime Cut B/Less Segar
AAU1SEC051;AUS CHL WAG PE BRISKET;0201.30.00 Secondary B/Less Segar
AAU1SEC052;AUS CHL WAG KARUBI PLATE MB 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC053;AUS CHL WAG TENDERLOIN MB 6-7;0201.30.00 Prime Cut B/Less Segar
AAU1SEC054;AUS Chilled Wagyu Chuck Roll MS 7-8;0201.30.00 Secondary B/Less Segar
AAU1SEC055;AUS Chilled Wagyu Karubi Plate 7-8;0201.30.00 Secondary B/Less Segar
AAU1SEC056;AUS Chilled Wagyu Bolar Blade 4-5;0201.30.00 Secondary B/Less Segar
AAU1SEC057;AUS CHL WAG OUTSIDE FLAT MB 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC058;AUS CHL WAG KNUCKLE MB 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC059;AUS CHL WAG TRI-TIP MB 9;0201.30.00 Prime Cut B/Less Segar
AAU1SEC060;AUS CHL WAG STRIPLOIN MB 9;0201.30.00 Prime Cut B/Less Segar
AAU1SEC061;AUS CHL WAG STRIPLOIN MB 7-8;0201.30.00 Prime Cut B/Less Segar
AAU1SEC062;AUS CHL WAG TENDERLOIN MB 2-3;0201.30.00 Prime Cut B/Less Segar
AAU1SEC063;AUS Chilled Wagyu Beef Rib Blade Meat 9+;0201.30.00 Secondary B/Less Segar
AAU1SEC064;AUS CHL WAG RIBEYE mb 8-9;0201.30.00 Prime Cut B/Less Segar
AAU1SEC065;AUS Chilled Wagyu Chuck Tail Flap 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC066;AUS CHL WAG OYSTER BLADE MB 4-5;0201.30.00 Secondary B/Less Segar
AAU1SEC067;AUS CHL WAG OYSTER BLADE MB 6-7;0201.30.00 Secondary B/Less Segar
AAU1SEC068;AUS CHL WAG OYSTER BLADE;0201.30.00 Secondary B/Less Segar
