Item No.;Item Description;VatGourpSa;VatGroupPu
ESG3KOK017;KOKA LAKSA SINGAPURA BOWL 12X90G;PPN_01;PPNM01
ESG3KOK018;KOKA TOM YAM BOWL 12X90G;PPN_01;PPNM01
ESG3KOK019;KOKA CHICKEN SATAY 30X85G;PPN_01;PPNM01
ESG3KOK020;KOKA LAKSA SINGAPURA 30X90G;PPN_01;PPNM01
ESG3KOK021;KOKA LAKSA SINGAPURA 24X85G;PPN_01;PPNM01
ESG3KOK022;KOKA CHICKEN ABALONE BOWL RICE NOODLE 12X70G;PPN_01;PPNM01
ESG3KOK023;KOKA LAKSA SINGAPURA BOWL RICE NOODLE 12X70G;PPN_01;PPNM01
ESG3KOK024;KOKA PURPLE WHEAT AGLIO OLIO 30X60GR;PPN_01;PPNM01
ESG3KOK025;KOKA PURPLE WHEAT CHILI & LIME 30X60GR;PPN_01;PPNM01
ESG3KOK026;KOKA PURPLE WHEAT SOY & VINEGAR 30X60GR;PPN_01;PPNM01
ESG3KOK027;KOKA CHICKEN CREAMY SOUP CUP 12X60GR;PPN_01;PPNM01
ESG3KOK028;KOKA HOT & SOUR CREAMY SOUP CUP 12X60GR;PPN_01;PPNM01
ESG3KOK029;KOKA PURPLE WHEAT BRAISED DUCK 30X65GR;PPN_01;PPNM01
ESG3KOK030;KOKA SPICY MARINARA BOWL RICE NOODLE 12X70G;PPN_01;PPNM01
ESG3KOK031;KOKA SWEET CORN CREAMY SOUP CUP 12X60G;PPN_01;PPNM01
ESG3KOK032;KOKA MUSHROOM CREAMY SOUP CUP 12X60G;PPN_01;PPNM01
ESG3KOK033;KOKA VEGETABLE CREAMY SOUP CUP 12X60G;PPN_01;PPNM01
ESG3KOK034;KOKA MULTIGRAIN PURPLE FIVE SPICED DUCK CUP 12X65G;PPN_01;PPNM_08
ESG3KOK035;KOKA MULTIGRAIN PURPLE HOT MALA TOFU CUP 12X65G;PPN_01;PPNM_08
ESG3KOK036;KOKA MULTIGRAIN PURPLE PEPPER CRAB CUP 12X65G;PPN_01;PPNM_08
ESG4IND001;FRESH WINTER TRUFFLE;PPN_01;PPNM01
EUS2FAR001;FARMLAND BACON BELLY SLICED SILVER MEDAL 15 LB;PPN_01;PPNM01
EUS2FAR002;FARMLAND PORK TENDERLOIN VP14650,14616,14780;PPNK_08;PPNM_08
EUS2FAR003;FARMLAND ZIP HONEYTURKEY BREAST 16/10 OZ 070247 830449;PPN_01;PPNM01
EUS2HOR001;HORMEL LAYOUT BACON FILLET BLUE LABEL 20lb;PPN_01;PPNM01
EUS2LOL001;Frz US Butter 25kg;PPN_01;PPNM_01
EUS2MRA001;M/RANCHO FLOUR TORTILAS MED 10  604;PPN_01;PPNM_01
EUS2SYS001;Garden Burger Org. Veggie Patties 48/3.4oz;PPN_01;PPNM_01
EUS3CMB001;CAMPBELLS CHICKEN NOODLE 48/10.75 OZ 051000012517;PPN_01;PPNM_01
EUS3FLI001;LOC LIQUID SMOKED 1LTR;PPN_01;PPNM01
EUS3GER001;Geraldine Tuscan Rosemary Cheese Straws 12/4.5oz;PPN_01;PPNM_08
EUS3WRP001;W/ROSE WHOLE KERNEL SWEET CORN 24/15 OZ 074807 452485;PPN_01;PPNM_01
FAU4IGS001;KALUGA QUEEN SCHRENCKII CAVIAR 100GR;PPN_01;PPNM_08
FDE3HTB001;H. MIXED PICKLES 6X370ML;PPN_01;PPNM01
FDE3HTB002;H. GHERKIN 75/80  2x10.2 lt/tin;PPN_01;PPNM01
FDE3HTB003;H. CORNICHONS COCKTAIL 4X2650ML 4008100 142306;PPN_01;PPNM01
FDE3HTB004;H. GHERKINS 3X2650ML;PPN_01;PPNM01
FDE3HTB005;H. MIXED PICKLES 3X2650ML 4008100 170308;PPN_01;PPNM01
FDE3HTB006;H. CORNICHON COCKTAIL 12X370ML 4008 1731;PPN_01;PPNM01
FDE3HTB007;H. GHERKIN  12X370ML 038274 435242;PPN_01;PPNM01
FDE3HTB008;H. MILDESSA WINE  SAUERKRAUT 3X2650ML/2530GR  4008100150959;PPN_01;PPNM01
FDE3HTB009;H. CORNICHON COCKTAIL  3X2650ML 4008100 172302;PPN_01;PPNM01
FDE3HTB010;H. SANDWICHED GHERKINS SLICED 6 X 370GR;PPN_01;PPNM_08
FES1PES001;PESCAVIAR AVRUGA 120 GR;PPN_01;PPNM_08
FES1PES002;PESCAVIAR AVRUGA 350 GR;PPN_01;PPNM_08
FES1PES003;PESCAVIAR AVRUGA 900GR;PPN_01;PPNM_08
FES1PES004;PESCAVIAR AVRUGA 55GR;PPN_01;PPNM_08
FES3LAR001;LA RAMBLA EXTRA LIGHT OLIVE OIL 12X500ML 8433260301327;PPN_01;PPNM01
FES3LAR002;La Rambla Extra Light Olive Oil 12x1 lt 8433260301303;PPN_01;PPNM01
FES3LAR003;LA RAMBLA GRAPESEED OIL 12X500ML 8433260601328;PPN_01;PPNM01
FES3LAR004;LA RAMBLA GRAPESEED OIL 6X1LT 8433260601304;PPN_01;PPNM01
FES3LAR005;LA RAMBLA GREEN OLIVE STUFFED W/ NATURAL ANCHOVY 12X235GR 8433260504001;PPN_01;PPNM01
FES3LAR006;LA RAMBLA EXTRA VIRGIN OLIVE OIL 3X3LT 8433260101026;PPN_01;PPNM01
FES3LAR007;LA RAMBLA MANZANILLA GREEN OLIVES (WHOLE) 12X235G 8433260501000;PPN_01;PPNM01
FES3LAR008;LA RAMBLA GREEN PITTED OLIVES 6X3KG 8433260502014;PPN_01;PPNM01
FES3LAR009;LA RAMBLA OLIVE OIL 100% PURE 6X1LT 8433260201306;PPN_01;PPNM01
FES3LAR010;LA RAMBLA BALSAMICO DI MODENA VINEGAR 12X250ML 8433260405339;PPN_01;PPNM01
FES3LAR011;LA RAMBLA EXTRA LIGHT OLIVE OIL 6X1LT 8433260301303;PPN_01;PPNM01
FES3LAR012;LA RAMBLA APPLE VINEGAR 12X250ML 8433260403335;PPN_01;PPNM01
FES3LAR013;LA RAMBLA EXTRA LIGHT OLIVE OIL 12X500ML 8433260301327;PPN_01;PPNM01
FES3LAR014;LA RAMBLA RED WINE VINEGAR 3X5LT 8433260401003;PPN_01;PPNM01
FES3LAR015;LA RAMBLA BALSAMICO DI MODENA VINEGAR 3X5LT 8433260405001;PPN_01;PPNM01
FES3LAR016;LA RAMBLA NATURAL ARTICHOKES 12X415G 8433260702001;PPN_01;PPNM01
FES3LAR017;LA RAMBLA EXTRA VIRGIN OLIVE OIL 12X250ML 8433260101330;PPN_01;PPNM01
FES3LAR018;LA RAMBLA EXTRA VIRGIN OLIVE OIL 12X500ML 8433260101323;PPN_01;PPNM01
FES3LAR019;LA RAMBLA EXTRA VIRGIN OLIVE OIL 3X5LT 8433260101002;PPN_01;PPNM01
FES3LAR020;LA RAMBLA OLIVE OIL 100% PURE 12X500ML 8433260201320;PPN_01;PPNM01
FES3LAR021;LA RAMBLA OLIVE OIL 100% PURE 12X1LT 8433260201306;PPN_01;PPNM01
FES3LAR022;LA RAMBLA NATOLEA OLIVE POMACE OIL 3X5LT 8433260990019;PPN_01;PPNM01
FES3LAR023;LA RAMBLA MANZANILLA GREEN PITTED OLIVES 12X235G 8433260502007;PPN_01;PPNM01
FES3LAR024;LA RAMBLA BLACK PITTED OLIVES 12X235G 8433260503004;PPN_01;PPNM01
FES3LAR025;LA RAMBLA OLIVE OIL 100% PURE 3X5LT 8433260201009;PPN_01;PPNM01
FES3LAR026;LA RAMBLA EXTRA VIRGIN OLIVE OIL ARBEQUINA 6X500ML 8433260102320;PPN_01;PPNM01
FES3LAR027;LA RAMBLA EXTRA VIRGIN OLIVE OIL CORNICABRA 6X500ML 8433260103327;PPN_01;PPNM01
FES3LAR028;LA RAMBLA EXTRA VIRGIN OLIVE OIL PICUAL 6X500ML 843326010432;PPN_01;PPNM01
FES3LAR029;LA RAMBLA GREEN OLIVES STUFFED W/ NATURAL PIMENTO 12X235G 8433260505008;PPN_01;PPNM01
FES3LAR030;LA RAMBLA BLACK PITTED OLIVES 6X3KG 8433260503011;PPN_01;PPNM01
FES3LAR031;LA RAMBLA MARINATED ARTICHOKES 12X415G;PPN_01;PPNM01
FES3LAR032;LA RAMBLA EXTRA VIRGIN OLIVE OIL 280X20ML;PPN_01;PPNM01
FES3LAR033;LA RAMBLA SHERRY VINEGAR 12X250ML;PPN_01;PPNM01
FES3LAR034;LA RAMBLA EXTRA VIRGIN OLIVE OIL ORGANIC 6x500ML;PPN_01;PPNM01
FES3LAR035;LA RAMBLA EXTRA VIRGIN OLIVE OIL 6X1LT;PPN_01;PPNM01
FES3LAR036;LA RAMBLA APPLE VINEGAR 12X500ML;PPN_01;PPNM01
FES3LAR037;LA RAMBLA BALSAMICO DI MODENA GLAZE 12X250GR;PPN_01;PPNM01
FES3LAR038;LA RAMBLA VINAIGRETTE EV + BALSAMICO DI MODENA 12X250ML;PPN_01;PPNM01
FES3LAR039;LA RAMBLA QUEEN PITTED OLIVE 12X235GR;PPN_01;PPNM01
FES3LAR040;LA RAMBLA ARBEQUINA OLIVES 12X370GR;PPN_01;PPNM01
FES3LAR041;LA RAMBLA BLACK SLICED OLIVE 6X3KG;PPN_01;PPNM01
FES3LAR042;LA RAMBLA PREMIUM COCKTAIL ONIONS 12X345GR;PPN_01;PPNM01
FES3LAR043;LA RAMBLA LEMON JUICE 24X280ML;PPN_01;PPNM01
FES3LAR044;LA RAMBLA BLACK SLICED OLIVES 12X235GR;PPN_01;PPNM01
FES3LAR045;LA RAMBLA NONPARAILLES CAPERS 12X100GR;PPN_01;PPNM01
FES3LAR046;LA RAMBLA GRILLED ARTICHOKES 12X400GR;PPN_01;PPNM01
FES3LAR047;LA RAMBLA ORGANIC UNFILTERED APPLE VINEGAR 12X500ML;PPN_01;PPNM_08
FES3MSP001;MSP BALSAMICO VINEGAR 500ML;PPN_01;PPNM01
FFR3BRD001;BRD PORCINI POWDER 130GR;PPN_01;PPNM01
FFR3BRD002;BRD PORCINI POWDER 160GR;PPN_01;PPNM01
FFR3FAL001;FALLOT DIJOT MUSTARD 1KG;PPN_01;PPNM_08
FFR3FAL002;FALLOT MUSTARD EN GRAIN 1KG;PPN_01;PPNM01
FFR3FAL003;FALLOT DIJON MUSTARD 1KG;PPN_01;PPNM01
FFR3FAL004;FALLOT EXTRA FINE GHERKINS 21CL;PPN_01;PPNM01
FID3BUL001;MINYAK GORENG KUNCI MAS 12 X 900ML;PPNK_08;PPNM_08
FID3BUL002;MINYAK GORENG KITA 1 L;PPNK_08;PPNM_08
FID3CIA001;CIAO RED KIDNEY BEANS 24X400GR;PPN_01;PPNM_08
FID3FID001;SHABURI BLACK PEPPER SAUCE 20 X 500GR;PPN_01;PPNM01
FID3FID002;MY TASTE BBQ SAUCE 20 X 500GR;PPN_01;PPNM_08
FID3FID003;MY TASTE MUSHROOM SAUCE 20 X 500GR;PPN_01;PPNM_08
FID3FID004;MY TASTE TERIYAKI SAUCE 20 X 500GR;PPN_01;PPNM_08
FID3FID005;MY TASTE BLACK PEPPER SAUCE 20 X 500GR;PPN_01;PPNM_08
FID3HZI001;HEINZ CHILI 24 X 320 GR;PPN_01;PPNM01
FID3HZI002;HEINZ TOMATO KETCHUP 24 X 300GR;PPN_01;PPNM01
FID3KBE001;KOBE MAPPLE SYRUP 10 PCS X 1KG;PPN_01;PPNM_08
FID3KEW001;KEWPIE SAUS MANIS VANILLA STRAWBERRY 6X1KG;PPN_01;PPNM_08
FID3KEW002;KEWPIE BANANA CHOCOLATE SPREAD 24 X 150GR;PPN_01;PPNM01
FID3KEW003;KEWPIE VANILLA STRAWBERRY SPREAD 24 X 150GR;PPN_01;PPNM01
FID3KEW004;KEWPIE COFFEE CHOCOLATE 24 X 150GR;PPN_01;PPNM01
FID3KEW005;KEWPIE VANILLA PINEAPPLE SPREAD 24 X 150GR;PPN_01;PPNM01
FID3KEW006;KEWPIE ORANGE CHOCOLATE SPREAD 24 X 150GR;PPN_01;PPNM01
FID3KEW007;KEWPIE VANILLA MATCHA SPREAD 24 X 150GR;PPN_01;PPNM01
FID3KEW008;KEWPIE MAYONNAISE ORIGINAL 24 X 6 X 3 X 15GR 3300501107;PPN_01;PPNM01
FID3KEW009;KEWPIE SALAD DRESSING WIJEN 24 X 6 X 2 X 25ML 3300502112;PPN_01;PPNM01
FID3KEW010;KEWPIE SALAD DRESSING KECAP 24 X 6 X 2 X 25ML 3300502113;PPN_01;PPNM01
FID3KEW011;KEWPIE SALAD DRESSING TOMAT PEDAS 24 X 6 X 2 X 25ML 3300502114;PPN_01;PPNM01
FID3KEW012;KEWPIE SALAD DRESSING CAESAR 24 X 6 X 2 X 25ML 3300502115;PPN_01;PPNM01
FID3KEW013;KEWPIE SALAD DRESSING THOUSAND ISLAND 24 X 6 X 2 X 25ML 3300502116;PPN_01;PPNM01
FID3KEW014;KEWPIE SANDWICH CHEESE SPREAD 24 X 150GR;PPN_01;PPNM_08
FID3KEW015;KEWPIE SANDWICH ORIGINAL SPREAD 24 X 150GR;PPN_01;PPNM_08
FID3KEW016;KEWPIE SALAD DRESSING GRATED ONION 6X1KG;PPN_01;PPNM01
FID3KEW017;KEWPIE MAYO BASE TYPE 2X5KG;PPN_01;PPNM_08
FID3KEW018;KEWPIE SALAD DRESSING ROASTED SESAME 12X500ML;PPN_01;PPNM_08
FID3KIK001;KIKKOMAN KECAP ASIN 5 LTR;PPN_01;PPNM_08
FID3KIK002;KIKKOMAN KECAP ASIN 18 LTR;PPN_01;PPNM_08
FID3KIK003;KIKKOMAN KECAP ASIN 2 LTR;PPN_01;PPNM01
FID3LOC001;PASTA PANDAN 60ML, 1X12 BOTOL;PPN_01;PPNM_08
FID3LOC002;PASTA COCOPANDAN 60ML, 1X12;PPN_01;PPNM_08
FID3MTN001;MATNA SOEGOGI DASHIDA BEEF 10 X 1KG;PPN_01;PPNM01
FID3PRO001;PROSTEAK BBQ SAUCE;PPN_01;PPNM01
FID3PRO002;PROSTEAK BLACK PEPPER SAUCE;PPN_01;PPNM01
FID3PRO003;PROSTEAK BROWN SAUCE;PPN_01;PPNM01
FID3PRO004;PROSTEAK GRAVY SAUCE;PPN_01;PPNM01
FID3PRO005;PROSTEAK JAPANESE SAUCE;PPN_01;PPNM01
FID3PRO006;PROSTEAK MARINATED STEAK SAUCE;PPN_01;PPNM01
FID3PRO007;PROSTEAK ORIENTAL MUSHROOM SAUCE;PPN_01;PPNM01
FID3PRO008;PROSTEAK PONZU SAUCE;PPN_01;PPNM01
FID3PRO009;PROSTEAK SAUCE STEAK;PPN_01;PPNM01
FID3PRO010;PROSTEAK SHITAKE MUSHROOM SAUCE;PPN_01;PPNM01
FID3PRO011;PROSTEAK TERIYAKI SAUCE;PPN_01;PPNM01
FID3PRO012;PROSTEAK YAKINIKU SAUCE;PPN_01;PPNM01
FID3PRO013;PROSTEAK BULGOGI SAUCE;PPN_01;PPNM01
FID3PRO014;PROSTEAK GALBI SAUCE;PPN_01;PPNM01
FID3TSM001;STH TASTE-ME OYSTER SAUCE 24 X 250GR;PPN_01;PPNM01
FID3TSM002;STH TASTE-ME OYSTER SAUCE 12 X 510GR;PPN_01;PPNM01
FID3TSM003;STH TASTE-ME OYSTER SAUCE 12 X 750GR;PPN_01;PPNM01
FID3TSM004;STH TASTE-ME OYSTER SAUCE 6 X 2268GR;PPN_01;PPNM01
FID3TSM005;STH BAK KUT THE 72 X 116GR;PPN_01;PPNM01
FID3TSM006;STH SESAME OIL 12 X 210ML;PPN_01;PPNM01
FID3TSM007;STH SESAME OIL 12 X 375ML;PPN_01;PPNM01
FID3TSM008;STH SESAME OIL 12 X 750ML;PPN_01;PPNM01
FID3TSM009;STH TASTE-ME SAUCE SAMBAL (BIRD EYE CHILI SAUCE) 24 X 180GR;PPN_01;PPNM01
FID3TSM010;STH TASTE-ME SAMBAL TUMIS PASTE 24 X 120GR;PPN_01;PPNM01
FID3TSM011;STH TASTE-ME CHICKEN CURRY PASTE 24 X 120GR;PPN_01;PPNM01
FID3TSM012;STH TASTE-ME HAINANESE CHICKEN PASTE 24 X 100GR;PPN_01;PPNM01
FID3TSM013;STH SESAME OIL 8 PCS X 2 LTR;PPN_01;PPNM_08
FIN01.LOC.011;BABY OCTOPUS;PPN_01;PPNM_08
FIN3FFS001;D-PIZZA SAUCE CONCENTRATE (6NX 3.17KG);PPN_01;PPNM01
FIT3BER001;BERNI GREEN STUFFED OLIVES 310G;PPN_01;PPNM01
FIT3CIA001;CIAO PEELED TOMATOES 6X2550 GR;PPN_01;PPNM01
FIT3CIA002;CIAO PEELED TOMATOES 12X800 GR;PPN_01;PPNM01
FIT3CIA003;CIAO PEELED TOMATOES 24X400 GR;PPN_01;PPNM01
FIT3CIA004;CIAO PIZZA SAUCE 3X4100 GR;PPN_01;PPNM01
FIT3CIA005;CIAO TOMATO PASTE 28/30 12X800 GR;PPN_01;PPNM01
FIT3CIA006;CIAO TOMATO PASTE 28/30  48X210 GR;PPN_01;PPNM01
FIT3CIA007;CIAO TOMATO PASTE 28/30  100X70GR;PPN_01;PPNM01
FIT3CIA008;CIAO TOMATO PASTE 18/20  100X70GR;PPN_01;PPNM01
FIT3CIA009;CIAO CHOPPED TOMATOES 24X400GR EASY OPEN;PPN_01;PPNM01
FIT3CIA010;CIAO CHOPPED TOMATOES 12X800GR;PPN_01;PPNM01
FIT3CIA011;CIAO WHITE BEANS 24X400GR;PPN_01;PPNM_08
FIT3CIA012;CIAO SWEET CORN 12X326GR;PPN_01;PPNM_08
FIT3CRN001;CR KALAMATA OLIVES 1650GR;PPN_01;PPNM01
FIT3DEC001;DE CECCO EXTRA VIRGIN OLIVE OIL SOL2002 12X500ML;PPN_01;PPNM01
FIT3DEC002;DE CECCO EXTRA VIRGIN OLIVE OIL COL8001 2X5LTR;PPN_01;PPNM01
FIT3GEO001;GEOFOODS TRUFFLE SAUCE 500GR/JAR;PPN_01;PPNM_08
FIT3IFF001;HULALA WHIPPING 1000ML;PPN_01;PPNM01
FIT3IFF002;HULALA WHIPPING 500ML;PPN_01;PPNM01
FIT3IFF003;HULALA WHIPPING 200ML;PPN_01;PPNM01
FIT3IFF004;HULALA PRISTINE COOKING GRAN CUCINA 1000ML;PPN_01;PPNM01
FIT3IFF005;GRAN CUCINA COOKING 500GR;PPN_01;PPNM01
FIT3IFF006;GRAN CUCINA 200GR;PPN_01;PPNM01
FIT3IFF007;GRAN CUCINA BESCIAMELLA 500GR;PPN_01;PPNM01
FIT3IFF008;GRAN CUCINA BESCIAMELLA 200GR;PPN_01;PPNM01
FIT3IFF009;HULALA SPRAY 250GR;PPN_01;PPNM01
FIT3SAL001;SALVADORI EXTRA VIRGIN OLIVE OIL 12 X 1L;PPN_01;PPNM_08
FIT3SAL002;SALVADORI EXTRA VIRGIN OLIVE OIL 4 X 5L PET;PPN_01;PPNM_08
FIT3SAL003;SALVADORI POMACE OLIVE OIL 4 X 5L;PPN_01;PPNM_08
FIT3URB001;URBANI WHITE TRUFFLE OIL 250ML;PPN_01;PPNM01
FIT3URB002;URBANI TRUFFLE SAUCE 500GR/JAR;PPN_01;PPNM01
FJP3SOR001;OROSHI SHABU SHABU NO TARE  2X12BTLX215GR/BDL;PPN_01;PPNM_01
FJP3SOR002;ONIKU NANDEMO SHOGA YAKI 2X12BTLX150GR/DBL;PPN_01;PPNM_01
FJP3SOR003;HOKKAIDO NO TAREYA GYUDON NO TARE 2X12BTLX250GR/BDL;PPN_01;PPNM_01
FJP3SOR004;SURIOROSHI SHOGA YAKI NO TARE 2X10BTLX200GR/BDL;PPN_01;PPNM_01
FJP3SOR005;SHABU SHABU NO TARE GOMA 24BTLX220GR;PPN_01;PPNM_01
FJP3SOR006;TOKUSEN SUKIYAKI NO TARE  24BTLX230GR;PPN_01;PPNM01
FJP3SOR007;HOKKAIDO NO TAREYA TENDON NO TARE 2X12BTLX265GR/BDL;PPN_01;PPNM_01
FJP3SOR008;HOKKAIDO BIFUTEKI SAUCE 2X12BTLX170GR/BDL;PPN_01;PPNM_01
FJP3SOR009;HOKKAIDO SAN DAIKON OROSHI IRI PONZU TARE 2x12BTLX210GR/BDL;PPN_01;PPNM_01
FKR3JSG001;JINSUNG BULGOGI MARINADE SAUCE 20BTL X 500GR;PPN_01;PPNM_08
FKR3JSG002;JINSUNG KALBI MARINADE SAUCE 20BTL X 500GR;PPN_01;PPNM_08
FKR3JSG003;JINSUNG SEAFOOD SAUCE 12BTL X 250GR;PPN_01;PPNM_08
FKR3JSG004;JINSUNG PONZ SAUCE 12BTL X 241GR;PPN_01;PPNM_08
FKR3JSG005;JINSUNG TOPOKKI SAUCE (SWEET & SPICY) 235X20 BTL;PPN_01;PPNM_08
FKR3JSG006;JINSUNG BRAISED FISH (BOILED FISH) SAUCE 220X20 BTL;PPN_01;PPNM_08
FKR3JSG007;JINSUNG VERSATILE STIR-FRIED SAUCE 220 X20 BTL;PPN_01;PPNM_08
FKR3JSG008;JINSUNG STIR-FRIED CHICKEN SAUCE 220 X 20 BTL;PPN_01;PPNM_08
FKR3JSG009;JINSUNG BULGOGI MARINADE SAUCE 12BTL X 500GR;PPN_01;PPNM01
FKR3JSG010;JINSUNG KALBI MARINADE SAUCE 12BTL X 500GR;PPN_01;PPNM01
FRZ.BAR.001;FRZ BARAKUDA FILLET;PPN_01;PPNM_08
FRZ.CHN.PRK;FRZ PAPRIKA MIXED SLICE;PPN_01;PPNM_08
FSG2CHT001;CHINATOWN ORIENTAL MANTAU CHOCOLATE 12X330GM 8888773275021;PPN_01;PPNM01
FSG2CHT002;CHINATOWN ORIENTAL MANTAU PANDAN 12X330GM 8888773275038;PPN_01;PPNM01
FSG2CHT003;CHINATOWN ORIENTAL MANTAU PLAIN 12X330GM 8888773275014;PPN_01;PPNM01
FSG2CHT004;CHINA TOWN ROTI PRATA FRENCH ONION 24X6X52GR 8888773260010;PPN_01;PPNM01
FSG2CHT005;ROTI PRATA PLAIN 24X6X52GR 8888773 310012;PPN_01;PPNM01
FSG2CHT006;ROTI PRATA SPRING ONION 24X6X52GR 8888773 260027;PPN_01;PPNM01
FSG2FOR001;HONGKONG NODDLES 30X500GM 8888090 148114;PPN_01;PPNM01
FSG2FOR002;HOKKIEN ROUND 24X500GM 8888090148039;PPN_01;PPNM01
FSG2FOR003;SPRING ROLL SKIN @40 PKT;PPN_01;PPNM01
FSG2FOR004;SPRING ROLL SKIN 5 INCH @40PKT;PPN_01;PPNM01
FSG2IGS001;KALUGA QUEEN SCHRENCKII CAVIAR 30GR;PPN_01;PPNM_08
FSG3IGS001;KRESSI VINEGAR 1 LT;PPN_01;PPNM01
FSG3IND001;D-PIZZA SAUCE CONCENTRATE 6X3.17 KG;PPN_01;PPNM01
FSG3IND002;KALUGA QUEEN BAERI CAVIAR 250GR;PPN_01;PPNM01
FSG3IND003;URBANI WHITE TRUFFLE OIL 55ML (OBELISK BOTTLE);PPN_01;PPNM01
FSG3IND004;KALUGA QUEEN SCHRENCKI CAVIAR MASTER TIN 1.8KG;PPN_01;PPNM_08
FSG3MED001;MEDELLA COCONUT COOKING OIL 10X1.9L;PPN_01;PPNM01
FSG3MED002;MEDELLA COCONUT COOKING OIL 12X1.0L;PPN_01;PPNM01
FSG4IGS001;KALUGA QUEEN SCHRENCKII CAVIAR 250GR;PPN_01;PPNM_08
FSG4IGS002;KALUGA QUEEN BELUGA CAVIAR 250GR;PPN_01;PPNM_08
FSG4IGS003;KALUGA QUEEN SCHRENCKII CAVIAR 50G;PPN_01;PPNM_08
FSG4IGS004;KALUGA QUEEN BELUGA CAVIAR 100GR;PPN_01;PPNM01
FSG4IND001;KALUGA QUEEN OSCIETRA CAVIAR 500GR;PPN_01;PPNM_08
FUS1KEN001;KENS EXTRA HEAVY MAYONNAISE 900ML;PPN_01;PPNM01
FUS1KEN002;KENS EXTRA HEAVY MAYONNAISE 4/1 GAL;PPN_01;PPNM01
FUS1KEN003;KENS BARBECUE SAUCE 4X1 GAL;PPN_01;PPNM01
FUS1KEN004;KENS HICKORY BBQ SAUCE 4X1 GAL;PPN_01;PPNM01
FUS1KEN005;KENS BARBECUE SAUCE 900 ML;PPN_01;PPNM01
FUS1KEN006;KENS SWEET BABY RAY'S HONEY BBQ SAUCE 4X1 GAL;PPN_01;PPNM01
FUS1KEN007;KENS SWEET BABY RAY'S ORIGINAL BBQ SAUCE 4X1 GAL;PPN_01;PPNM01
FUS1KEN008;OJ BBQ SAUCE 4X1 GAL;PPN_01;PPNM01
FUS1PAL001;WHITE SAUCE HALAL GUYS 16 X 32OZ;PPN_01;PPNM_08
FUS1PAL002;HOT SAUCE HALAL GUYS 16 X 32OZ;PPN_01;PPNM_08
FUS1RIC001;RICH WHIP TOPPING 12 X 907 GR;PPN_01;PPNM01
FUS1RIC002;AVOSET (RICH) NON-DAIRY PASTRY TOPPING 12 X 907;PPN_01;PPNM01
FUS2DIA001;"DIANA FRZ SNACK FLOUR TORTILLAS 6"" 12OZ";PPN_01;PPNM_08
FUS2DIA002;"DIANA FRZ REGULAR FLOUR TORTILLAS 8"" 16OZ";PPN_01;PPNM_08
FUS2DIA003;"DIANA FRZ MED FLOUR TORTILLAS 10"" 22OZ";PPN_01;PPNM_08
FUS2DIA004;"DIANA FRZ WHITE CORN TORTILLAS 6"" 30OZ";PPN_01;PPNM_08
FUS2DIA005;"DIANA FRZ WHITE CORN TORTILLAS 6"" 40OZ";PPN_01;PPNM_08
FUS2DIA006;"DIANA FRZ YELLOW CORN TORTILLAS 6"" 40OZ";PPN_01;PPNM_08
FUS2DIA007;"DIANA FRZ LARGE FLOUR TORTILLAS 12"" 35OZ";PPN_01;PPNM01
FUS2DIA008;"DIANA FRZ SPINACH TORTILLA 12"" 35OZ";PPN_01;PPNM01
FUS2DIA009;"DIANA FRZ TOMATO BASIL TORTILLA 12"" 35OZ";PPN_01;PPNM01
FUS2DIA010;"DIANA FRZ SPINACH TORTILLA 10"" 22OZ";PPN_01;PPNM01
FUS2DIA011;"DIANA FRZ TOMATO BASIL TORTILLA 10"" 22OZ";PPN_01;PPNM01
FUS2LAW001;Lawry's Seasoning Salt 5lb;PPN_01;PPNM01
FUS2NOS001;NORPAC FLAV-R-PAC COB CORN 12/8-E14527;PPN_01;PPNM_01
FUS2RAM001;604 US. Ramona Flour Tortillas 10'';PPN_01;PPNM01
FUS2RAM002;602 RAMONA WHITE FLOUR TORTILA 6 10/12 oz;PPN_01;PPNM01
FUS2RAM003;"602 RAMONA FLOUR TORTILLA 6"", (10pack/ ctn)";PPN_01;PPNM01
FUS2RAM004;503 Frz Ramona White Corn Tortillas 6 6 oz per dozen (6 oz), (8pack/ ctn);PPN_01;PPNM01
FUS2RAM005;504 Frz Ramona White Corn Tortillas 8 oz, (8pack/ctn);PPN_01;PPNM01
FUS2RAM006;510 Frz Ramona Yellow Corn Tortillas 8 oz, (8pack/ctn);PPN_01;PPNM01
FUS2RAM007;603 Frz Ramona Flour Tortilla's 8 20 dzn (8, 20pack/ctn);PPN_01;PPNM01
FUS2RAM008;604 Frz Ram Tortillas Med Flour 10 inch20/27 oz;PPN_01;PPNM01
FUS2TYS001;7705 Frozen Flour Tortillas, 8  20/1 dzn;PPN_01;PPNM_01
FUS3BRF001;Louisiana Gold (Red) Sauce, 6/12/57ml;PPN_01;PPNM01
FUS3BRF002;Louisiana Gold (Green) Sauce, 6/12/57ml;PPN_01;PPNM01
FUS3BRF003;Louisiana American Style Hickory BBQ 6 x 64 fl.oz;PPN_01;PPNM01
FUS3BRF004;Louisiana Widly Wicked Wing Sauce 6 x 64 fl.oz;PPN_01;PPNM01
FUS3CHP001;CHEF PAUL BARBECUE MAGIC 6/5.5OZ;PPN_01;PPNM01
FUS3CHP002;CHEF PAUL SALMON MAGIC 6/7OZ;PPN_01;PPNM01
