ID;ADDRESS;ROOM;warehousename;NO PALLET;LOCATION;CODE;ITEM DESCRIPTION;BOOKING;BRAND;ME/EST;CATEGORI;ITEM CODE;CTN;PCS;KGS;PKD;EXP;OWNER;NO CONT;REMARKS
A02937;B3;G03;B3G03;B3G03-R06-08-D1;G3-6-08-D1;94;AUS FRZ BEEF KNUCKLE S GF ANGUS;FREE;KILCOY (EBONY);EST 640;AUS 2ND;AAU2HRV056;30;;622.70;29/03/22;;CKI 24/05/22;SEGU 9692383 (40 FEET);
A02938;B3;G03;B3G03;B3G03-R06-08-D2;G3-6-08-D2;134;AUS FRZ DESINEWED MINCED BEEF (A-FTM 70 CL);INDOKULINA;TEYS;EST 294;AUS 2ND;AAU2TYB009;30;;816.00;09/12/22;09/12/24;IMS 04/03/23;MNBU 4319181 (40 FEET);
A02939;B3;G03;B3G03;B3G03-R06-09-D1;G3-6-09-D1;109;AUS FRZ BEEF TAIL S;FREE;SWIFT;EST 688;AUS 2ND;AAU2JBS011;40;;613.10;16/05/22;;IMS 07/07/22;OOLU 3941131 (20 FEET);70714
A02940;B3;G03;B3G03;B3G03-R06-09-D2;G3-6-09-D2;83;AUS FRZ STRIPLOIN PR 5 KG UP IW/VAC;FREE;HUNTER VALLEY;EST 262;AUS PR CUT;AAU2JBS020;25;;494.05;07/07/22;;IN 26/08/22;OOLU 2065970 (20 FEET);EX CHILLED
A02941;B3;G03;B3G03;B3G03-R06-10-D1;G3-6-10-D1;85;AUS FRZ BEEF OP RIB B/IN S BA (TOMAHAWK CUT) 3-4 TULANG;FREE;MULWARRA;EST 1265;AUS 2ND;AAU2OAK020;11;;104.30;11/03/23;;IN 28/03/23;A/F;EX CHILLED
A02942;B3;G03;B3G03;B3G03-R06-10-D2;G3-6-10-D2;166;NZ FRZ BEEF LIPS;FREE;AFFCO;ME 32;NZ 2ND;ANZ2AFF037;28;;761.60;20/07/22;26/06/24;IGU 15/10/22;MEDU 9756521 (40 FEET);
A02944;B3;G03;B3G03;B3G03-R06-11-D2;G3-6-11-D2;136;AUS FRZ BEEF FAT TRIMMINGS S GF @ 23 KG;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAU2JCK059;30;;690.00;21/02/23;;IMS 12/04/23;CRLU 6213299 (40 FEET);JC 8015
A02945;B3;G03;B3G03;B3G03-R06-12-D1;G3-6-12-D1;38;AUS FRZ STRIPLOIN A 4 KG UP IW/VAC;FREE;HARVEY;EST 648;AUS PR CUT;AAU2JBS020;26;;541.34;17/11/22;;IGU 27/12/22;KKTU 1076686 (40 FEET);EX CHILLED
A02946;B3;G03;B3G03;B3G03-R06-12-D2;G3-6-12-D2;7;AUS FRZ WAGYU BEEF RIBEYE MB 6-7(LONG CUT);FREE;THE PHOENIX;EST 203;WAGYU;AAU2SEC075;20;;392.23;08/07/22;;IN 07/10/22;A/F;EX CHILLED
A02947;B3;G03;B3G03;B3G03-R06-13-D1;G3-6-13-D1;136;AUS FRZ BEEF BODY FAT;FREE;BORTHWICKS;EST 67;AUS 2ND;AAU2SWF007;30;;751.95;19/08/22;18/08/24;SCA 23/12/22;SEGU 9962792 (40 FEET);ZCB144
A02948;B3;G03;B3G03;B3G03-R06-13-D2;G3-6-13-D2;173;AUS FRZ BRISKET B/IN;TOKO TANI;WMPG;EST 89;AUS 2ND;AAU2WMP005;25;;414.30;16/08/21;16/08/23;SCA 17/10/21;MNBU 9048360 (40 FEET);KODE 91197
A02949;B3;G03;B3G03;B3G03-R06-13-D2;G3-6-13-D2;70;AUS FRZ TENDERLOIN YP MSA SS/OFF 1,8 KG UP;FREE;REDGUM;EST 262;AUS PR CUT;AAU2JBS018;35;;538.13;21/11/22;;IN 24/12/22;OOLU 6431492 (40 FEET);
A02950;B3;G03;B3G03;B3G03-R06-14-D1;G3-6-14-D1;166;NZ FRZ BEEF LIPS;FREE;AFFCO;ME 32;NZ 2ND;ANZ2AFF037;9;;244.80;16/05/22;15/05/24;SCA 28/07/22;SEKU 9051276 (40 FEET);
A02951;B3;G03;B3G03;B3G03-R06-14-D1;G3-6-14-D1;94;AUS FRZ BEEF KNUCKLE B;FREE;ECT;EST 486;AUS 2ND;AAU2HRV056;20;;445.40;02/06/22;01/06/24;SCA 16/07/22;HLBU 9631927 (40 FEET);
A02954;B3;G03;B3G03;B3G03-R06-01-E2;G3-6-01-E2;168;NZ FRZ BEEF KNUCKLE C IW/VAC;FREE;ANZCO;ME 119;NZ 2ND;ANZCMP004;30;;629.16;18/02/22;17/02/24;CKI 12/07/22;PCIU 5829643(20 FEET);
A02955;B3;G03;B3G03;B3G03-R06-02-E1;G3-6-02-E1;7;AUS FRZ WAGYU BEEF KNUCKLE MB 9+;FREE;BLACKMORE;EST 1265;WAGYU;AAU2BLA005;1;;16.81;08/04/22;07/04/24;CKI 31/05/22;TEMU 9330400 (40 FEET);DATA BARU
A02956;B3;G03;B3G03;B3G03-R06-02-E1;G3-6-02-E1;10;AUS FRZ WAGYU BEEF SHIN SHANK MB 9+;FREE;BLACKMORE;EST 1265;WAGYU;AAU2BLA002;8;;104.06;13/05/22;12/05/24;BWN 14/07/22;CXRU 1059014 (40 FEET);DATA BARU
A02957;B3;G03;B3G03;B3G03-R06-02-E1;G3-6-02-E1;7;AUS FRZ WAGYU BEEF TOPSIDE CAP OFF MB 9+;GRAND HYATT;BLACKMORE;EST 1265;WAGYU;AAU2BLA003;3;;54.05;14/10/22;13/10/24;IGU 25/11/22;SEGU 9313880 (40 FEET);DATA BARU
A02958;B3;G03;B3G03;B3G03-R06-02-E2;G3-6-02-E2;168;NZ FRZ BEEF KNUCKLE C IW/VAC;FREE;ANZCO;ME 119;NZ 2ND;ANZCMP004;30;;623.20;18/02/22;17/02/24;CKI 12/07/22;PCIU 5829643(20 FEET);
A02959;B3;G03;B3G03;B3G03-R06-03-E1;G3-6-03-E1;85;AUS FRZ SHORTLOIN B/IN S GF MB 2+;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAUJCK065;25;;551.32;12/08/22;;IGU 05/11/22;BMOU 8715039 (40 FEET);
A02960;B3;G03;B3G03;B3G03-R06-03-E2;G3-6-03-E2;166;NZ FRZ BEEF LIPS;FREE;AFFCO;ME 42;NZ 2ND;ANZ2AFF037;24;;652.80;16/05/22;15/05/24;SCA 28/07/22;SEKU 9051276 (40 FEET);
A02962;B3;G03;B3G03;B3G03-R06-04-E2;G3-6-04-E2;38;AUS FRZ STRIPLOIN A 4 KG UP IW/VAC;FREE;HARVEY;EST 648;AUS PR CUT;AAU2JBS020;25;;504.89;06/10/22;;IGU 03/11/22;BMOU 8704625 (40 FEET);EX CHILLED
A02964;B3;G03;B3G03;B3G03-R06-05-E2;G3-6-05-E2;;NZ FRZ BEEF OUTER BODY FAT;FREE;ANZCO;ME 119;NZ 2ND;ANZ2ALL043;30;;600.00;16/09/22;16/09/24;SCA 11/12/22;KKTU 6057897 (20 FEET);
A02965;B3;G03;B3G03;B3G03-R06-06-E1;G3-6-06-E1;166;NZ FRZ BEEF LIPS;FREE;ALLIANCE;ME 136;NZ 2ND;ANZ2AFF037;25;;680.00;22/11/22;;CKI 13/04/23;MSDU 9026095 (40 FEET);90840
A02966;B3;G03;B3G03;B3G03-R06-06-E2;G3-6-06-E2;;NZ FRZ BEEF OUTER BODY FAT;FREE;ANZCO;ME 119;NZ 2ND;ANZ2ALL043;30;;600.00;16/09/22;16/09/24;SCA 11/12/22;KKTU 6057897 (20 FEET);
A02967;B3;G03;B3G03;B3G03-R06-07-E1;G3-6-07-E1;104;AUS FRZ BRISKET B/IN;FREE;BORRELLO;EST 2219;AUS 2ND;AAU2BRL003;25;;472.94;22/12/21;;IGU 30/03/22;PCIU 6087965(40 FEET);JC2503
A02968;B3;G03;B3G03;B3G03-R06-07-E2;G3-6-07-E2;77;AUS FRZ RIBEYE ROLL PR GF MB 1 UP IW/VAC;FREE;AMH BLACK (BEEF CITY BLACK);EST 170;AUS PR CUT;AAU2AMH014;35;;553.00;23/07/21;;IN 12/09/21;CRSU 5013389 (40 FEET);
A02969;B3;G03;B3G03;B3G03-R06-08-E1;G3-6-08-E1;7;AUS FRZ WAGYU BEEF STRIPLOIN GRASS FED MB 2 UP;FREE;BORTHWICKS;EST 67;WAGYU;AAU2SEC050;30;;399.32;18/10/22;07/03/23;IN 29/12/22;OOLU 3963357 (40 FEET);EX CHILLED
A02971;B3;G03;B3G03;B3G03-R06-09-E1;G3-6-09-E1;;NZ FRZ PS-FLAT IW ( OUTSIDE FLAT );FREE;ANZCO;ME 43;NZ 2ND;ANZ2ALL035;29;;537.90;14/02/22;;SCA 26/07/22;PCIU 5837690 (20 FEET);
A02972;B3;G03;B3G03;B3G03-R06-09-E2;G3-6-09-E2;148;AUS FRZ CHUCK ROLL B IW;FREE;ECT;EST 486;AUS 2ND;AAU2THR026;30;;692.50;17/01/23;15/01/25;CKI 25/02/23;HLBU 9684402 (40 FEET);
A02973;B3;G03;B3G03;B3G03-R06-10-E1;G3-6-10-E1;63;AUS FRZ BEEF LUNG;FREE;HUNTER VALLEY;EST 262;AUS 2ND;AUS2JBS017;17;;327.15;02/09/22;;IMS 28/10/22;TTNU 8068710 (40 FEET);
A02974;B3;G03;B3G03;B3G03-R06-10-E2;G3-6-10-E2;104;AUS FRZ BRISKET B/IN;FREE;BORRELLO;EST 2219;AUS 2ND;AAU2BRL003;25;;485.62;22/12/21;;IGU 30/03/22;PCIU 6087965(40 FEET);
A02975;B3;G03;B3G03;B3G03-R06-11-E1;G3-6-11-E1;148;AUS FRZ BEEF HEAD MEAT;FREE;TEYS;EST 294;AUS 2ND;AAU2TEY005;10;;272.00;12/07/22;12/07/24;BWN 23/08/22;HLBU 9466484 (20 FEET);
A02976;B3;G03;B3G03;B3G03-R06-11-E2;G3-6-11-E2;77;AUS FRZ RIBEYE A 3,1 KG UP;FREE;OAKEY;EST 558;AUS PR CUT;AAU2HRV073;25;;331.59;07/07/22;;IN 08/09/22;SUDU 8017610 (40 FEET);EX CHILLED
A02977;B3;G03;B3G03;B3G03-R06-12-E1;G3-6-12-E1;136;AUS FRZ BEEF FAT TRIMMINGS S GF @ 23 KG;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAU2JCK059;30;;690.00;21/02/23;;IMS 12/04/23;CRLU 6213299 (40 FEET);JC 5810
A02978;B3;G03;B3G03;B3G03-R06-12-E2;G3-6-12-E2;83;AUS FRZ STRIPLOIN PR 5 KG UP IW/VAC;FREE;SWIFT;EST 195;AUS PR CUT;AAU2JBS020;18;;318.82;12/09/22;;IN 24/10/22;OOLU 3679179 (40 FEET);EX CHILLED
A02982;B3;G03;B3G03;B3G03-R06-14-E2;G3-6-14-E2;166;NZ FRZ BEEF LIPS;FREE;AFFCO;ME 32;NZ 2ND;ANZ2AFF037;25;;680.00;16/05/22;15/05/24;SCA 28/07/22;SEKU 9051276 (40 FEET);
A02985;B3;G03;B3G03;B3G03-R06-02-F1;G3-6-02-F1;77;AUS FRZ RIBEYE PR 3,1 KG UP;FREE;HUNTER VALLEY;EST 262;AUS PR CUT;AAU2HRV073;21;;351.73;17/08/22;;IN 26/08/22;OOLU 3876967 (40 FEET);EX CHILLED
A02986;B3;G03;B3G03;B3G03-R06-02-F2;G3-6-02-F2;63;AUS FRZ BEEF LUNG LOBES;FREE;HARVEY;EST 648;AUS 2ND;AUS2JBS017;12;;185.10;12/10/22;;CKI 06/11/22;TCLU 1392856 (40 FEET);
A02987;B3;G03;B3G03;B3G03-R06-03-F1;G3-6-03-F1;166;NZ FRZ BEEF LIPS;FREE;ANZCO;ME 78;NZ 2ND;ANZ2AFF037;25;;680.00;29/08/22;29/08/24;CKI 18/10/22;TCLU 1915288 (40 FEET);
A02988;B3;G03;B3G03;B3G03-R06-03-F2;G3-6-03-F2;104;AUS FRZ BRISKET B/IN PLATE;FREE;QBP;EST 194;AUS 2ND;AAU2GRM011;29;;436.75;28/04/22;;IGU 14/06/22;PCIU 6084740 (40 FEET);
A02991;B3;G03;B3G03;B3G03-R06-05-F1;G3-6-05-F1;7;AUS FRZ WAGYU BEEF STRIPLOIN GRASS FED MB 2 UP;FREE;BORTHWICKS;EST 67;WAGYU;AAU2SEC050;18;;228.88;25/11/22;07/03/23;IN 29/12/22;OOLU 3963357 (40 FEET);EX CHILLED
A02993;B3;G03;B3G03;B3G03-R06-06-F1;G3-6-06-F1;132;AUS FRZ BEEF TRIMMING 50 CL S GF;FREE;KILCOY;EST 640;AUS 2ND;AAU2KIL017;25;;625.00;13/02/23;11/02/25;IGU 17/03/23;MNBU 3088236 (40 FEET);PT. SNJ
A02994;B3;G03;B3G03;B3G03-R06-06-F2;G3-6-06-F2;83;AUS FRZ STRIPLOIN PR GF 1 RIB IW/VAC;FREE;AMH;EST 384;AUS PR CUT;AAU2JBS020;30;;432.20;23/07/22;;IGU 03/09/22;OERU 4114211 (40 FEET);
A02995;B3;G03;B3G03;B3G03-R06-07-F1;G3-6-07-F1;132;AUS FRZ WAGYU BEEF TRIMMING 65 CL S GF @ 27,2 KG;FREE;JACK'S CREEK;EST 1620;WAGYU;AAU2JCK040;30;;816.00;18/11/21;;IMS 22/02/22;MEDU 9220462 (40 FEET);
A02996;B3;G03;B3G03;B3G03-R06-07-F2;G3-6-07-F2;148;AUS FRZ BEEF HEAD MEAT;FREE;TEYS;EST 294;AUS 2ND;AAU2TEY005;30;;816.00;12/07/22;12/07/24;BWN 23/08/22;HLBU 9466484 (20 FEET);
A02997;B3;G03;B3G03;B3G03-R06-08-F1;G3-6-08-F1;63;AUS FRZ BEEF LUNG LOBES;FREE;HARVEY;EST 648;AUS 2ND;AUS2JBS017;30;;554.62;27/09/22;;IKSU 22/10/22;MORU 1121215 (40 FEET);
A02998;B3;G03;B3G03;B3G03-R06-08-F2;G3-6-08-F2;83;AUS FRZ STRIPLOIN PR 5 KG UP IW/VAC;FREE;HUNTER VALLEY;EST 262;AUS PR CUT;AAU2JBS020;20;;420.25;13/07/22;;IN 26/08/22;OOLU 2065970 (20 FEET);EX CHILLED
A03000;B3;G03;B3G03;B3G03-R06-09-F2;G3-6-09-F2;168;NZ FRZ BEEF KNUCKLE C IW/VAC;FREE;ANZCO;ME 119;NZ 2ND;ANZCMP004;30;;639.38;18/02/22;17/02/24;CKI 12/07/22;PCIU 5829643(20 FEET);
A03001;B3;G03;B3G03;B3G03-R06-10-F1;G3-6-10-F1;63;AUS FRZ BEEF LUNG;FREE;OAKEY;EST 558;AUS 2ND;AUS2JBS017;30;;454.24;25/11/22;24/11/24;BWN 14/03/23;TTNU 8955627(40 FEET);
A03002;B3;G03;B3G03;B3G03-R06-10-F2;G3-6-10-F2;63;AUS FRZ BEEF LUNG LOBES;FREE;HARVEY;EST 648;AUS 2ND;AUS2JBS017;30;;537.56;27/09/22;;IKSU 22/10/22;MORU 1121215 (40 FEET);
A03004;B3;G03;B3G03;B3G03-R06-11-F2;G3-6-11-F2;83;AUS FRZ STRIPLOIN PR 5 KG UP IW/VAC;FREE;SWIFT;EST 688;AUS PR CUT;AAU2JBS020;17;;299.02;09/09/22;;IN 22/10/22;OOLU 3679179 (40 FEET);EX CHILLED
A03006;B3;G03;B3G03;B3G03-R06-12-F1;G3-6-12-F1;136;AUS FRZ BEEF FAT TRIMMINGS S GF @ 23 KG;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAU2JCK059;30;;690.00;21/02/23;;IMS 12/04/23;CRLU 6213299 (40 FEET);JC 5810
A03008;B3;G03;B3G03;B3G03-R06-13-F1;G3-6-13-F1;87;NZ FRZ STRIPLOIN PS 4 KG UP;FREE;GREEN LEA;ME 124;NZ PR CUT;ANZ2GRE029;25;;565.60;20/01/23;18/01/25;IGU 18/04/23;SUDU 1196540 (40 FEET);
A03011;B3;G03;B3G03;B3G03-R06-14-F2;G3-6-14-F2;166;NZ FRZ BEEF LIPS;FREE;AFFCO;ME 32;NZ 2ND;ANZ2AFF037;25;;680.00;16/05/22;15/05/24;SCA 28/07/22;SEKU 9051276 (40 FEET);
A03013;B3;G03;B3G03;B3G03-R06-01-G2;G3-6-01-G2;63;NZ FRZ BEEF NECK BONE MEAT;FREE;ALLIANCE;ME 21;NZ 2ND;ANZ2ALL001;25;;443.14;28/01/23;;CKI 14/04/23;MNBU 3637450 (40 FEET);
A03014;B3;G03;B3G03;B3G03-R06-02-G1;G3-6-02-G1;132;AUS FRZ BEEF TRIMMING 65 CL YP;FREE;WOOLWORTHS;EST 1620;AUS 2ND;AAU2ACC006;30;;816.00;23/02/22;;IGU 14/05/22;FSCU 5832548 (40 FEET);
A03015;B3;G03;B3G03;B3G03-R06-02-G2;G3-6-02-G2;63;AUS FRZ BEEF LUNG LOBES;FREE;HARVEY;EST 648;AUS 2ND;AUS2JBS017;30;;493.17;18/10/22;;IKSU 22/10/22;MORU 1121215 (40 FEET);
A03016;B3;G03;B3G03;B3G03-R06-03-G1;G3-6-03-G1;104;AUS FRZ BRISKET B/IN A;FREE;ECT;EST 486;AUS 2ND;AAU2THR009;30;;565.54;09/12/21;08/12/23;CKI 16/12/21;HLBU 9414120 (40 FEET);
A03017;B3;G03;B3G03;B3G03-R06-03-G2;G3-6-03-G2;63;AUS FRZ SHORT RIBS B/IN A;FREE;ECT;EST 486;AUS 2ND;AAU2ECT002;30;;542.06;09/03/23;07/03/25;SCA 10/04/23;PCIU 6044428 (40 FEET);
A03018;B3;G03;B3G03;B3G03-R06-04-G1;G3-6-04-G1;125;AUS FRZ BEEF INSIDE A;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV004;30;;504.26;16/11/22;;IMS 13/12/22;SZLU 3603802 (20 FEET);
A03021;B3;G03;B3G03;B3G03-R06-05-G2;G3-6-05-G2;166;NZ FRZ BEEF LIPS;FREE;AFFCO;ME 42;NZ 2ND;ANZ2AFF037;25;;680.00;16/05/22;15/05/24;SCA 28/07/22;SEKU 9051276 (40 FEET);
A03022;B3;G03;B3G03;B3G03-R06-06-G1;G3-6-06-G1;63;AUS FRZ BEEF LUNG;FREE;OAKEY;EST 558;AUS 2ND;AUS2JBS017;30;;461.22;25/11/22;24/11/24;BWN 14/03/23;TTNU 8955627(40 FEET);
A03024;B3;G03;B3G03;B3G03-R06-07-G1;G3-6-07-G1;94;AUS FRZ BEEF KNUCKLE S GF ANGUS;FREE;KILCOY (EBONY);EST 640;AUS 2ND;AAU2HRV056;30;;589.10;29/03/22;;CKI 24/05/22;SEGU 9692383 (40 FEET);
A03025;B3;G03;B3G03;B3G03-R06-07-G2;G3-6-07-G2;83;AUS FRZ STRIPLOIN PR 3,6-5 KG UP IW/VAC;FREE;SWIFT;EST 688;AUS PR CUT;AAU2JBS020;25;;424.54;09/08/22;;IN 15/08/22;OOLU 2066257 (20 FEET);EX CHILLED
A03026;B3;G03;B3G03;B3G03-R06-08-G1;G3-6-08-G1;109;AUS FRZ BEEF TAIL S;FREE;SWIFT;EST 688;AUS 2ND;AAU2JBS011;35;;541.66;16/05/22;;IMS 07/07/22;OOLU 3941131 (20 FEET);
A03028;B3;G03;B3G03;B3G03-R06-09-G1;G3-6-09-G1;88;NZ FRZ RIBEYE ROLL PS 4 KG UP VP;FREE;AFFCO;ME 32;NZ PR CUT;ANZ2AFF007;35;;564.34;14/04/22;06/04/24;IGU 06/07/22;CRSU 5017548 (20 FEET);
A03032;B3;G03;B3G03;B3G03-R06-11-G1;G3-6-11-G1;83;AUS FRZ STRIPLOIN PR 3,6-5 KG UP IW/VAC;FREE;SWIFT;EST 195;AUS PR CUT;AAU2JBS020;29;;421.46;09/09/22;;IN 06/09/22;OOLU 3879170 (40 FEET);EX CHILLED
A03033;B3;G03;B3G03;B3G03-R06-11-G2;G3-6-11-G2;104;AUS FRZ BRISKET B/IN;FREE;GREEN HAM;EST 205;AUS 2ND;AAU2MOE001;30;;500.50;03/06/21;03/06/23;CKI 27/07/21;APRU 5817303(40 FEET);
A03038;B3;G03;B3G03;B3G03-R06-14-G1;G3-6-14-G1;;NZ FRZ BEEF OUTER BODY FAT;FREE;ANZCO;ME 119;NZ 2ND;ANZ2ALL043;30;;600.00;29/09/22;29/09/24;SCA 11/12/22;KKTU 6057897 (20 FEET);
A03040;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ A-F 85 CL;FREE;GBP;EST 224;AUS 2ND;AAU2GBP003;5;;136.10;10/05/22;;CKI 10/06/22;OOLU 3945780 (40 FEET);
A03041;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ A-F 85 CL;FREE;GBP;EST 224;AUS 2ND;AAU2GBP003;9;;244.80;11/05/22;;CKI 10/06/22;OOLU 3945780 (40 FEET);
A03042;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;104;AUS FRZ BRISKET B/IN STERNUM MS YP;FREE;COLES;EST 262;AUS 2ND;AAU2JBS024;30;;375.79;08/03/21;;BWN 25/07/21;TEMU 9646390 (40 FEET);
A03043;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;104;AUS FRZ BRISKET B/IN STERNUM MS YP;FREE;COLES;EST 262;AUS 2ND;AAU2JBS024;30;;424.15;08/03/21;;BWN 25/07/21;TEMU 9646390 (40 FEET);
A03044;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;104;AUS FRZ BRISKET B/IN STERNUM MS YP;FREE;COLES;EST 262;AUS 2ND;AAU2JBS024;30;;404.75;08/03/21;;BWN 25/07/21;TEMU 9646390 (40 FEET);
A03045;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;104;AUS FRZ BRISKET B/IN STERNUM MS YP;FREE;COLES;EST 262;AUS 2ND;AAU2JBS024;30;;396.83;08/03/21;;BWN 25/07/21;TEMU 9646390 (40 FEET);
A03046;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;110;AUS FRZ BEEF BACK RIB A LP;FREE;MERAMIST;EST 3416;AUS 2ND;AAU2MER007;30;;601.50;27/05/21;;CKI 27/08/21;GESU 9487867 (40 FEET);
A03047;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;110;AUS FRZ BEEF BACK RIB A LP;FREE;MERAMIST;EST 3416;AUS 2ND;AAU2MER007;30;;614.30;27/05/21;;CKI 27/08/21;GESU 9487867 (40 FEET);
A03048;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;110;AUS FRZ BEEF BACK RIB A LP;FREE;MERAMIST;EST 3416;AUS 2ND;AAU2MER007;41;;771.98;27/05/21;;CKI 27/08/21;GESU 9487867 (40 FEET);
A03049;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;110;AUS FRZ BEEF BACK RIB A LP;FREE;MERAMIST;EST 3416;AUS 2ND;AAU2MER007;30;;614.50;27/05/21;;CKI 27/08/21;GESU 9487867 (40 FEET);
A03050;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;176;AUS FRZ BEEF LIPS;FREE;HARVEY;EST 648;AUS 2ND;AAU2JBS010;30;;816.00;02/02/23;;BWN 14/03/23;FSCU 5794561 (40 FEET);
A03051;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ A-F 85 CL;FREE;MIDFIELD;EST 180;AUS 2ND;AAU2MID041;30;;816.00;21/02/23;;IMS 05/03/23;BMOU 9707418 (40 FEET);
A03052;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ A-F 85 CL;FREE;MIDFIELD;EST 180;AUS 2ND;AAU2MID041;30;;816.00;21/02/23;;IMS 05/03/23;BMOU 9707418 (40 FEET);
A03053;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ A-F 85 CL;FREE;MIDFIELD;EST 180;AUS 2ND;AAU2MID041;23;;625.60;09/02/23;;IMS 05/03/23;BMOU 9707418 (40 FEET);
A03054;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ A-F 85 CL;FREE;MIDFIELD;EST 180;AUS 2ND;AAU2MID041;10;;272.00;09/02/23;;IMS 05/03/23;BMOU 9707418 (40 FEET);
A03055;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ A-F 85 CL;FREE;MIDFIELD;EST 180;AUS 2ND;AAU2MID041;20;;544.00;09/02/23;;IMS 05/03/23;BMOU 9707418 (40 FEET);
A03056;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ A-F 85 CL HGP FREE;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV046;30;;816.00;01/03/23;;SCA 04/04/23;BMOU 9831270 (40 FEET);
A03057;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ A-F 85 CL HGP FREE;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV046;30;;816.00;01/03/23;;SCA 04/04/23;BMOU 9831270 (40 FEET);
A03058;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ A-F 85 CL HGP FREE;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV046;30;;816.00;01/03/23;;SCA 22/03/23;TTNU 8347099 (40 FEET);
A03059;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;;US FRZ BEEF TRIMMING 65 CL;FREE;FARMERS;EST 17202A;US 2ND;AUS2SWF063;10;;272.20;11/03/22;;CKI 09/07/22;SEGU 9495379 (40 FEET);HGP FREE
A03060;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ B-FH 95 CL;FREE;MONBEEF;EST 952;AUS 2ND;AAU2MNB001;30;;816.00;15/02/23;15/02/25;SCA 28/03/23;CGMU 3084292 (20 FEET);
A03061;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;132;AUS FRZ B-FH 95 CL;FREE;MONBEEF;EST 952;AUS 2ND;AAU2MNB001;30;;816.00;15/02/23;15/02/25;SCA 28/03/23;CGMU 3084292 (20 FEET);
A03062;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;110;AUS FRZ BEEF BACK RIB A LP 5 RIB;OJJU;GREEN HAM;EST 205;AUS 2ND;AAU2MOE008;30;;643.44;03/02/22;;CKI 11/03/22;APRU 5716150 (40 FEET);
A03063;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;110;AUS FRZ BEEF BACK RIB A LP 5 RIB;OJJU;GREEN HAM;EST 205;AUS 2ND;AAU2MOE008;35;;617.60;25/03/22;25/03/24;SCA 07/06/22;BMOU 9661404 (40 FEET);
A03064;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;102;AUS FRZ BEEF CHEEK MEAT MW/VAC;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV048;37;;446.16;02/09/22;;IKSU 07/10/22;TLLU 1124487 (40 FEET);
A03065;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;136;AUS FRZ BEEF EDIBLE FAT @ 24 KG;FREE;AMH;EST 170;AUS 2ND;AAU2SWF007;30;;720.00;03/16/22;03/05/24;IN 24/03/23;A 9739 ZX (15 TON);EX DAAN MOGOT/99904 KILL FLOUR
A03066;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;136;AUS FRZ BEEF EDIBLE FAT @ 24 KG;PT CANNING 7TON;AMH;EST 170;AUS 2ND;AAU2SWF007;30;;720.00;03/16/22;03/05/24;IN 24/03/23;A 9739 ZX (15 TON);EX DAAN MOGOT/99904 KILL FLOUR
A03067;B3;G03;B3G03;B3G03-R00-00-00;G30-00-00;136;AUS FRZ BEEF EDIBLE FAT @ 24 KG;PT CANNING 7TON;AMH;EST 170;AUS 2ND;AAU2SWF007;20;;480.00;22/02/22;;IMS 27/04/22;DSLU 3496840 (40 FEET);99904
